code,name,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09
PPR,荷兰国际最优惠利率信托,25.785557999999998,0.8835790000000001,0.193907,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMY,施贵宝,243.459831,7.9454139999999995,0.246324,382000000.0_-58.57%_5704000000.0_10.89%,1495000000.0_-2.03%_5193000000.0_5.36%,-2329000000.0_-359.35%_5449000000.0_3.93%,856000000.0_-29.55%_5254000000.0_6.75%,382000000.0,-58.57%,5704000000.0,10.89%,1495000000.0,-2.03%,5193000000.0,5.36%,-2329000000.0,-359.35%,5449000000.0,3.93%,856000000.0,-29.55%,5254000000.0,6.75%
CNQ,加国自然资源,0.0,1.620851,-0.15,0_0_0_0,0_0_0_0,0_0_0_0,684000000.0_309.82%_4288000000.0000005_83.64%,0,0,0,0,0,0,0,0,0,0,0,0,684000000.0,309.82%,4288000000.0000005,83.64%
IHIT,Invesco High Income 2023 Target Term Fund,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAI,"Entergy Arkansas, Inc",7.227182000000001,0.407403,3.413502,82556000.0_114.15%_0_0,36255000.0_153.46%_0_0,-5648000.0_-245.60%_0_0,92638000.0_-15.90%_0_0,82556000.0,114.15%,0,0,36255000.0,153.46%,0,0,-5648000.0,-245.60%,0,0,92638000.0,-15.90%,0,0
FLC,FLC总回报基金,39.005093,0.960614,0.505575,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFT,Eaton Vance Floating Rate Income,17.077869,0.9820639999999999,0.8648620000000001,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRUA,"Dominion Resources, Inc.",5.405880000000001,0.855574,4.55245,478000000.0_14.63%_0_0,526000000.0_-21.96%_0_0,1333000000.0_171.49%_0_0,696000000.0_-4.40%_0_0,478000000.0,14.63%,0,0,526000000.0,-21.96%,0,0,1333000000.0,171.49%,0,0,696000000.0,-4.40%,0,0
LPX,路易斯安那太平洋,8.535679,2.357596,3.41742,163000000.0_72.17%_811000000.0_16.81%,90900000.0_65.27%_691000000.0_13.16%,131000000.0_209.48%_711000000.0_29.20%,110000000.00000001_67.38%_718000000.0_20.44%,163000000.0,72.17%,811000000.0,16.81%,90900000.0,65.27%,691000000.0,13.16%,131000000.0,209.48%,711000000.0,29.20%,110000000.00000001,67.38%,718000000.0,20.44%
CHN,中国基金,3.8357080000000003,0.8273659999999999,5.18783,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCA,纽文加州市政价值基金,28.310836,0.952333,0.342625,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEI,道格拉斯艾美特,56.456716,2.655332,0.681407,37033000.0_67.17%_0_0,32631000.0_49.82%_0_0,31986000.0_42.38%_0_0,28508000.0_-20.36%_0_0,37033000.0,67.17%,0,0,32631000.0,49.82%,0,0,31986000.0,42.38%,0,0,28508000.0,-20.36%,0,0
ACRE,Ares Commercial Real Estate Corp.,11.418836,0.97114,1.2584469999999999,9303000.0_38.58%_0_0,9318000.0_43.84%_0_0,6183000.0_-29.10%_0_0,11058000.0_-43.98%_0_0,9303000.0,38.58%,0,0,9318000.0,43.84%,0,0,6183000.0,-29.10%,0,0,11058000.0,-43.98%,0,0
ESNT,Essent Group Ltd,8.872596000000001,2.002605,4.838494,112000000.00000001_54.96%_0_0,111000000.00000001_66.78%_0_0,163000000.0_159.45%_0_0,78393000.0_31.29%_0_0,112000000.00000001,54.96%,0,0,111000000.00000001,66.78%,0,0,163000000.0,159.45%,0,0,78393000.0,31.29%,0,0
PZN,Pzena Investment Management,18.806073,5.9080900000000005,0.503029,17357000.0_14.79%_38348000.0_12.41%,17666000.0_38.82%_39252000.0_22.49%,15086000.0_-34.45%_38909000.0_33.83%,17217000.0_44.43%_36229000.0_34.23%,17357000.0,14.79%,38348000.0,12.41%,17666000.0,38.82%,39252000.0,22.49%,15086000.0,-34.45%,38909000.0,33.83%,17217000.0,44.43%,36229000.0,34.23%
KBWR,PowerShares KBW Regional Banking,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCS,日元ETF-ProShares两倍做空,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BID,苏富比,23.671917,3.9567080000000003,1.9643529999999998,57277000.0_-25.51%_331000000.0_2.88%,-6526000.0_42.41%_182000000.0_-0.48%,76704000.0_17.07%_299000000.0_2.28%,-23486000.0_56.91%_154000000.0_103.78%,57277000.0,-25.51%,331000000.0,2.88%,-6526000.0,42.41%,182000000.0,-0.48%,76704000.0,17.07%,299000000.0,2.28%,-23486000.0,56.91%,154000000.0,103.78%
NSP,Insperity,44.010355,41.030986,2.6209740000000004,24560000.0_75.20%_922000000.0000001_15.93%,49991000.0_40.31%_1014000000.0_14.92%,15554000.0_63.38%_826000000.0_13.36%,19202000.0_36.52%_796000000.0_13.23%,24560000.0,75.20%,922000000.0000001,15.93%,49991000.0,40.31%,1014000000.0,14.92%,15554000.0,63.38%,826000000.0,13.36%,19202000.0,36.52%,796000000.0,13.23%
GLT,PH格拉特费尔,2290.6831460000003,1.1751719999999999,0.00805,-7399000.0_-29.49%_407000000.0_4.74%,5716000.0_-50.74%_412000000.0_5.16%,-10080000.0_37.70%_401999999.99999994_2.21%,12105000.0_-38.24%_415000000.00000006_1.95%,-7399000.0,-29.49%,407000000.0,4.74%,5716000.0,-50.74%,412000000.0,5.16%,-10080000.0,37.70%,401999999.99999994,2.21%,12105000.0,-38.24%,415000000.00000006,1.95%
CHMI,Cherry Hill Mortgage Investment Corp,3.877207,0.9426829999999999,4.743105,13845000.0_931.53%_0_0,35239000.0_56.01%_0_0,20233000.0_-23.94%_0_0,6859000.0_24.28%_0_0,13845000.0,931.53%,0,0,35239000.0,56.01%,0,0,20233000.0,-23.94%,0,0,6859000.0,24.28%,0,0
NJR,新泽西能源,18.841785,2.794491,2.436075,-14274000.0_-175.30%_0_0,140000000.0_22.29%_0_0,124000000.0_254.14%_0_0,-36523000.0_-243.79%_0_0,-14274000.0,-175.30%,0,0,140000000.0,22.29%,0,0,124000000.0,254.14%,0,0,-36523000.0,-243.79%,0,0
NVR,NVR Inc,14.913979000000001,5.984017,177.834503,202999999.99999997_37.39%_1750000000.0_15.72%,166000000.0_61.33%_1490000000.0_19.44%,125000000.0_-17.41%_1780999999.9999998_3.66%,162000000.0_38.09%_1634000000.0_8.38%,202999999.99999997,37.39%,1750000000.0,15.72%,166000000.0,61.33%,1490000000.0,19.44%,125000000.0,-17.41%,1780999999.9999998,3.66%,162000000.0,38.09%,1634000000.0,8.38%
CFG,Citizens Financial Group,11.134283,0.978218,3.67783,425000000.0_33.65%_0_0,388000000.0_21.25%_0_0,666000000.0_136.17%_0_0,348000000.0_17.17%_0_0,425000000.0,33.65%,0,0,388000000.0,21.25%,0,0,666000000.0,136.17%,0,0,348000000.0,17.17%,0,0
DLPH,德尔福,10.042798,20.36415,3.585654,90000000.0_60.71%_1232000000.0_3.79%,105000000.0_-5.41%_1296000000.0_10.96%,65000000.0_-26.14%_1289000000.0_12.48%,87000000.0_3.57%_1205000000.0_11.88%,90000000.0,60.71%,1232000000.0,3.79%,105000000.0,-5.41%,1296000000.0,10.96%,65000000.0,-26.14%,1289000000.0,12.48%,87000000.0,3.57%,1205000000.0,11.88%
NKX,Nuveen California AMT-Free Mun,19.59115,0.8761559999999999,0.682451,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBA,Pembina Pipeline Corp,44.846154999999996,2.677953,0.78,0_0_0_0,0_0_0_0,0_0_0_0,107000000.0_-10.83%_1041000000.0_7.32%,0,0,0,0,0,0,0,0,0,0,0,0,107000000.0,-10.83%,1041000000.0,7.32%
EGF,EGF基金,22.075923,0.931791,0.58928,0_0_0_0,0_0_0_0,443000.0_146.67%_0_0,443000.0_146.67%_0_0,0,0,0,0,0,0,0,0,443000.0,146.67%,0,0,443000.0,146.67%,0,0
VVR,范·卡本高回报信托基金,18.734875,0.880567,0.230586,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WTMF,WisdomTree Managed Futures Strategy Fund,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDLX,Medley Capital Corporation,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBR,KBR科技,6.021934,1.8768639999999999,3.5354089999999996,62000000.0_-21.52%_1267000000.0_15.81%,139000000.0_265.79%_1038000000.0000001_-6.15%,278000000.0_423.26%_936999999.9999999_-21.26%,47000000.0_182.46%_1034000000.0_-3.63%,62000000.0,-21.52%,1267000000.0,15.81%,139000000.0,265.79%,1038000000.0000001,-6.15%,278000000.0,423.26%,936999999.9999999,-21.26%,47000000.0,182.46%,1034000000.0,-3.63%
TGI,Triumph Group Inc,0.0,-4.649668,-10.109221,"-76534000.0_-3,863.44%_833000000.0_6.55%",-305000000.0_-140.36%_897000000.0000001_-2.51%,-112999999.99999999_-486.10%_775000000.0_-8.24%,-5378000.0_-115.45%_745000000.0_-14.82%,-76534000.0,"-3,863.44%",833000000.0,6.55%,-305000000.0,-140.36%,897000000.0000001,-2.51%,-112999999.99999999,-486.10%,775000000.0,-8.24%,-5378000.0,-115.45%,745000000.0,-14.82%
NIQ,Nuveenn Intermediate Duration Qu,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NID,Nuveen Intermediate Duration Mun,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSST,Natixis Loomis Sayles Short Duration Income ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWT,Redwood Trust Inc,8.835738000000001,1.116795,1.873075,32747000.0_-9.85%_0_0,46845000.0_26.71%_0_0,30933000.0_22.00%_0_0,36180000.0_-31.16%_0_0,32747000.0,-9.85%,0,0,46845000.0,26.71%,0,0,30933000.0,22.00%,0,0,36180000.0,-31.16%,0,0
WMT,沃尔玛,53.983523,3.935979,1.7588700000000002,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BYD,博伊德赌场,22.801281,3.6157800000000004,1.617453,38945000.0_-20.05%_585000000.0_2.13%,41399000.0_16.78%_574000000.0_-0.63%,82150000.0_572.26%_557000000.0_6.42%,22976000.0_-93.29%_556000000.0_10.69%,38945000.0,-20.05%,585000000.0,2.13%,41399000.0,16.78%,574000000.0,-0.63%,82150000.0,572.26%,557000000.0,6.42%,22976000.0,-93.29%,556000000.0,10.69%
BDCS,UBS AG E-TRACS Linked to Wells F,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYLD,Cambria Shareholder Yield ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,美国南方公司,19.253735,1.850646,2.338767,0_0_0_0,932000000.0_42.51%_0_0,493000000.0_154.12%_0_0,1099000000.0_-5.75%_0_0,0,0,0,0,932000000.0,42.51%,0,0,493000000.0,154.12%,0,0,1099000000.0,-5.75%,0,0
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLS,天弘科技,12.905263,1.259807,0.95,0_0_0_0,0_0_0_0,0_0_0_0,33400000.0_-37.69%_1528000000.0_-1.66%,0,0,0,0,0,0,0,0,0,0,0,0,33400000.0,-37.69%,1528000000.0,-1.66%
PFL,太平洋投资管理策略收益基金,7.715028,1.054111,1.563183,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJRD,Aerojet Rocketdyne Holdings Inc,314.177256,12.365289,0.11458499999999999,34800000.0_43.21%_467000000.0_1.65%,14000000.0_137.29%_492000000.0_21.39%,-52000000.0_-387.29%_528000000.0_-0.75%,12600000.0_213.51%_484000000.0_4.38%,34800000.0,43.21%,467000000.0,1.65%,14000000.0,137.29%,492000000.0,21.39%,-52000000.0,-387.29%,528000000.0,-0.75%,12600000.0,213.51%,484000000.0,4.38%
XAN,Exantas Capital Corp,0.0,0.671921,-0.19098299999999999,8739000.0_4.23%_0_0,110000.0_-98.72%_0_0,-2314000.0_34.30%_0_0,18658000.0_140.90%_0_0,8739000.0,4.23%,0,0,110000.0,-98.72%,0,0,-2314000.0,34.30%,0,0,18658000.0,140.90%,0,0
TVE,田纳西河谷管理局,0.0,0.001206,0.0,470000000.0_101.72%_0_0,462000000.0_118.96%_0_0,288000000.0_182.35%_0_0,139000000.0_-78.97%_0_0,470000000.0,101.72%,0,0,462000000.0,118.96%,0,0,288000000.0,182.35%,0,0,139000000.0,-78.97%,0,0
MHK,Mohawk Industries Inc,15.490404999999999,1.9285900000000002,12.292126,198000000.0_-24.53%_2577000000.0_5.05%,209000000.0_4.07%_2412000000.0_8.63%,241000000.0_2.71%_2369000000.0_8.55%,271000000.0_0.07%_2449000000.0_6.73%,198000000.0,-24.53%,2577000000.0,5.05%,209000000.0,4.07%,2412000000.0,8.63%,241000000.0,2.71%,2369000000.0,8.55%,271000000.0,0.07%,2449000000.0,6.73%
KAR,KAR车行,20.463975,5.621931,3.094218,93200000.0_62.94%_957000000.0_11.49%,90000000.0_30.06%_951000000.0_9.68%,173000000.0_279.78%_890000000.0_9.43%,62800000.0_15.44%_843000000.0_6.76%,93200000.0,62.94%,957000000.0,11.49%,90000000.0,30.06%,951000000.0,9.68%,173000000.0,279.78%,890000000.0,9.43%,62800000.0,15.44%,843000000.0,6.76%
SPH,Suburban Propane Partners L.P.,19.05172,2.518708,1.245032,-16595000.0_44.15%_231000000.0_8.44%,107000000.0_27.41%_525000000.0_19.43%,37168000.0_7.77%_361000000.0_18.37%,-50590000.0_16.02%_187000000.0_23.41%,-16595000.0,44.15%,231000000.0,8.44%,107000000.0,27.41%,525000000.0,19.43%,37168000.0,7.77%,361000000.0,18.37%,-50590000.0,16.02%,187000000.0,23.41%
WBS,Webster Financial Corp,21.441901,2.4196020000000003,3.128454,0_0_0_0,0_0_0_0,69893000.0_21.22%_0_0,64496000.0_24.47%_0_0,0,0,0,0,0,0,0,0,69893000.0,21.22%,0,0,64496000.0,24.47%,0,0
KTN,Structured Products Corp 8.205%,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HON,霍尼韦尔,70.70204100000001,6.645942,2.2278,1280000000.0_-8.57%_10919000000.0_8.34%,1451000000.0_8.93%_10392000000.0_9.48%,-2399000000.0_-329.57%_10843000000.0_8.59%,1365000000.0_9.38%_10121000000.0_3.23%,1280000000.0,-8.57%,10919000000.0,8.34%,1451000000.0,8.93%,10392000000.0,9.48%,-2399000000.0,-329.57%,10843000000.0,8.59%,1365000000.0,9.38%,10121000000.0,3.23%
MCN,麦迪逊基金,13.497909,0.9454239999999999,0.579349,0_0_0_0,0_0_0_0,3445400.0_-5.19%_0_0,3445400.0_-5.19%_0_0,0,0,0,0,0,0,0,0,3445400.0,-5.19%,0,0,3445400.0,-5.19%,0,0
MSG,麦迪逊花园,49.498759,2.766381,5.989847,-50490000.0_42.27%_318000000.0_4.05%,7814000.0_143.79%_459999999.99999994_19.06%,188000000.0_227.39%_536000000.00000006_20.48%,-10867000.0_62.42%_245000000.00000003_34.87%,-50490000.0,42.27%,318000000.0,4.05%,7814000.0,143.79%,459999999.99999994,19.06%,188000000.0,227.39%,536000000.00000006,20.48%,-10867000.0,62.42%,245000000.00000003,34.87%
EFAX,SPDR MSCI EAFE Fossil Fuel Reserves Free ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCI,Babson Capital Corporate Investors,9.037924,1.010604,1.7061439999999999,0_0_0_0,718400.0_-92.97%_0_0,5052000.0_274.00%_0_0,12844800.0_13.18%_0_0,0,0,0,0,718400.0,-92.97%,0,0,5052000.0,274.00%,0,0,12844800.0,13.18%,0,0
VLP,Valero Energy Partners LP,14.028189000000001,10.238905,2.7444740000000003,64019000.0_9.54%_135000000.0_21.78%,66079000.0_13.66%_132000000.0_24.69%,64264000.0_7.47%_126000000.0_21.27%,57589000.0_11.37%_109000000.00000001_18.80%,64019000.0,9.54%,135000000.0,21.78%,66079000.0,13.66%,132000000.0,24.69%,64264000.0,7.47%,126000000.0,21.27%,57589000.0,11.37%,109000000.00000001,18.80%
AMC,AMC院线,0.0,1.24016,-2.2109259999999997,22200000.0_112.58%_1342000000.0_18.19%,17700000.0_110.71%_1281000000.0_5.41%,"-276000000.0_-1,053.10%_1312000000.0_50.63%",-42700000.0_-240.46%_1115000000.0_49.51%,22200000.0,112.58%,1342000000.0,18.19%,17700000.0,110.71%,1281000000.0,5.41%,-276000000.0,"-1,053.10%",1312000000.0,50.63%,-42700000.0,-240.46%,1115000000.0,49.51%
PHX,潘汉德尔油气,21.393561,2.479748,0.892792,-775100.0_-161.48%_11201800.0_7.43%,1070200.0_-69.16%_12267400.0_13.03%,13784900.0_715.84%_12495400.0_33.36%,1039100.0_40.96%_12886800.0_41.96%,-775100.0,-161.48%,11201800.0,7.43%,1070200.0,-69.16%,12267400.0,13.03%,13784900.0,715.84%,12495400.0,33.36%,1039100.0,40.96%,12886800.0,41.96%
VTA,Invesco Dynamic Credit Opportu,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNK,Pinnacle Entertainment Inc,24.361642,-6.965428999999999,1.409593,21766000.0_158.32%_648000000.0_-0.92%,21794000.0_26.65%_628000000.0_-1.81%,22184000.0_345.43%_621000000.0_-2.60%,"13940000.0_2,916.16%_647000000.0_8.78%",21766000.0,158.32%,648000000.0,-0.92%,21794000.0,26.65%,628000000.0,-1.81%,22184000.0,345.43%,621000000.0,-2.60%,13940000.0,"2,916.16%",647000000.0,8.78%
TCRZ,"THL Credit, Inc.",0.0,2.474018,-0.20646599999999998,0_0_0_0,6341000.0_20.71%_0_0,-18545000.0_-334.12%_0_0,4113000.0_-58.40%_0_0,0,0,0,0,6341000.0,20.71%,0,0,-18545000.0,-334.12%,0,0,4113000.0,-58.40%,0,0
DGX,奎斯特诊疗,18.670354,2.89164,5.919009,233000000.0_12.56%_1919000000.0000002_2.95%,189000000.0_8.00%_1884000000.0_3.69%,267000000.0_59.88%_1936000000.0_4.03%,175000000.0_-14.63%_1930999999.9999998_2.44%,233000000.0,12.56%,1919000000.0000002,2.95%,189000000.0,8.00%,1884000000.0,3.69%,267000000.0,59.88%,1936000000.0,4.03%,175000000.0,-14.63%,1930999999.9999998,2.44%
ECT,ECA Marcellus Trust I,7.222028,0.685036,0.26308400000000004,1127300.0_-35.82%_1486900.0_-26.09%,1045100.0_-31.04%_1527700.0_-25.64%,1178900.0_-9.31%_1360000.0_-4.34%,1280300.0_2.87%_1448500.0_6.46%,1127300.0,-35.82%,1486900.0,-26.09%,1045100.0,-31.04%,1527700.0,-25.64%,1178900.0,-9.31%,1360000.0,-4.34%,1280300.0,2.87%,1448500.0,6.46%
CTL,世纪电信,10.059192999999999,1.068894,2.261613,"292000000.0_1,617.65%_5902000000.0_44.30%",114999999.99999999_-29.45%_5945000000.0_41.24%,"1117000000.0_2,559.52%_5323000000.0_24.11%",92000000.0_-39.47%_4034000000.0000005_-7.94%,292000000.0,"1,617.65%",5902000000.0,44.30%,114999999.99999999,-29.45%,5945000000.0,41.24%,1117000000.0,"2,559.52%",5323000000.0,24.11%,92000000.0,-39.47%,4034000000.0000005,-7.94%
FIX,Comfort Systems USA,26.743457,4.564138,2.123884,32547000.0_81.10%_534999999.99999994_14.96%,16659000.0_122.80%_465000000.00000006_22.16%,7539000.0_-55.30%_461000000.00000006_17.59%,22284000.0_8.86%_480999999.99999994_12.15%,32547000.0,81.10%,534999999.99999994,14.96%,16659000.0,122.80%,465000000.00000006,22.16%,7539000.0,-55.30%,461000000.00000006,17.59%,22284000.0,8.86%,480999999.99999994,12.15%
ITT,ITT Inc.,27.715433,3.13844,2.172075,69900000.0_45.93%_697000000.0_10.45%,101000000.0_122.15%_689000000.0_10.15%,-67100000.0_-357.09%_684000000.0_16.18%,86900000.0_-3.66%_645000000.0_10.88%,69900000.0,45.93%,697000000.0,10.45%,101000000.0,122.15%,689000000.0,10.15%,-67100000.0,-357.09%,684000000.0,16.18%,86900000.0,-3.66%,645000000.0,10.88%
CFR,库伦佛寺银行,17.896676,2.2762290000000003,6.298935,111000000.00000001_30.14%_0_0,106000000.0_25.36%_0_0,101000000.0_20.07%_0_0,93131000.0_16.10%_0_0,111000000.00000001,30.14%,0,0,106000000.0,25.36%,0,0,101000000.0,20.07%,0,0,93131000.0,16.10%,0,0
KIO,KKR Income Opportunities Fund,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOT,Eaton Vance National Municipal O,0.0,0.0,-5.67,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBN,印度工业信贷投资银行,25.584795,0.027392000000000003,0.36935999999999997,0_0_0_0,14715000000.0_-38.62%_0_0,22790000000.0_-22.98%_0_0,24090000000.0_-25.67%_0_0,0,0,0,0,14715000000.0,-38.62%,0,0,22790000000.0,-22.98%,0,0,24090000000.0,-25.67%,0,0
EHC,Encompass Health Corporation,26.516921999999997,6.4128739999999995,3.069738,112999999.99999999_42.57%_1068000000.0_10.48%,105000000.0_24.64%_1046000000.0000001_9.29%,86500000.0_5.36%_1010000000.0_7.98%,85100000.0_8.96%_983000000.0_7.79%,112999999.99999999,42.57%,1068000000.0,10.48%,105000000.0,24.64%,1046000000.0000001,9.29%,86500000.0,5.36%,1010000000.0,7.98%,85100000.0,8.96%,983000000.0,7.79%
JMM,Nuveen Multi-Market Income Fund,13.785222000000001,0.863383,0.5092409999999999,0_0_0_0,0_0_0_0,902500.0_-3.56%_0_0,902500.0_-3.56%_0_0,0,0,0,0,0,0,0,0,902500.0,-3.56%,0,0,902500.0,-3.56%,0,0
HMLP,Hoegh LNG Partners LP,10.105580999999999,1.602935,1.8009849999999998,19944000.0_63.31%_35510000.0_1.39%,21686000.0_33.96%_34885000.0_-0.54%,25382000.0_1.80%_37574000.0_61.21%,5407000.0_-59.72%_35856000.0_53.59%,19944000.0,63.31%,35510000.0,1.39%,21686000.0,33.96%,34885000.0,-0.54%,25382000.0,1.80%,37574000.0,61.21%,5407000.0,-59.72%,35856000.0,53.59%
WUBA,58同城,42.121898,3.525893,1.721195,718000000.0_26.22%_3431000000.0_32.28%,"206000000.0_1,314.73%_2471000000.0_24.29%",448000000.00000006_433.32%_2765000000.0_31.98%,390000000.0_300.18%_2723000000.0_33.28%,718000000.0,26.22%,3431000000.0,32.28%,206000000.0,"1,314.73%",2471000000.0,24.29%,448000000.00000006,433.32%,2765000000.0,31.98%,390000000.0,300.18%,2723000000.0,33.28%
MDC,M.D.C. Holdings Inc,9.705843,1.233033,3.35365,63899000.0_88.65%_750000000.0_15.51%,38764000.0_74.23%_608000000.0_7.80%,24552000.0_-39.19%_704000000.0_-1.72%,61163000.0_132.04%_586000000.0_1.43%,63899000.0,88.65%,750000000.0,15.51%,38764000.0,74.23%,608000000.0,7.80%,24552000.0,-39.19%,704000000.0,-1.72%,61163000.0,132.04%,586000000.0,1.43%
BXMX,Nuveen S&P 500 Buy-Write Income Fund,8.259672,1.004881,1.745832,0_0_0_0,0_0_0_0,45573000.0_7.62%_0_0,45573000.0_7.62%_0_0,0,0,0,0,0,0,0,0,45573000.0,7.62%,0,0,45573000.0,7.62%,0,0
SPR,Spirit AeroSystems Holdings Inc,18.171355,9.656606,4.761340000000001,145000000.0_355.63%_1837000000.0_0.59%,125000000.0_-11.50%_1736000000.0_2.48%,123000000.0_13.49%_1714999999.9999998_9.21%,147000000.0_1.45%_1748000000.0_2.15%,145000000.0,355.63%,1837000000.0,0.59%,125000000.0,-11.50%,1736000000.0,2.48%,123000000.0,13.49%,1714999999.9999998,9.21%,147000000.0,1.45%,1748000000.0,2.15%
WMC,Western Asset Mortgage Capital,6.718338,0.97239,1.606052,1453000.0_-92.98%_0_0,21729000.0_7.35%_0_0,21404000.0_155.89%_0_0,22767000.0_-29.47%_0_0,1453000.0,-92.98%,0,0,21729000.0,7.35%,0,0,21404000.0,155.89%,0,0,22767000.0,-29.47%,0,0
FM,Ishares Msci Frontier 100 Index,0.0,0.0,-0.27,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOE,圣乔,16.772054999999998,2.038609,1.058308,26067000.0_145.59%_50434000.0_64.56%,625000.0_-85.08%_19865000.0_47.02%,"38293000.0_1,353.80%_21561000.0_15.01%",6141000.0_127.78%_33654000.0_23.76%,26067000.0,145.59%,50434000.0,64.56%,625000.0,-85.08%,19865000.0,47.02%,38293000.0,"1,353.80%",21561000.0,15.01%,6141000.0,127.78%,33654000.0,23.76%
EFO,ProShares Ultra MSCI EAFE,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUH,黑岩多控股债务基金,31.379903000000002,0.936148,0.450916,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDT,Dillards Capital Trust I 7.5% Pf,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVT,黑岩市政投资基金,33.320389,0.9423530000000001,0.417162,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PILL,Direxion Daily Pharmaceutical &amp; Medical Bull 2X Shares,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
