code,open,name,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09
SLVP,8.3099,Ishares Msci Global Silver Miner,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAS,30.64,SeaWorld Entertainment Inc.,0.0,9.897587,-0.057911000000000004,22697000.0_112.91%_392000000.0_4.86%,-62844000.0_-2.81%_217000000.0_16.53%,-20441000.0_-71.70%_266000000.0_-0.78%,55034000.0_-16.18%_438000000.0_-9.81%,22697000.0,112.91%,392000000.0,4.86%,-62844000.0,-2.81%,217000000.0,16.53%,-20441000.0,-71.70%,266000000.0,-0.78%,55034000.0,-16.18%,438000000.0,-9.81%
RING,14.42,iShares MSCI Global Gold Miners ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XHR,23.91,"Xenia Hotels & Resorts, Inc.",24.192816,1.4988549999999998,0.980043,29531000.0_-58.41%_0_0,57043000.0_593.36%_0_0,9823000.0_-80.09%_0_0,11767000.0_-42.41%_0_0,29531000.0,-58.41%,0,0,57043000.0,593.36%,0,0,9823000.0,-80.09%,0,0,11767000.0,-42.41%,0,0
SOI,17.34,Solaris Oilfield Infrastructure Inc.,23.489575,3.060879,0.728834,"21448000.0_1,919.59%_47155000.0_252.19%",13415000.0_180.53%_36018000.0_248.88%,9237000.0_205.56%_25204000.0_245.78%,7406000.0_941.63%_18478000.0_289.17%,21448000.0,"1,919.59%",47155000.0,252.19%,13415000.0,180.53%,36018000.0,248.88%,9237000.0,205.56%,25204000.0,245.78%,7406000.0,941.63%,18478000.0,289.17%
SWCH,11.21,Switch Inc.,0.0,4.333507,-2.021857,9539000.0_-36.21%_102000000.0_10.92%,3950000.0_-80.57%_97717000.0_9.60%,-60346000.0_-205.21%_99328000.0_21.30%,16486000.0_3.52%_97689000.0_19.62%,9539000.0,-36.21%,102000000.0,10.92%,3950000.0,-80.57%,97717000.0,9.60%,-60346000.0,-205.21%,99328000.0,21.30%,16486000.0,3.52%,97689000.0,19.62%
IDHQ,23.4119,PowerShares S&P International De,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCK,136.19,麦克森药物批发,0.0,2.863094,-1.825507,-80000000.0_-121.92%_52607000000.00001_3.05%,-1085000000.0_-129.95%_51628000000.0_5.98%,961000000.0_48.76%_53616999999.99999_6.96%,56000000.0_-82.72%_52061000000.0_4.21%,-80000000.0,-121.92%,52607000000.00001,3.05%,-1085000000.0,-129.95%,51628000000.0,5.98%,961000000.0,48.76%,53616999999.99999,6.96%,56000000.0,-82.72%,52061000000.0,4.21%
PCN,18.44,太平洋投资管理企业投资基金,8.510003999999999,1.209618,2.172584,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC,39.45,"Associated Capital Group, Inc.",133.368267,0.988295,0.293923,12863000.0_178.06%_4787000.0_-5.79%,-22372000.0_-71.87%_4681000.0_-6.06%,15742000.0_333.90%_11515000.0_-29.21%,1333000.0_-66.91%_5171000.0_-2.18%,12863000.0,178.06%,4787000.0,-5.79%,-22372000.0,-71.87%,4681000.0,-6.06%,15742000.0,333.90%,11515000.0,-29.21%,1333000.0,-66.91%,5171000.0,-2.18%
PRO,36.83,Pros Holdings Inc,0.0,-19.415157999999998,-2.295187,-16844000.0_13.68%_47426000.0_17.37%,-18856000.0_6.69%_47910000.0_19.39%,-16980000.0_8.28%_46344000.0_16.07%,-21226000.0_-35.13%_41937000.0_9.26%,-16844000.0,13.68%,47426000.0,17.37%,-18856000.0,6.69%,47910000.0,19.39%,-16980000.0,8.28%,46344000.0,16.07%,-21226000.0,-35.13%,41937000.0,9.26%
ARW,78.05,艾睿,13.746326000000002,1.324033,5.641871,171000000.0_69.94%_7393000000.000001_15.11%,140000000.0_20.25%_6876000000.000001_19.85%,55733000.0_-66.21%_7634000000.0_18.49%,135000000.0_14.97%_6954000000.000001_17.14%,171000000.0,69.94%,7393000000.000001,15.11%,140000000.0,20.25%,6876000000.000001,19.85%,55733000.0,-66.21%,7634000000.0,18.49%,135000000.0,14.97%,6954000000.000001,17.14%
GE,12.45,通用电气,0.0,1.951677,-0.871207,668000000.0_-34.45%_28093000000.0_3.76%,-1113000000.0_-495.19%_26874000000.0_9.17%,-9688000000.0_-364.70%_31297000000.000004_3.52%,1694000000.0000002_-13.17%_29429000000.000004_9.75%,668000000.0,-34.45%,28093000000.0,3.76%,-1113000000.0,-495.19%,26874000000.0,9.17%,-9688000000.0,-364.70%,31297000000.000004,3.52%,1694000000.0000002,-13.17%,29429000000.000004,9.75%
TDC,39.34,Teradata,0.0,8.122537,-0.5101680000000001,4000000.0_200.00%_544000000.0_6.04%,-7000000.0_-250.00%_505999999.99999994_3.05%,-74000000.0_-227.59%_626000000.0_0.00%,13000000.0_-73.47%_526000000.0_-4.71%,4000000.0,200.00%,544000000.0,6.04%,-7000000.0,-250.00%,505999999.99999994,3.05%,-74000000.0,-227.59%,626000000.0,0.00%,13000000.0,-73.47%,526000000.0,-4.71%
EVHC,45.73,"Envision Healthcare Holdings, Inc.",0.0,1.177155,-14.511623,"-1777000000.0_-1,746.90%_2073000000.0_6.46%",-35200000.0_91.00%_2077000000.0_10.56%,178000000.0_328.75%_2003000000.0_44.04%,79000000.0_-17.36%_1991000000.0_142.12%,-1777000000.0,"-1,746.90%",2073000000.0,6.46%,-35200000.0,91.00%,2077000000.0,10.56%,178000000.0,328.75%,2003000000.0,44.04%,79000000.0,-17.36%,1991000000.0,142.12%
ED,78.01,爱迪生联合电气,15.248298000000002,1.547562,5.104832,188000000.0_7.43%_0_0,428000000.0_10.31%_0_0,505000000.0_145.15%_0_0,457000000.0_-8.05%_0_0,188000000.0,7.43%,0,0,428000000.0,10.31%,0,0,505000000.0,145.15%,0,0,457000000.0,-8.05%,0,0
JP,9.07,钜派投资,4.576654,0.976835,1.966502,92787200.0_-25.97%_444000000.00000006_1.59%,115999999.99999999_16.21%_433000000.0_17.49%,71179800.0_-1.22%_459999999.99999994_35.90%,127000000.0_45.43%_441000000.0_37.54%,92787200.0,-25.97%,444000000.00000006,1.59%,115999999.99999999,16.21%,433000000.0,17.49%,71179800.0,-1.22%,459999999.99999994,35.90%,127000000.0,45.43%,441000000.0,37.54%
IAU,11.44,黄金信托ETF(iShares),0.0,0.9485459999999999,-0.03,"-675000000.0_-2,124.81%_0_0",200999999.99999997_-63.00%_0_0,101000000.0_108.93%_0_0,"267000000.0_4,185.99%_0_0",-675000000.0,"-2,124.81%",0,0,200999999.99999997,-63.00%,0,0,101000000.0,108.93%,0,0,267000000.0,"4,185.99%",0,0
RELX,20.37,Relx PLC,17.770575,14.326447,1.146277,340000000.0_-0.58%_1827000000.0_-1.38%,340000000.0_-0.58%_1827000000.0_-1.38%,487000000.0_59.93%_1818000000.0_-0.03%,487000000.0_59.93%_1818000000.0_-0.03%,340000000.0,-0.58%,1827000000.0,-1.38%,340000000.0,-0.58%,1827000000.0,-1.38%,487000000.0,59.93%,1818000000.0,-0.03%,487000000.0,59.93%,1818000000.0,-0.03%
SPN,9.71,Superior Energy Services Inc,0.0,1.399621,-0.8873719999999999,-26390000.0_58.64%_536000000.00000006_13.93%,-59724000.0_34.84%_482000000.0_20.30%,8593000.0_104.07%_497000000.0_40.24%,-59049000.0_49.96%_505999999.99999994_55.12%,-26390000.0,58.64%,536000000.00000006,13.93%,-59724000.0,34.84%,482000000.0,20.30%,8593000.0,104.07%,497000000.0,40.24%,-59049000.0,49.96%,505999999.99999994,55.12%
MSA,107.88,Mine Safety Appliances Co,63.350326,6.502559,1.68318,33421000.0_164.95%_339000000.0_17.51%,32489000.0_121.16%_326000000.0_22.62%,-32574000.0_-231.16%_346000000.0_16.93%,32226000.0_28.79%_296000000.0_6.43%,33421000.0,164.95%,339000000.0,17.51%,32489000.0,121.16%,326000000.0,22.62%,-32574000.0,-231.16%,346000000.0,16.93%,32226000.0,28.79%,296000000.0,6.43%
TYL,242.98,泰勒科技,51.441773,6.927055,4.669454,39161000.0_23.26%_236000000.0_13.08%,37825000.0_15.43%_221000000.0_10.74%,61798000.0_98.10%_218000000.00000003_12.71%,38263000.0_8.00%_214000000.0_10.10%,39161000.0,23.26%,236000000.0,13.08%,37825000.0,15.43%,221000000.0,10.74%,61798000.0,98.10%,218000000.00000003,12.71%,38263000.0,8.00%,214000000.0,10.10%
OC,58.65,欧文斯科宁,21.156825,1.5631700000000002,2.748522,122000000.0_27.08%_1823999999.9999998_14.21%,92000000.0_-8.91%_1691000000.0_14.41%,-3000000.0_-103.41%_1605999999.9999998_16.12%,96000000.0_-15.04%_1703000000.0_12.19%,122000000.0,27.08%,1823999999.9999998,14.21%,92000000.0,-8.91%,1691000000.0,14.41%,-3000000.0,-103.41%,1605999999.9999998,16.12%,96000000.0,-15.04%,1703000000.0,12.19%
XWEB,97.66,SPDR Series Trust,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCF,16.57,第一联邦金融,20.05181,1.714127,0.81838,32081000.0_128.94%_0_0,23270000.0_46.46%_0_0,3981000.0_-77.78%_0_0,21283000.0_23.77%_0_0,32081000.0,128.94%,0,0,23270000.0,46.46%,0,0,3981000.0,-77.78%,0,0,21283000.0,23.77%,0,0
TBI,25.45,TrueBlue,15.999045,1.75842,1.575094,0_0_0_0,0_0_0_0,16427000.0_-9.18%_670000000.0_-8.89%,0_0_0_0,0,0,0,0,0,0,0,0,16427000.0,-9.18%,670000000.0,-8.89%,0,0,0,0
AVAL,7.62,Grupo Aval Acciones Y Valores S.A.,10.984539999999999,0.000168,0.68824,1139256000000.0_46.83%_0_0,951344000000.0_-12.34%_0_0,698485000000.0_-6.87%_0_0,884589000000.0_-9.92%_0_0,1139256000000.0,46.83%,0,0,951344000000.0,-12.34%,0,0,698485000000.0,-6.87%,0,0,884589000000.0,-9.92%,0,0
FBK,44.29,Fb Financial Corp,18.186332,2.1374049999999998,2.41665,22065000.0_96.33%_0_0,19754000.0_102.54%_0_0,23018000.0_126.13%_0_0,8388000.0_-16.40%_0_0,22065000.0,96.33%,0,0,19754000.0,102.54%,0,0,23018000.0,126.13%,0,0,8388000.0,-16.40%,0,0
SMHI,21.39,SEACOR Marine Holdings Inc.,0.0,0.78747,-2.416305,-26629000.0_27.02%_60701000.0_43.42%,-31688000.0_-317.00%_51721000.0_50.77%,27904000.0_145.17%_49343000.0_11.23%,-22356000.0_20.18%_47813000.0_-11.66%,-26629000.0,27.02%,60701000.0,43.42%,-31688000.0,-317.00%,51721000.0,50.77%,27904000.0,145.17%,49343000.0,11.23%,-22356000.0,20.18%,47813000.0,-11.66%
TNC,75.6,坦能,81.378163,4.483485,0.915479,12766000.0_580.65%_292000000.0_7.90%,3300000.0_183.40%_273000000.0_42.81%,-3188000.0_-120.74%_279000000.0_31.90%,3596000.0_-68.67%_262000000.0_30.87%,12766000.0,580.65%,292000000.0,7.90%,3300000.0,183.40%,273000000.0,42.81%,-3188000.0,-120.74%,279000000.0,31.90%,3596000.0,-68.67%,262000000.0,30.87%
SIL,24.64,Silver Miners Etf,0.0,0.0,-5.89,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANET,274.4,"Arista Networks, Inc.",86.565507,11.783176,3.1289599999999997,-155000000.0_-251.21%_520000000.0_28.29%,145000000.0_74.22%_472000000.0_40.84%,104000000.0_76.64%_468000000.0_42.66%,134000000.00000001_160.89%_438000000.0_50.77%,-155000000.0,-251.21%,520000000.0,28.29%,145000000.0,74.22%,472000000.0,40.84%,104000000.0,76.64%,468000000.0,42.66%,134000000.00000001,160.89%,438000000.0,50.77%
UAN,3.71,CVR Partners LP,0.0,0.81712,-0.8343430000000001,-16459000.0_-377.76%_93197000.0_-4.80%,-19051000.0_-84.32%_79859000.0_-6.40%,-27405000.0_-88.43%_78192000.0_-7.92%,-31602000.0_-135.31%_69393000.0_-11.57%,-16459000.0,-377.76%,93197000.0,-4.80%,-19051000.0,-84.32%,79859000.0,-6.40%,-27405000.0,-88.43%,78192000.0,-7.92%,-31602000.0,-135.31%,69393000.0,-11.57%
PAA,24.93,Plains All American Pipeline L.P,44.179225,2.102251,0.559539,100000000.0_-47.09%_8080000000.0_32.94%,288000000.0_-35.14%_8398000000.0_25.96%,191000000.0_49.22%_7605000000.0_27.79%,34000000.0_-88.59%_5873000000.0_13.60%,100000000.0,-47.09%,8080000000.0,32.94%,288000000.0,-35.14%,8398000000.0,25.96%,191000000.0,49.22%,7605000000.0,27.79%,34000000.0,-88.59%,5873000000.0,13.60%
NVS,85.13,诺华,14.334994,2.905221,5.949078,7768000000.000001_292.52%_13158000000.000002_7.48%,2028000000.0_21.80%_12694000000.0_10.01%,1976000000.0000002_111.11%_12915000000.0_4.81%,2082999999.9999998_7.10%_12413000000.0_2.37%,7768000000.000001,292.52%,13158000000.000002,7.48%,2028000000.0,21.80%,12694000000.0,10.01%,1976000000.0000002,111.11%,12915000000.0,4.81%,2082999999.9999998,7.10%,12413000000.0,2.37%
REVG,16.11,Rev Group Inc.,16.370645,1.7957869999999998,0.9779700000000001,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECT,1.85,ECA Marcellus Trust I,7.012969,0.6652060000000001,0.26308400000000004,1127300.0_-35.82%_1486900.0_-26.09%,1045100.0_-31.04%_1527700.0_-25.64%,1178900.0_-9.31%_1360000.0_-4.34%,1280300.0_2.87%_1448500.0_6.46%,1127300.0,-35.82%,1486900.0,-26.09%,1045100.0,-31.04%,1527700.0,-25.64%,1178900.0,-9.31%,1360000.0,-4.34%,1280300.0,2.87%,1448500.0,6.46%
CNXM,19.77,CNX Midstream Partners LP,11.847927,4.235291999999999,1.659362,30282000.0_1.78%_61014000.0_7.92%,33705000.0_1.40%_63869000.0_8.33%,37602000.0_17.58%_61698000.0_6.69%,33468000.0_-8.01%_56658000.0_-6.70%,30282000.0,1.78%,61014000.0,7.92%,33705000.0,1.40%,63869000.0,8.33%,37602000.0,17.58%,61698000.0,6.69%,33468000.0,-8.01%,56658000.0,-6.70%
TCF,25.34,TCF Financial Corp,15.763520000000002,1.824791,1.5957729999999999,62209000.0_-2.03%_0_0,76424000.0_57.30%_0_0,104000000.0_98.93%_0_0,63049000.0_7.48%_0_0,62209000.0,-2.03%,0,0,76424000.0,57.30%,0,0,104000000.0,98.93%,0,0,63049000.0,7.48%,0,0
BERY,50.36,Berry Plastics Group,13.830132999999998,4.944473,3.623971,110000000.00000001_2.80%_2072000000.0_8.71%,90000000.0_25.00%_1967000000.0000002_8.91%,163000000.0_219.61%_1776000000.0000002_18.24%,110000000.00000001_42.86%_1880999999.9999998_16.25%,110000000.00000001,2.80%,2072000000.0,8.71%,90000000.0,25.00%,1967000000.0000002,8.91%,163000000.0,219.61%,1776000000.0000002,18.24%,110000000.00000001,42.86%,1880999999.9999998,16.25%
PAGP,24.25,Plains Group Holdings LP,0.0,2.292047,-5.259654,96000000.0_-44.83%_8080000000.0_32.94%,273000000.0_-32.09%_8398000000.0_25.96%,-648000000.0_-631.15%_7605000000.0_27.79%,31000000.0_-88.89%_5873000000.0_13.60%,96000000.0,-44.83%,8080000000.0,32.94%,273000000.0,-32.09%,8398000000.0,25.96%,-648000000.0,-631.15%,7605000000.0,27.79%,31000000.0,-88.89%,5873000000.0,13.60%
CHU,12.29,中国联通(香港),38.208168,0.600618,0.31878,2924000000.0_87.68%_74170000000.0_7.25%,3025000000.0_249.71%_74935000000.0_8.59%,-2220000000.0_-131.49%_69051000000.0_2.97%,1647000000.0_929.37%_67617999999.99999_1.10%,2924000000.0,87.68%,74170000000.0,7.25%,3025000000.0,249.71%,74935000000.0,8.59%,-2220000000.0,-131.49%,69051000000.0,2.97%,1647000000.0,929.37%,67617999999.99999,1.10%
CNX,14.76,康索尔能源,3.9746360000000003,0.7209439999999999,3.66826,61394000.0_-63.78%_368000000.0_35.96%,"546000000.0_1,500.06%_450000000.0_37.70%",277000000.0_189.07%_334000000.0_165.16%,-25651000.0_-192.96%_544000000.0_10.94%,61394000.0,-63.78%,368000000.0,35.96%,546000000.0,"1,500.06%",450000000.0,37.70%,277000000.0,189.07%,334000000.0,165.16%,-25651000.0,-192.96%,544000000.0,10.94%
YPF,17.35,阿根廷YPF,6.575044,0.027527,2.585534,1508000000.0_454.41%_93034000000.0_54.64%,"5986000000.0_3,017.71%_75823000000.0_33.02%",11962000000.0_573.92%_69614000000.0_27.60%,246000000.0_100.81%_66034000000.0_18.24%,1508000000.0,454.41%,93034000000.0,54.64%,5986000000.0,"3,017.71%",75823000000.0,33.02%,11962000000.0,573.92%,69614000000.0,27.60%,246000000.0,100.81%,66034000000.0,18.24%
JE,3.04,Just Energy Group Inc,1.609171,14.257917,1.886064,-41423000.0_-137.90%_0_0,266000000.0_795.36%_0_0,208000000.0_10.83%_0_0,-64923000.0_59.83%_0_0,-41423000.0,-137.90%,0,0,266000000.0,795.36%,0,0,208000000.0,10.83%,0,0,-64923000.0,59.83%,0,0
ATU,30.8,实用动力,0.0,3.07501,-1.397609,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOLD,36.75,ProShares UltraShort DJ UBS Natu,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHP,88.13,Ryman Hospitality Properties,24.991460999999997,11.863760000000001,3.495994,55546000.0_17.45%_0_0,27339000.0_-16.19%_0_0,72318000.0_50.36%_0_0,23870000.0_-28.94%_0_0,55546000.0,17.45%,0,0,27339000.0,-16.19%,0,0,72318000.0,50.36%,0,0,23870000.0,-28.94%,0,0
BHC,25.03,Bausch Health Companies Inc,0.0,2.501354,-4.6667440000000004,"-872000000.0000001_-2,256.76%_2100000000.0_-4.55%",-2579000000.0_-510.02%_1964999999.9999998_-5.35%,512000000.0_200.00%_2132999999.9999998_-9.92%,1300000000.0_206.64%_2186000000.0_-10.52%,-872000000.0000001,"-2,256.76%",2100000000.0,-4.55%,-2579000000.0,-510.02%,1964999999.9999998,-5.35%,512000000.0,200.00%,2132999999.9999998,-9.92%,1300000000.0,206.64%,2186000000.0,-10.52%
NUW,14.99,Nuveen AMT-Free Municipal Valu,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPLT,78.23,ETFS Physical Platinum Shares,0.0,0.0,-40.169998,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLD,112.87,SPDR黄金ETF,0.0,0.873129,-1.3696110000000001,"-2020000000.0_-1,408.40%_0_0",707000000.0_-68.06%_0_0,320000000.0_106.50%_0_0,"948000000.0_4,016.60%_0_0",-2020000000.0,"-1,408.40%",0,0,707000000.0,-68.06%,0,0,320000000.0,106.50%,0,0,948000000.0,"4,016.60%",0,0
SILV,2.5236,SilverCrest Metals Inc,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDXX,25.095,ProShares Ultra Gold Miners ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAV,10.9,先锋市政信托,32.104099,0.933953,0.337337,0_0_0_0,417000.0_106.99%_0_0,417000.0_106.99%_0_0,4986000.0_-31.56%_0_0,0,0,0,0,417000.0,106.99%,0,0,417000.0,106.99%,0,0,4986000.0,-31.56%,0,0
TPVY,25.26,Triplepoint Venture Growth BDC Corp,18.445467,0.0,1.3672790000000001,8395000.0_5.98%_792000.0_-1.61%,7943000.0_110.30%_3000.0_-75.00%,"3850000.0_-44.56%_91000.0_3,133.33%",3679000.0_-67.83%_109000.0_-32.72%,8395000.0,5.98%,792000.0,-1.61%,7943000.0,110.30%,3000.0,-75.00%,3850000.0,-44.56%,91000.0,"3,133.33%",3679000.0,-67.83%,109000.0,-32.72%
LBRT,21.87,Liberty Oilfield Services Inc.,11.032336,3.5644080000000002,1.9578810000000002,94741000.0_142.71%_628000000.0_81.15%,53987000.0_564.70%_495000000.0_96.19%,19532000.0_542.00%_449000000.0_188.35%,63663000.0_463.68%_442000000.0_334.22%,94741000.0,142.71%,628000000.0,81.15%,53987000.0,564.70%,495000000.0,96.19%,19532000.0,542.00%,449000000.0,188.35%,63663000.0,463.68%,442000000.0,334.22%
WRK,57.13,Westrock Company,7.891082000000001,1.24753,7.1435070000000005,271000000.0_-16.93%_4138000000.0000005_11.96%,225000000.0_128.62%_4017000000.0_9.87%,"1134000000.0_1,343.95%_3894000000.0_12.96%",195000000.0_312.98%_4061000000.0_12.43%,271000000.0,-16.93%,4138000000.0000005,11.96%,225000000.0,128.62%,4017000000.0,9.87%,1134000000.0,"1,343.95%",3894000000.0,12.96%,195000000.0,312.98%,4061000000.0,12.43%
SEM,18.1,Select Medical Holdings,12.002428,2.706097,1.491365,60559000.0_18.05%_1296000000.0_17.57%,43982000.0_87.45%_1253000000.0_14.79%,121000000.0_491.07%_1094000000.0_6.34%,24824000.0_521.84%_1077000000.0_3.93%,60559000.0,18.05%,1296000000.0,17.57%,43982000.0,87.45%,1253000000.0,14.79%,121000000.0,491.07%,1094000000.0,6.34%,24824000.0,521.84%,1077000000.0,3.93%
DAG,2.0815,DB Agriculture Double Long ETN,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EQS,2.0,Equus Total Return,14.837015,0.6126229999999999,0.134798,793000.0_811.49%_0_0,56000.0_103.11%_0_0,1008000.0_-18.31%_0_0,-123000.0_-106.51%_0_0,793000.0,811.49%,0,0,56000.0,103.11%,0,0,1008000.0,-18.31%,0,0,-123000.0,-106.51%,0,0
CWK,17.95,Cushman & Wakefield Plc,0.0,8.740632000000002,-0.02471,-32200000.0_31.92%_1973999999.9999998_16.09%,-92000000.0_23.14%_1768000000.0_20.97%,0_0_0_0,0_0_0_0,-32200000.0,31.92%,1973999999.9999998,16.09%,-92000000.0,23.14%,1768000000.0,20.97%,0,0,0,0,0,0,0,0
ARL,17.8,美国房地产投资,22.608544000000002,2.41581,0.787313,6295000.0_155.59%_0_0,-385000.0_93.48%_0_0,-1526000.0_-152.26%_0_0,9884000.0_299.76%_0_0,6295000.0,155.59%,0,0,-385000.0,93.48%,0,0,-1526000.0,-152.26%,0,0,9884000.0,299.76%,0,0
FNV,63.91,Franco Nevada Corp,92.855073,2.482725,0.69,0_0_0_0,0_0_0_0,0_0_0_0,60000000.0_10.29%_171000000.0_0.00%,0,0,0,0,0,0,0,0,0,0,0,0,60000000.0,10.29%,171000000.0,0.00%
PTY,17.9,太平洋投资管理成长基金,7.408396000000001,1.182442,2.39728,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGL,37.55,PowerShares DB Gold Fund,0.0,0.952206,-0.007276,-9754600.0_-211.28%_0_0,552100.0_-95.25%_0_0,2167100.0_106.59%_0_0,2774700.0000000005_177.51%_0_0,-9754600.0,-211.28%,0,0,552100.0,-95.25%,0,0,2167100.0,106.59%,0,0,2774700.0000000005,177.51%,0,0
MTRN,59.5,Materion,52.019693,2.305143,1.1293799999999998,11144000.0_52.39%_309000000.0_4.48%,10564000.0_246.36%_303000000.0_26.09%,-8232000.0_-221.45%_309000000.0_31.72%,9320000.0_15.85%_294000000.0_17.89%,11144000.0,52.39%,309000000.0,4.48%,10564000.0,246.36%,303000000.0,26.09%,-8232000.0,-221.45%,309000000.0,31.72%,9320000.0,15.85%,294000000.0,17.89%
SHW,478.69,宣伟公司,23.606189,11.749148,20.07715,404000000.0_26.48%_4774000000.0_27.78%,250000000.0_4.59%_3965000000.0_43.59%,897000000.0000001_342.00%_3979999999.9999995_43.02%,317000000.0_-18.13%_4507000000.0_37.43%,404000000.0,26.48%,4774000000.0,27.78%,250000000.0,4.59%,3965000000.0,43.59%,897000000.0000001,342.00%,3979999999.9999995,43.02%,317000000.0,-18.13%,4507000000.0,37.43%
NGVC,16.64,Natural Grocers by Vitamin Cotta,31.111590999999997,2.54441,0.528099,1991000.0_232.94%_213000000.0_9.46%,3404000.0_13.62%_216000000.0_12.33%,5181000.0_151.38%_202000000.0_10.30%,1236000.0_-15.69%_199000000.0_9.66%,1991000.0,232.94%,213000000.0,9.46%,3404000.0,13.62%,216000000.0,12.33%,5181000.0,151.38%,202000000.0,10.30%,1236000.0,-15.69%,199000000.0,9.66%
KS,34.03,KapStone造纸,10.821712,2.726966,3.127971,53183000.0_168.93%_913000000.0000001_10.94%,32741000.0_446.41%_799000000.0_4.35%,188000000.0_923.61%_859000000.0_10.44%,30026000.0_-3.20%_868000000.0_11.82%,53183000.0,168.93%,913000000.0000001,10.94%,32741000.0,446.41%,799000000.0,4.35%,188000000.0,923.61%,859000000.0,10.44%,30026000.0,-3.20%,868000000.0,11.82%
ALLE,90.43,Allegion PLC,29.982988,16.92223,3.006038,113999999.99999999_7.75%_705000000.0_12.39%,72400000.0_5.39%_613000000.0_11.72%,12100000.0_-83.87%_623000000.0_9.37%,"90100000.0_4,405.00%_609000000.0_4.87%",113999999.99999999,7.75%,705000000.0,12.39%,72400000.0,5.39%,613000000.0,11.72%,12100000.0,-83.87%,623000000.0,9.37%,90100000.0,"4,405.00%",609000000.0,4.87%
EXK,2.28,Endeavour Silver,77.000002,2.0509169999999997,0.03,0_0_0_0,0_0_0_0,0_0_0_0,996000.0_-82.17%_39782000.0_-5.43%,0,0,0,0,0,0,0,0,0,0,0,0,996000.0,-82.17%,39782000.0,-5.43%
IP,54.79,国际纸业,7.476546000000001,3.23267,7.237299,407000000.0_408.75%_5833000000.0_8.36%,730000000.0_249.28%_5621000000.0_9.53%,1460000000.0_566.67%_5711000000.0_50.41%,395000000.0_27.83%_5913000000.0_12.29%,407000000.0,408.75%,5833000000.0,8.36%,730000000.0,249.28%,5621000000.0,9.53%,1460000000.0,566.67%,5711000000.0,50.41%,395000000.0,27.83%,5913000000.0,12.29%
TEN,46.36,天纳克,9.2037,3.2932089999999996,4.989298000000001,66000000.0_340.00%_2537000000.0_9.50%,72000000.0_-1.37%_2574000000.0_12.30%,87000000.0_50.00%_2391000000.0_10.95%,99000000.0_-49.49%_2274000000.0_8.49%,66000000.0,340.00%,2537000000.0,9.50%,72000000.0,-1.37%,2574000000.0,12.30%,87000000.0,50.00%,2391000000.0,10.95%,99000000.0,-49.49%,2274000000.0,8.49%
PWR,34.8,广达公司,17.014,1.390327,2.020101,74706000.0_16.08%_2656000000.0_20.72%,38611000.0_-20.29%_2418000000.0_10.99%,115999999.99999999_30.80%_2479000000.0_17.86%,89849000.0_21.17%_2609000000.0_27.77%,74706000.0,16.08%,2656000000.0,20.72%,38611000.0,-20.29%,2418000000.0,10.99%,115999999.99999999,30.80%,2479000000.0,17.86%,89849000.0,21.17%,2609000000.0,27.77%
