code,name,open,latestPrice,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09,count,grow_radio_3,grow_radio_6,grow_self_3,grow_self_6,max_price,max_price_radio,price,price_week_3,vol_radio,volume_3,volume_6,week_3_rs,week_6_rs,year
VFH,Vanguard Financials ETF,70.23,70.26,8.650781,0.0,8.12181,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.00914981144160434,0.0033345867330527314,-0.6666666666666666,0.23666666666666933,75.13,0.06588579795021947,70.18,69.88333333333334,0.33554092545952746,2450960.6666666665,1835182.0,-0.006334262044421601,-0.005907506184124736,4
PML,太平洋投资管理市政收益基金2,12.75,12.74,27.695652000000006,1.071825,0.46,5123000.0_-78.72%_15546500.0_3.69%,5123000.0_-78.72%_15546500.0_3.69%,12535500.0_151.46%_15007500.0_2.60%,12535500.0_151.46%_15007500.0_2.60%,5123000.0,-78.72%,15546500.0,3.69%,5123000.0,-78.72%,15546500.0,3.69%,12535500.0,151.46%,15007500.0,2.60%,12535500.0,151.46%,15007500.0,2.60%,252,-0.008783170633644538,-0.00428849117406562,-0.11540000000000046,-0.05666666666666723,14.05,0.10150889679715312,12.6238,12.911266666666668,0.004255397606799725,635457.6666666666,632765.0,-0.006687723985831771,-0.013479952654757826,4
CRAK,Market Vectors Oil Refiners ETF,35.08,35.03,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,165,-0.008141188267274287,0.0011969259786200903,-0.29000000000000153,0.037499999999999055,35.57,0.02249086308687088,34.77,35.13,-0.4255044580009385,115895.66666666667,201734.66666666666,0.001506772074728346,-0.007293141802215931,3
RCS,RCS全球政府基金,9.58,9.53,23.050726,1.299985,0.413436,298500.0_-97.31%_9588500.0_5.86%,298500.0_-97.31%_9588500.0_5.86%,8587500.0_63.42%_9844500.0_20.38%,8587500.0_63.42%_9844500.0_20.38%,298500.0,-97.31%,9588500.0,5.86%,298500.0,-97.31%,9588500.0,5.86%,8587500.0,63.42%,9844500.0,20.38%,8587500.0,63.42%,9844500.0,20.38%,252,0.009250526725083337,-0.020996142360368522,0.08333333333333333,-0.21000000000000027,10.77,0.11327762302692655,9.55,9.66,-0.29819679541915717,558888.0,796360.0,0.010567993255958289,-0.028903327828495026,4
FXO,First Trust Financials AlphaDEX,31.71,31.7,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.012371191741884857,-0.0013154462933999591,-0.40166666666666845,-0.04333333333333419,32.91,0.039957459738681186,31.595,31.751666666666665,3.3957440720900895,2027970.6666666667,461348.6666666667,-0.008053620319628755,-0.01074818285026107,4
L,洛斯公司,50.84,50.72,14.442444,0.847476,3.511871,248000000.0_-10.79%_3590000000.0_6.88%,380000000.0_-2.81%_3581000000.0_8.52%,530999999.99999994_28.88%_3554999999.9999995_6.50%,212000000.0_-46.06%_3521000000.0_7.12%,248000000.0,-10.79%,3590000000.0,6.88%,380000000.0,-2.81%,3581000000.0,8.52%,531000000.0,28.88%,3554999999.999999,6.50%,212000000.0,-46.06%,3521000000.0,7.12%,252,-0.009418714389846861,0.0071581044359449045,-0.4900000000000044,0.35999999999999704,53.46,0.05705200149644602,50.41,50.19,-0.2105147664913469,5424255.666666667,6870623.333333333,-0.004735322082581202,-0.00029377020141061844,4
EVF,Eaton Vance Senior Income Trust,6.35,6.34,451.213448,8.825751,0.014051,-3092000.0_-166.92%_-4274300.0_-181.94%,-3092000.0_-166.92%_-4274300.0_-181.94%,3897300.0_-65.61%_5363700.0_-4.45%,3897300.0_-65.61%_5363700.0_-4.45%,-3092000.0,-166.92%,-4274300.0,-181.94%,-3092000.0,-166.92%,-4274300.0,-181.94%,3897300.0,-65.61%,5363700.0,-4.45%,3897300.0,-65.61%,5363700.0,-4.45%,252,-0.011349268081666919,-0.0010161831906890092,-0.07313333333333312,-0.006666666666666821,7.11,0.11383966244725739,6.3006,6.376866666666667,0.05377889740360058,438384.6666666667,416012.0,-0.0054049590585456666,-0.009422731821649396,4
JHMT,John Hancock Multifactor Technology ETF,45.73,45.5569,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,159,-0.01692221728030306,-0.0007942706677185792,-0.7974333333333329,-0.04680000000000225,48.17,0.06555947685281298,45.012,46.38066666666666,-0.6159037204714631,36085.333333333336,93948.66666666667,-0.01387281905418415,-0.01432045773846942,3
RMT,RMT信托,9.49,9.47,6.080667,0.8873639999999999,1.557395,0_0_0_0,0_0_0_0,20287800.0_-17.04%_1640600.0_14.22%,20287800.0_-17.04%_1640600.0_14.22%,0.0,0,0.0,0,0.0,0,0.0,0,20287800.0,-17.04%,1640600.0,14.22%,20287800.0,-17.04%,1640600.0,14.22%,252,-0.02970739627574613,-0.014547932362358199,-0.30003333333333276,-0.15333333333333302,13.0,0.2807769230769231,9.3499,9.719966666666666,-0.10365100434268879,467299.0,521336.0,-0.02664236111345543,-0.022535774027709565,4
JKH,iShares Morningstar Mid Growth I,224.47,224.01,7.362475999999999,1.166995,30.425905,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.022267849504331305,-0.001227347118892894,-5.16913333333333,-0.30083333333333445,237.3861,0.07276121053423097,220.1136,227.5942,0.21812507699256764,29665.0,24353.0,-0.017459677472151644,-0.012427463019272325,4
QARP,Xtrackers Russell 1000 US QARP ETF,27.0186,26.96,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,28,-0.008020661551789363,0.003414643887892012,-0.22073333333333167,0.09293333333333346,27.57,0.02212549873050415,26.96,27.107033333333334,-0.8469208129526937,22001.0,143723.0,-0.0035147184838660215,-0.006743483601969611,0
TLTD,Flexshares Morningstar Developed,63.12,63.4808,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.015243871960118588,0.00706209992604256,-0.9947666666666706,0.4555999999999993,73.66,0.14742058104805858,62.801,64.02516666666666,-0.41198033557764235,91701.66666666667,155950.0,-0.013311740686451216,-0.0033305428370485873,4
EWD,瑞典ETF-iShares MSCI,31.07,31.33,9.185741,0.50435,3.410721,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.01881492782273306,0.0070811044322845,-0.6133333333333333,0.23000000000000043,37.26,0.1704240472356414,30.91,31.796666666666667,0.040866104251552494,1139254.6666666667,1094525.6666666667,-0.019588892138323998,0.0041131510496573145,4
VYM,Vanguard High Dividend Yield ETF,87.86,87.7,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.00830899235055878,0.005370978284017645,-0.7408333333333369,0.4733333333333339,90.91,0.03973710262897368,87.2975,87.3125,-0.09295019801764248,2425836.6666666665,2674425.0,-0.003691418321428727,-0.002621780912499953,4
SPYD,SPDR S&P 500 High Dividend ETF,37.7,37.57,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,156,-0.005994685387630229,-0.0018970301139148524,-0.22833333333333172,-0.07333333333333296,38.74,0.0330407847186371,37.46,37.458333333333336,-0.18239482390813833,686422.3333333334,839552.3333333334,-0.0018731632034852319,-0.010963450505233889,3
SPYV,SPDR S&P 500 Value ETF,31.34,31.29,10.387691,2.636373,3.012219,0_0_0_0,0_0_0_0,19555100.0_49.47%_2512600.0_43.14%,19555100.0_49.47%_2512600.0_43.14%,0.0,0,0.0,0,0.0,0,0.0,0,19555100.0,49.47%,2512600.0,43.14%,19555100.0,49.47%,2512600.0,43.14%,252,-0.006543082551466074,0.005623659049644021,-0.2066666666666658,0.17666666666666586,32.54,0.04333128457283344,31.13,31.153333333333332,1.8072908110639265,5371609.666666667,1913449.6666666667,-0.003932680398254443,-0.002924778763431541,4
CGW,Guggenheim S&P Global Water Index ETF,34.29,34.36,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.011497519872355816,0.0032216046546543285,-0.4025999999999996,0.1133333333333321,36.4,0.06318681318681311,34.1,34.51073333333333,-0.25232665216794997,127201.66666666667,170130.0,-0.008858279502591836,-0.008110427874870263,4
FGB,First Trust Specialty Finance,6.2726,6.24,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.013997843895093287,0.0075460145802282745,-0.08993333333333335,0.046666666666666856,8.86,0.2990970654627539,6.21,6.260066666666667,-0.267666457133627,125434.33333333333,171280.33333333334,-0.005039289760638656,-0.006190440039850448,4
FXI,中国大盘股ETF-iShares,40.42,40.52,40.159329,1.163347,1.008981,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.017259501484906178,0.009561182968177769,-0.7399999999999997,0.37999999999999784,54.0,0.2581481481481481,40.06,41.25666666666667,-0.3034407222041909,109363608.66666667,157005458.33333334,-0.020205159740650184,-0.0036979065559164166,4
EFF,Eaton vance Floating-Rate Income,15.62,15.57,0.0,0.0,-0.09,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.008085422093764788,-0.0043524843839356404,-0.1278666666666659,-0.07000000000000028,18.4,0.15617391304347816,15.5264,15.662133333333335,-0.13514127103389756,106665.33333333333,123332.66666666667,-0.0029405224732655592,-0.013276697353815101,4
BSJP,Claymore Exchange-Traded Fund Trust ETF,24.11,24.0826,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,55,-0.00401868932154454,0.000555602601828732,-0.09750000000000132,0.013466666666667257,25.23,0.0481093935790725,24.0162,24.162499999999998,0.4875268173427131,39752.666666666664,26724.0,-0.0014390914077122266,-0.008769863904843021,1
HECO,Huntington EcoLogical Strategy E,43.64,43.54,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.008803272152604048,0.004970317339430419,-0.38666666666666555,0.2179000000000002,44.34,0.03382949932341001,42.84,43.580000000000005,-0.9115641289758717,47220.333333333336,533950.0,-0.007477978157717145,-0.006821858327921578,4
TEO,阿根廷电信,18.6,18.65,45.487805,0.150788,0.41,-8353000000.0_-599.28%_33481000000.0_111.36%,3481000000.0_83.99%_30698000000.0_108.23%,1339000000.0_55.22%_11174000000.0_34.09%,2055999999.9999998_77.97%_16741000000.0_109.40%,-8353000000.0,-599.28%,33481000000.0,111.36%,3481000000.0,83.99%,30698000000.0,108.23%,1339000000.0,55.22%,11174000000.0,34.09%,2056000000.0,77.97%,16741000000.0,109.40%,252,-0.02308480871180198,0.07672662447743443,-0.48666666666666697,1.3000000000000007,38.77,0.5199896827443901,18.61,18.123333333333335,-0.5277090934990611,981395.0,2077946.0,-0.011713335728088433,0.05071803756922111,4
UYG,两倍做多金融股ETF-ProShares,43.49,43.51,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.023177974494249524,0.006684205058643641,-1.0566666666666649,0.3000000000000019,47.6967,0.09553491122027309,43.14,43.23,0.36701119851981356,276815.6666666667,202497.0,-0.01755977436516783,-0.0035160363627550744,4
NMS,Nuveen Minnesota Municipal Income Fund,12.32,12.39,247.799996,0.0,0.05,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,210,-0.01108034843892485,-0.011043150147910885,-0.1416666666666669,-0.14719999999999978,17.69,0.29960429621254947,12.39,12.583333333333334,0.036396540050747654,54596.333333333336,52679.0,-0.011734885973997938,-0.018493241322549273,4
YCS,日元ETF-ProShares两倍做空,77.8067,77.26,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,0.004086600643974327,0.008731128160092284,0.310000000000007,0.6558999999999978,97.29,0.20587932983862678,77.26,77.91000000000001,0.24722847581381185,34163.666666666664,27391.666666666668,0.006552732655340905,-0.00036438360303818994,4
AMID,American Midstream Partners LP,6.24,6.18,0.0,1.870711,-4.2221199999999985,-17274000.0_37.64%_221000000.0_36.30%,-13838000.0_52.09%_206000000.0_25.73%,"-128000000.0_-3,135.68%_168000000.0_-4.54%",56502000.0_824.57%_163000000.0_2.07%,-17274000.0,37.64%,221000000.0,36.30%,-13838000.0,52.09%,206000000.0,25.73%,-128000000.0,"-3,135.68%",168000000.0,-4.54%,56502000.0,824.57%,163000000.0,2.07%,252,0.008351022736922153,-0.005420054200542034,0.048333333333333485,-0.03333333333333351,30.3,0.7962046204620462,6.175,6.251666666666666,1.1421869511394944,1939289.0,905284.6666666666,0.01119116512035413,-0.017989362546370305,4
LTSL,Ladenburg Thalmann Financial Services Inc.,23.532,23.7131,0.0,0.0,-0.045109,9310000.0_602.64%_356000000.0_14.34%,5464000.0_248.52%_328000000.0_13.01%,6634000.0_968.28%_340000000.0_15.90%,3402000.0_145.27%_322000000.0_17.76%,9310000.0,602.64%,356000000.0,14.34%,5464000.0,248.52%,328000000.0,13.01%,6634000.0,968.28%,340000000.0,15.90%,3402000.0,145.27%,322000000.0,17.76%,46,0.0063986088038577105,-0.01285946399188168,0.1476666666666683,-0.3141666666666663,25.01,0.05185525789684129,23.7131,23.707666666666668,-0.8347366602738149,24874.666666666668,150515.33333333334,0.010782521755290361,-0.022916714575948918,0
PWB,PowerShares Exchange Traded Fund,47.29,47.2166,5.794025,1.160285,8.149188,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.011870750464709897,0.002027926723045279,-0.5699666666666658,0.09666666666666875,48.34,0.03495862639635915,46.6501,47.460033333333335,0.1084291390328283,195654.0,176514.66666666666,-0.007863055253670585,-0.0073172808088868835,4
FAM,FAM基金,9.26,9.23,0.0,0.800046,-0.400976,-6193099.999999999_-162.63%_3366800.0_-23.72%,-6193099.999999999_-162.63%_3366800.0_-23.72%,3596700.0_254.73%_3549100.0000000005_-17.89%,3596700.0_254.73%_3549100.0000000005_-17.89%,-6193099.999999999,-162.63%,3366800.0,-23.72%,-6193099.999999999,-162.63%,3366800.0,-23.72%,3596700.0,254.73%,3549100.0000000005,-17.89%,3596700.0,254.73%,3549100.0000000005,-17.89%,252,-0.008052063842564834,0.00039233269917846383,-0.07666666666666681,0.0033333333333338544,14.71,0.3725356900067981,9.23,9.373333333333333,-0.1894815141568388,124944.66666666667,154154.0,-0.008294343432265518,-0.011893470402534023,4
KNOP,KNOT Offshore Partners LP Common,21.62,21.53,8.252758,1.098768,2.608825,21681000.0_28.18%_69315000.0_32.97%,30724000.0_168.82%_68043000.0_55.20%,18641000.0_-4.42%_59838000.0_32.99%,21079000.0_8.90%_58217000.0_33.57%,21681000.0,28.18%,69315000.0,32.97%,30724000.0,168.82%,68043000.0,55.20%,18641000.0,-4.42%,59838000.0,32.99%,21079000.0,8.90%,58217000.0,33.57%,252,-0.004343337207115946,-0.005892879151300289,-0.0953333333333326,-0.13333333333333405,28.9,0.25349480968858124,21.574,21.604666666666663,-0.5716106955302735,256388.0,598493.0,0.0027424207708036078,-0.008210831867931739,4
SCHE,Schwab Emerging Markets Equity E,24.48,24.6,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.0184109261892646,0.008958198840602163,-0.47213333333333435,0.21999999999999886,31.08,0.21963963963963964,24.2536,24.847866666666665,-0.16312365196193385,5650670.0,6752096.666666667,-0.017362343570394064,-0.009566488810351674,4
GIM,GIM环球基金,6.17,6.14,0.0,0.8740600000000001,-0.113571,-4926100.0_-130.54%_13754300.0_0.59%,-4926100.0_-130.54%_13754300.0_0.59%,-2691300.0_0_14012500.0_0,-2691300.0_-114.09%_14012500.0_23.79%,-4926100.0,-130.54%,13754300.0,0.59%,-4926100.0,-130.54%,13754300.0,0.59%,-2691300.0,0,14012500.0,0,-2691300.0,-114.09%,14012500.0,23.79%,252,0.006603788873223465,0.0011240403436351672,0.040000000000000036,0.006666666666666525,8.21,0.2533495736906213,6.13,6.1433333333333335,-0.050294350331165055,1414528.0,1489438.3333333333,0.009450428838114104,-0.007724277222884337,4
AQ,Aquantia Corp,12.25,12.26,141.500174,4.466742,0.086643,-833000.0_37.46%_30432000.0_20.93%,-1368000.0_32.44%_28358000.0_19.94%,-1055000.0_-842.96%_27846000.0_22.31%,"-1005000.0_-1,242.05%_26718000.0_18.57%",-833000.0,37.46%,30432000.0,20.93%,-1368000.0,32.44%,28358000.0,19.94%,-1055000.0,-842.96%,27846000.0,22.31%,-1005000.0,"-1,242.05%",26718000.0,18.57%,50,-0.031021189458689525,0.014727213469068648,-0.3916666666666675,0.16999999999999993,17.33,0.3182342758222735,11.815,12.288333333333332,-0.4047922381323871,756856.6666666666,1271584.0,-0.028648763121243162,0.0025589936254826195,0
ARDC,Ares Dynamic Credit Allocation,15.38,15.3,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.013669769883600198,-0.00524273231266878,-0.2133333333333335,-0.08333333333333333,18.605,0.18301531846277888,15.2,15.36,0.21092672956351818,538730.0,444890.6666666667,-0.008081252986653364,-0.010763711647626148,4
FYLD,Cambria Foreign Shareholder Yield ETF,24.32,24.45,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.017958072561317057,0.01337200720891646,-0.4625999999999995,0.3338666666666678,27.81,0.12081984897518877,24.45,24.8096,0.11384041476985335,129187.66666666667,115984.0,-0.01495906641706011,-0.001957325308941816,4
VIOO,Vanguard S&P Small-Cap 600 Etf,152.94,152.71,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.020494678633097865,-0.008540116161165094,-3.2658333333333283,-1.3999999999999961,164.63,0.07852457024843594,151.7025,154.85416666666666,0.1197710697323185,150261.33333333334,134189.33333333334,-0.01606357371452635,-0.016869258829956827,4
EFAD,ProShares MSCI EAFE Dividend Growers ETF,36.51,36.7397,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,217,-0.012655106524822211,-0.0008712163835584366,-0.48383333333333195,-0.03446666666666687,40.49,0.09459125710051877,36.66,37.352833333333336,0.30047648057090653,79696.66666666667,61282.666666666664,-0.011396464766383231,-0.01205496539714099,4
REG,Regency Centers Corp,64.29,64.05,40.759781,1.662407,1.571402,48589000.0_-3.16%_291000000.0_7.17%,53465000.0_358.10%_287000000.0_39.70%,85941000.0_39.38%_268000000.00000003_85.31%,63582000.0_472.09%_274000000.0_56.41%,48589000.0,-3.16%,291000000.0,7.17%,53465000.0,358.10%,287000000.0,39.70%,85941000.0,39.38%,268000000.00000003,85.31%,63582000.0,472.09%,274000000.0,56.41%,252,-0.009875101738366962,-0.00562886724683876,-0.6433333333333261,-0.37333333333333013,84.93,0.25161898033674795,63.56,63.78666666666667,-0.4024607750848934,4046899.3333333335,6772608.666666667,-0.0053325110328051074,-0.013235457113512927,4
ATH,Athene Holding Ltd,52.01,51.84,8.036775,1.217907,6.450349,264000000.0_-19.02%_1797000000.0_1.93%,268000000.00000003_-30.21%_1011000000.0_-37.55%,463999999.99999994_27.47%_3872000000.0_263.23%,274000000.0_117.46%_1473000000.0_15.80%,264000000.0,-19.02%,1797000000.0,1.93%,268000000.00000003,-30.21%,1011000000.0,-37.55%,464000000.0,27.47%,3872000000.0,263.23%,274000000.0,117.46%,1473000000.0,15.80%,97,-0.011066889534807405,0.02200781065642815,-0.5900000000000011,1.1099999999999994,54.58,0.05056797361670938,51.82,51.81333333333333,-0.14464680743324035,3963902.0,4634228.333333333,-0.005738348280213996,0.014696835032036018,1
T,美国电话电报,33.69,33.5,6.511353,1.329528,5.14486,5248000000.0_30.74%_38986000000.0_-2.14%,4759000000.0_33.16%_38038000000.0_-3.37%,19136000000.0_660.87%_41676000000.0_-0.39%,3123000000.0_-8.63%_39668000000.0_-2.99%,5248000000.0,30.74%,38986000000.0,-2.14%,4759000000.0,33.16%,38038000000.0,-3.37%,19136000000.0,660.87%,41676000000.0,-0.39%,3123000000.0,-8.63%,39668000000.0,-2.99%,252,-0.005652001734196076,0.01898262957148858,-0.1949333333333314,0.6133333333333321,43.47,0.2232528180354267,33.7652,33.7784,-0.3298070370591112,115810295.0,172801419.0,0.0037959607565085656,0.009075879751666025,4
CMG,墨式烧烤,448.95,447.09,73.67955699999997,8.930226,6.068033,46884000.0_-29.74%_1267000000.0_8.30%,59446000.0_28.89%_1148000000.0_7.44%,43793000.0_174.13%_1110000000.0_7.30%,19610000.0_151.44%_1128000000.0_8.78%,46884000.0,-29.74%,1267000000.0,8.30%,59446000.0,28.89%,1148000000.0,7.44%,43793000.0,174.13%,1110000000.0,7.30%,19610000.0,151.44%,1128000000.0,8.78%,252,-0.011552689384681137,-0.0062921220099537946,-5.3110333333333415,-3.2099999999999986,749.12,0.4114201997009825,440.9169,448.26563333333337,0.015429682494530278,2918811.6666666665,2874459.6666666665,-0.015307824115936635,-0.01495560446108353,4
IVR,景顺抵押资本,15.19,15.16,5.493496,0.8797530000000001,2.759627,92277000.0_73.39%_104000000.0_61.39%,53249000.0_-43.37%_65252000.0_-40.48%,142000000.0_-49.05%_155000000.0_-46.73%,63489000.0_-53.54%_76087000.0_-47.60%,92277000.0,73.39%,104000000.0,61.39%,53249000.0,-43.37%,65252000.0,-40.48%,142000000.0,-49.05%,155000000.0,-46.73%,63489000.0,-53.54%,76087000.0,-47.60%,252,-0.013879137151243913,0.0019289921874431747,-0.22166666666666698,0.029999999999999954,18.64,0.18213519313304727,15.245,15.394999999999998,0.02690103674074641,3675349.6666666665,3579069.0,-0.0183017466824222,-0.008070372781344882,4
INSI,Insight Select Income Fund,18.21,18.15,21.516084,0.8830120000000001,0.8435549999999999,0_0_0_0,"-684500.0_-11,254.89%_2700899.9999999995_-1.32%","-684500.0_-11,254.89%_2700899.9999999995_-1.32%",5201700.0_-33.20%_2804300.0_0.66%,0.0,0,0.0,0,-684500.0,"-11,254.89%",2700899.9999999995,-1.32%,-684500.0,"-11,254.89%",2700899.9999999995,-1.32%,5201700.0,-33.20%,2804300.0,0.66%,94,-0.019374129566234945,-0.006233468339532685,-0.35666666666666674,-0.11666666666666714,20.7,0.1502415458937198,17.59,18.14,-0.06450155631785631,62814.666666666664,67145.66666666667,-0.013887146446974077,-0.015598536705799866,1
IID,ING International High Dividend,6.14,6.05,0.0,0.0,-1.42,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.024847054871669622,-0.004047271608732691,-0.15666666666666687,-0.02666666666666669,9.9,0.39696969696969703,5.97,6.146666666666666,0.6085399492960442,168138.0,104528.33333333333,-0.021943424394252353,-0.01486848670812523,4
FTAI,Fortress Transportation and Infrastructure Investors LLC,18.13,18.12,219.977656,1.459434,0.082372,-6449000.0_-11.02%_71979000.0_40.60%,-9333000.0_-1.31%_68844000.0_54.11%,-6548000.0_-12.53%_61430000.0_45.07%,-1671000.0_70.40%_60362000.0_44.66%,-6449000.0,-11.02%,71979000.0,40.60%,-9333000.0,-1.31%,68844000.0,54.11%,-6548000.0,-12.53%,61430000.0,45.07%,-1671000.0,70.40%,60362000.0,44.66%,179,-0.01654582176004183,0.009877574228868107,-0.30666666666666725,0.17666666666666705,20.0,0.10800000000000001,17.84,18.046666666666667,-0.282894155063414,308152.3333333333,429716.6666666667,-0.01299638125178979,0.002811647442360314,3
IHY,Market Vectors International Hig,24.06,24.09,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.0015085223049748264,0.0016763500393342434,-0.03666666666666648,0.040599999999998936,28.11,0.1405193881181074,24.16,24.23,-0.6683879779324314,100842.0,304096.3333333333,0.001309702980441501,-0.0073110469793460295,4
XKII,SPDR Kensho Intelligent Structures ETF,29.18,29.1528,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,42,-0.015568022240465482,0.003580080550994848,-0.4777666666666652,0.11186666666666767,31.54,0.08053265694356371,29.0,29.984233333333332,-0.5790690160797276,5645.666666666667,13412.333333333334,-0.02367557667843641,-0.006611511976883249,0
DBAW,Deutsche X-trackers MSCI All World ex U.S. Hedged Equity ETF,26.92,26.98,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,237,-0.011419826372040691,0.002297913749146637,-0.3157000000000008,0.06003333333333316,28.94,0.07878714581893576,26.6599,27.17663333333333,0.34710868022212016,107548.66666666667,79836.66666666667,-0.01004068709825121,-0.007757107771650437,4
ASHR,德银沪深300指数ETF,24.0,23.98,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.00896077316092931,0.00882627999607565,-0.22666666666666657,0.19666666666666663,55.17,0.5686061265180352,23.8,24.563333333333333,-0.10390103340086147,7759999.0,8659756.666666666,-0.01613954022151639,-0.001636757181009002,4
