code,name,pe,pb,eps,count,end,max,mean,min,price_end,price_middle,price_start,start,,std,volume_end,volume_start,,year
PETZ,天地荟食品,191.170107,2.24007,0.013862,13,2.55,16.8,6.144853846,2.47,3.39792,4.5075,11.215875,6.75,-4.2,4.716800523,1330388.714,3903249.667,-66%,1
KMI,金德尔摩根,0,1.200445,-0.183458,92,17.4,42.95,28.83108696,14.92,19.02096774,34.19387097,33.42666667,31.7,,8.644913318,325815474.9,95247441.3,,7
RYB,红黄蓝,130.225406,5.458506,0.14951,13,19.9,28.5,19.68153846,16.51,19.386,17.5975,22.135,24.12,-4.22,3.568703887,3171550.571,16649855.17,,1
APTS,Preferred Apartment Communities,0,0.510474,-2.075436,90,17.19,21.26,11.13938889,5.7,15.639,9.837166667,7.942,9.9,,3.720466159,5132459.933,762526.6667,,7
NXJ,Nuveen New Jersey Dividend Advan,15.262797,0.852757,0.857641,211,13.1,16.53,13.97594787,9.06,13.66359155,13.37657143,14.89214286,15,,1.264966328,870934.3868,188913.3333,,17
INSP,Inspire Medical Systems,0,11.025092,-12.330474,5,57.4266,57.4266,44.57532,30,56.2083,40.23,30,24.1452,,11.89111351,2489413.333,6688896,,0
IBMI,iShares iBonds Sep 2020 AMT-Free Muni Bond ETF,0,0,0,50,25.35,26.0425,25.52316,25.1696,25.48051765,25.69877647,25.381875,25.13,,0.236100237,751360.24,325222.76,,4
FWDB,Madrona Forward Global Bond ETF,0,0,0,88,25.51,26.72,25.5925125,24.25,25.66403333,25.40879655,25.70224138,25.1,,0.536852167,49149.15909,89888.63636,,7
CPK,切萨皮克气业,20.841723,2.719623,4.04717,252,86.4,86.4,28.83418651,10.705,52.08255952,21.37083333,13.04916667,12.335,,19.85350433,988488.381,312528.5714,,21
TSLF,THL Credit Senior Loan Fund Comm,0,0,0,61,16.8,20.2,17.28880984,14.35,17.44764286,16.230345,18.1805,20,,1.121119699,590724.2581,580420.7333,,5
DIS,迪士尼,14.028332,3.611939,7.978853,252,109.87,120,47.50390198,14.94,85.12845238,30.43392857,26.949325,26.6417,,30.65848533,186375907.7,161583919.8,,21
MDT,美敦力,40.892853,2.571632,2.336594,252,95.42,96.41,51.52232143,21.75,66.51095238,45.30714286,42.74886905,23.5,,16.09616334,113733042,89051745.24,,21
REI,Ring Energy Inc.,81.664412,1.616539,0.1478,61,11.2476,19.36,12.03479672,4.18,13.09512381,9.054,13.90225,15.5,-4.2524,3.182677519,8901742.258,1893761.333,,5
PJC,派杰,0,1.72591,-6.393646,177,75.5,92.3,45.36022599,17.93,56.06576271,32.91288136,47.1020339,43.55,,15.3312601,2412971.82,4905042.045,,14
ZMLP,Direxion Zacks MLP High Income ETF,0,0,0,57,15.9868,43.41,24.12986316,13.96,16.30499474,19.01722632,37.06736842,39.94,,9.881924509,507156.2759,606220.1429,,4
NXC,Nuveen California Select Tax-Fre,21.167202,0.931011,0.660503,252,14.03,17.13,14.30308413,11.75,15.05210952,13.50059524,14.35654762,14.81,,1.011555621,231555.1429,151761.1111,,21
DG,美国达乐公司,18.046989,4.633966,5.984932,107,110.34,110.34,59.62261682,22.43,82.77611111,60.17861111,35.23571429,22,,22.11126607,66536411.02,49424030.19,,8
AL,航空租赁公司,5.980054,1.104518,7.698927,90,45.68,48.62,32.403,19.2,38.584,34.521,24.104,28.06,,7.57913642,16301835.64,9919562.222,,7
TDOC,Teladoc Inc,0,7.532162,-2.12849,39,78.4,78.4,29.99051282,9.6,47.97692308,23.90307692,18.09153846,29.9,,16.68994654,21192968.45,10182788,,3
DCUD,Dominion Resources Inc,10.398796,1.645788,4.55245,26,47.12,52.89,49.59961538,44.05,47.13333333,51.32777778,50.43,51.4,-4.28,2.217197295,2520420.308,3449166.231,,2
GDOT,Green Dot,35.073266,5.136065,2.442316,99,85.42,85.67,31.45292929,10.19,43.36787879,19.4769697,31.51393939,43.15,,18.14500017,8172524.74,8360904.082,,8
VDC,Vanguard Consumer Staples ETF,9.601365,0,14.65,177,139.56,148.54,89.56949153,49.65,130.1838983,78.02813559,60.49644068,50.67,,31.77949277,1953548.056,952852.2727,,14
PER,Sandridge Permian Trust,5.646352,1.104825,0.451619,86,2.575,24.25,9.510348837,1.9,2.704137931,7.917241379,18.20964286,18,-15.425,7.047992655,5036862.744,7206802.326,-2169939.581,7
FRA,FRA基金,21.0085,0.920735,0.656877,180,13.72,20.01,15.21194444,8.74,13.91216667,13.98116667,17.7425,20,,2.389471108,2493508.967,1547300,,15
UNP,联合太平洋,10.487775,5.576388,14.314762,252,151.47,151.47,45.5503373,9.3,93.54797619,29.6389881,13.46404762,15.785,,38.18882806,115923318.7,103928758.7,,21
UGI,UGI Corp,13.53377,2.552206,4.025486,252,54.26,54.26,19.91588214,3.7083,35.45690476,17.3416369,6.949104762,6.195,,13.46524751,17549058.92,10537623.77,,21
NAC,NAC股息基金,21.078835,0.885015,0.637132,233,13.45,16.95,14.22914163,9.58,14.69128205,13.62192308,14.3761039,15,,1.345662618,2384278.154,605044.8276,,19
NEXA,Nexa Resources S.A.,14.847439,0.660541,0.800138,12,12.15,20.7,16.3725,11.77,12.345,17.8025,18.97,16.5,-4.35,3.302214477,3983632.667,5872343.5,,1
SZK,ProShares UltraShort Consumer Go,0,0,0,140,15.1314,396.28,107.9020743,13.25,19.22937021,62.46276596,244.9295652,273.56,,107.1544572,65010.42857,70560,,11
MCA,黑岩加州基金,17.327044,0.865772,0.771049,252,13.26,17.09,14.1125254,9.11,15.00971905,13.17488095,14.15297619,15.19,,1.351977382,1430195.532,722434.9206,,21
NGG,National Grid PLC,7.376532,7.816017,7.198505,158,52.57,92.1927,64.74627722,40.1782,69.75950189,57.91142264,66.60293846,50.9236,,11.96690023,9188416.025,4233536.392,,13
TANH,Tantech Holdings,11.237581,0.46409,0.145049,43,1.6,31.09,5.496693023,1.48,2.61486,2.556064286,11.525,6,-4.4,6.431409992,9133442.682,1908717.667,379%,3
RAVI,FlexShares Ready Access Variable,0,0,0,72,75.375,75.77,75.42937917,74.99,75.48592083,75.44284167,75.359375,75.07,,0.18777755,277255.8611,130724.3611,,6
NEA,Nuveen AMT-Free Municipal Inco,23.966903,0.88878,0.539494,191,12.95,15.91,13.91460733,10.4,13.43710938,13.89648438,14.41809524,15,,0.975758802,4574762.292,601642.1053,,15
AFC,联合资本,0,0,-1.17,138,25.75,25.9,22.27149058,5.65,25.56447174,24.36456522,16.88543478,25.1,,5.029307627,260449.7681,519562.3188,,11
AIF,Apollo Tactical Income Fund Inc.,64.708335,0,0.24,68,15.56,20.01,16.22713235,12.93,15.87173913,15.00434783,17.87704545,20,-4.44,1.452675174,1278660.794,1211573.853,,5
NQP,Nuveen Pennsylvania Investment Q,20.945663,0.870594,0.611105,252,12.83,18.06,14.2702381,9.2,13.9825,13.36559524,15.46261905,16.88,,1.503287216,785003.5317,306742.8571,,21
ADNT,Adient PLC,310.38489,1.103927,0.14627,24,42.37,84.36,63.06333333,42.37,52.35375,73.955,62.88125,47,-4.63,12.27926802,21695695.17,22233136.33,,2
TAHO,Tahoe Resources Inc,9.071429,0.450421,0.42,77,2.77,26.45,12.74090909,2.77,6.826153846,13.77653846,17.8152,18.28,-15.51,5.997159236,49619413.38,3627007.895,45992405.49,6
BZH,贝哲房屋,0,0.699249,-2.254986,252,12.84,364.2,71.37904603,2.45,15.51809524,113.2170631,85.40197976,32.9167,,84.17601737,13438273.71,4637966.667,,21
WLKP,Westlake Chemical Partners LP,11.785737,1.791255,2.172117,51,25.55,30.37,23.52215686,15.58,23.92352941,21.90411765,24.73882353,30.28,-4.73,3.480447853,1125907.269,2404856.48,,4
MMU,Western Asset Managed Municipals,45.500361,0.935283,0.2778,252,12.86,15.46,11.91065119,8.65,13.79754881,11.2822619,10.65214286,11.94,,1.593839025,1691651.325,1214219.841,,21
NAN,Nuveen New York Dividend Advanta,26.172215,0.856472,0.478752,233,12.56,16.66,14.13649399,9.41,13.98811667,13.83333333,14.5938961,15,,1.293460489,618255.8034,264961.2069,,19
PVI,PowerShares VRDO Tax-Free Weekly,0,0,0,131,24.92,25.1,24.96998168,24.84,24.91619545,24.98272727,25.01197674,25.03,,0.047348779,558816.8485,3904090.769,,10
COF,第一资本,15.594572,1.044302,6.37786,252,100.67,103.96,59.70230159,12.05,74.09011905,56.64738095,48.36940476,15.23,,20.11218982,102059073.5,54303906.35,,21
MHN,黑岩综合债务基金,21.703687,0.8567,0.568567,252,12.3527,16.92,13.84905833,8.65,14.1569369,13.44857143,13.94166667,15,,1.297968201,1210448.952,777783.3333,,21
NRK,Nuveen New York AMT-Free Munic,28.982048,0.866649,0.41888,191,12.1546,15.78,13.53727539,10.22,12.91663437,13.68054688,14.02222222,15,,0.947266817,2174044.073,114306.3158,,15
FWP,Forward Pharma A/S,0.144059,1.473185,19.436525,48,3.34,38.05,17.64059792,1.96,7.2,20.37460625,25.3471875,18.99,-15.65,9.94804492,1450514.75,1132496.333,28%,4
FLCO,Franklin Templeton ETF,0,0,0,24,23.66,24.82,24.28181667,23.57,23.7504125,24.75925,24.3357875,25.08,,0.449759373,118874.6667,276501.0833,,2
UFAB,"Unique Fabricating, Inc.",13.657162,1.609089,0.618723,39,7.7,14.6,10.63192308,7.35,8.29,11.47615385,12.12961538,12.5,-4.8,2.185502958,384546.2,339102.2632,13%,3
PGHY,PowerShares Global Short Term High Yield Bond Portfolio,0,0,0,64,23.31,25.18,24.02776875,22.54,24.01433182,23.55985238,24.5097619,24.46,,0.66585833,1191770.125,231479.7813,,5
CSV,Carriage Services Inc,10.115743,1.853286,2.295432,252,22.42,28.64,11.31123016,1.5,19.88761905,5.394642857,8.651428571,17.56,,8.526324065,1466239.952,976442.0635,,21
CHT,中华电信,21.107204,0.750256,1.6492,119,34.865,38.86,31.17436975,22.475,33.977625,31.09075,28.385,25.66,,3.582092026,3480211.683,12481969.49,,9
EVLV,EVINE Live Inc.,144.17212,1.043771,0.009017,47,1.28,6.71,2.231257447,0.5091,1.1965625,1.52588125,4.087333333,6.23,-4.95,1.764870808,5878948.167,5756894.435,2%,3
ARLO,Arlo Technologies Inc.,0,0,0,2,19.0375,19.73,19.38375,19.0375,19.0375,19.73,,18.5,,0.489671446,1186269,26897516,,0
SJB,ProShares Short High Yield,0,0,0,91,22.7176,41.62,29.11947582,22.6802,24.16394516,28.18116667,35.1785,40.15,,5.042784188,2125453.63,988633.3333,,7
EIS,iShares MSCI Israel Capped Inves,0,0,0,127,55.77,60.52,48.07492205,30.18,50.27442093,44.97059524,48.92738095,49.92,,6.330517702,751201.0469,889228.5714,,10
RISE,Sit Rising Rate ETF,0,0,0,44,24.7896,24.98,23.686625,22.3372,24.06840667,23.09082667,23.91592857,25.05,,0.740033497,208454.6818,76578.68182,,3
FSTA,Fidelity MSCI COnsumer Staples I,0,0,0,60,32.4163,34.87,30.347455,24.68,32.63395,30.836165,27.57225,25.9,,2.539683185,1642276.733,1623452.867,,5
KSM,DWS市政债务基金,11.55079,0.884954,0.935001,252,10.88,15.82,12.39515317,7.79,13.25355476,12.10035714,11.83154762,13,,1.344184052,497112.254,264605.5556,,21
AEF,"Aberdeen Emerging Markets Equity Income Fund, Inc.",2.396566,6.620121,2.854084,252,6.6301,21.825,11.7978881,5.55,10.00729524,15.75160714,9.634761905,23.02,-16.3899,4.302742959,872240.1508,782065.0794,90175.07143,21
BBDC,Barings BDC Inc,0,0.887633,-0.120985,94,10.5801,30.2,20.61032021,9.49,15.75406562,24.41225806,21.82129032,19.63,,5.441654639,5807349.638,3745806.383,,7
BSCQ,Claymore Exchange-Traded Fund Trust Guggenheim BulletShares 2026 Corporate Bond ETF,0,0,0,25,18.85,20.23,19.360576,18.71,18.92351111,19.740625,19.472225,20.08,,0.433788603,312377.3846,251245.75,,2
JBR,Select Asset Inc CBTC Series 200,0,0,0,143,8.78,25.25,18.68892727,8.78,15.41597083,20.89541667,19.77808511,25,,4.150525495,65179.25,67587.32394,-2408.073944,11
NBL,诺贝尔能源,16.165377,1.382325,1.826125,252,28.7699,77.46,19.82393056,2.4613,39.61871905,15.3416381,4.511434524,5.6013,,17.61262064,106666048.2,84711292.06,,21
SOGO,搜狗,37.589707,3.454284,0.22852,11,7.97,12.3,9.651818182,7.97,9.21,8.795,11.38333333,13,-5.03,1.520064592,57943112.67,49874400.2,16%,0
ATGE,DeVry Education Group Inc,88.545453,1.918843,0.55,252,47.9,65.2,33.04095238,13.25,33.73297619,40.33190476,25.05797619,14.94,,12.63717861,16659047.39,8223549.206,,21
TAP,莫库酒业,9.298491,1.081075,7.316241,252,64.57,109.8,46.50386905,15.625,69.94404762,42.16767857,27.39988095,19.125,,21.80955136,29750719.22,17732041.27,,21
ITB,房屋建筑指数ETF-iShares Dow Jones,23.851124,0,1.59112,149,37.78,43.72,23.28181208,7.45,30.8534,17.5612,21.39306122,48.62,,9.758759063,71591343.12,13047218.92,,12
HYMB,SPDR Nuveen S&P High Yield Munic,0,0,0,90,56.54,59.8,55.91405556,49.92,56.96666667,56.066,54.7095,50.03,,2.483677603,1911305.111,900026.6667,,7
PRTY,Party City Holdco Inc.,7.859932,1.474736,1.933859,42,15.45,21.75,15.23761905,9.63,14.52142857,15.43357143,15.75785714,20.5,-5.05,2.483218613,13935257.1,10369281.33,,3
ACTA,Actua Corporation,0.56701,0.11656,1.94,49,1.1,18.8,11.45653061,1.1,8.270588235,11.45125,14.846875,17.88,-16.78,5.199016955,4549230.96,2369769.375,92%,4
AZO,汽车地带,15.46273,-14.959973,49.830788,252,779.02,813.97,258.9053968,22.02,579.0646429,147.0361905,50.61535714,30.25,,249.921732,9332209.222,17529259.52,,21
SOP,ProShares UltraShort Oil & Gas Exploration & Production,2.436364,0,6.6,40,16.08,43.82,19.1677325,10.3711,16.13428571,13.6273,27.97495385,21.16,-5.08,7.802896328,3128.65,43279.7,,3
LL,Lumber Liquidators控股,0,2.528114,-0.677042,131,17.62,114.19,33.05618321,8.35,21.75409091,58.65318182,18.42883721,10.25,,25.93213912,26296037.68,8210483.077,,10
LYL,龙运国际,137.769109,2.548086,0.01793,12,2.24,6.91,3.838916667,2.05,2.56,3.7475,5.20925,7.39,-5.15,1.315455501,317578.6667,1349684.333,-76%,1
RM,Regional Management Corp,12.001795,1.571081,2.870404,79,33.07,35.69,21.49848101,11.66,26.04666667,15.81307692,22.46076923,17,,6.590112074,1547120.45,1735241.026,,6
KS,KapStone造纸,10.968772,2.764023,3.127971,105,34.34,34.89,18.58347619,4.58,23.38485714,24.539,7.826571429,4.915,,9.592683413,20733718.15,10719869.23,,8
MBG,SPDR Barclays Mortgage Backed,0,0,0,117,25.28,27.93,26.90520684,25.28,26.43177436,27.24846154,27.03538462,26.13,,0.638840548,743950.1525,228884.4828,,9
SLTB,Scorpio Bulkers Inc,0,2.023132,-0.231567,49,25.1899,25.55,21.87717755,11.1,25.16954706,19.77621875,20.47999375,25,,3.883263173,123155.6,169722.3333,,4
INGR,Ingredion,14.133164,2.551113,7.202209,76,100.79,143.64,93.83973684,49.52,122.735,92.462,65.1664,47.26,,26.68785781,10018473.05,8832815.789,,6
CVIA,Covia Holdings Corp.,0.112357,0.95982,114.812103,4,10.75,18.56,14.6675,10.75,11.04,18.03,18.56,28,-17.25,4.200939379,7232938.5,7291846,,0
PXSV,PowerShares Exchange Traded Fund,18.107435,1.079194,1.848412,163,33.1716,33.29,19.65779018,8.32,27.01472364,16.58518519,15.23722222,15.11,,6.168181756,231375.3415,662383.9506,,13
CHKR,Chesapeake Granite Wash Trust,6.563919,3.115124,0.266609,83,1.7,27.79,8.987216867,1.25,2.088178571,7.033928571,18.16740741,19,-17.3,7.461200622,2609455.786,5709302.439,-3099846.653,6
JMPD,JMP Group LLC,0,0,-0.529381,11,25.364,25.3985,24.928,24.5,25.108125,24.727,24.95583333,24.55,,0.294308427,113548.5,375948.6,,0
ELC,Entergy Louisiana LLC,0,0.048,-1.28,26,24.27,25,23.95538462,21.13,24.24444444,24.41222222,23.11625,24.79,,1.09420375,460880.6154,1813075.769,,2
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,0,0,0,13,8.1708,10.041,9.122523077,8.1708,8.56816,9.1625,9.7755,10,,0.586472497,712966.5714,625426.8333,87539.7381,1
TPYP,Tortoise North American Pipeline Fund ETF,0,0,0,40,23.7941,25.03,22.3677025,17.3499,22.97254286,23.48789231,20.59614615,25.06,,1.942436888,766257.25,225327.65,,3
GFY,GFY基金,12.087378,0.888584,1.353478,168,16.41,20.1,16.31195,10.75,16.54852857,16.19803571,16.18928571,20,,1.687095539,330181.9167,475350,,14
ENFR,Alerian Energy Infrastructure ET,0,0,0,59,22.55,31.23,23.78282034,16.58,22.65777,21.11005,27.78052632,25,,3.417693246,246181.4,127138,,4
AMGP,Antero Resources Midstream Management Llc,89.706923,148.02209,0.204555,17,16.89,22.08,19.11058824,15.99,18.055,18.62166667,20.964,22.15,-5.26,1.823768319,10458481.89,13348907.63,,1
HFRO,Highland Floating Rate Opportunities Fund,0,0,0,11,15.73,16.03,15.78090909,15.37,15.78,15.96,15.54333333,15.5,,0.211587076,2232342.833,4482829.6,,0
CRD.A,Crawford & Company,29.863689,2.589037,0.285966,252,8.6,20.38,7.448511508,2.04,6.987677381,5.171785714,10.18607143,20.75,-12.15,3.61505328,685535.0159,241538.0952,443996.9206,21
NDRO,Enduro Royalty Trust,2.436415,1.285287,1.395493,83,3.7,21.56,8.884819277,2.37,3.466071429,6.529642857,16.94666667,21.75,-18.05,6.440855185,1809874.571,3126287.805,-1316413.233,6
MLPC,C-Tracks ETNs based on Performan,0,0,0,61,15.15,31.12,19.82027869,13.11,15.66252857,17.020695,26.9855,25.08,,5.492490182,49877.87097,369172.7667,,5
ERM,EquityCompass Equity Risk Manager ETF,0,0,0,18,23.2399,23.3,21.70467222,20,22.54486667,22.08666667,20.48248333,20,,1.071435663,97597.44444,119911.4444,,1
XLP,消费品指数ETF-SPDR主要消费品,0,1.048831,-0.722681,238,53.595,57.82,32.38756303,18.57,46.9925,26.59253165,23.39278481,25.88,,11.44951296,172993743.6,18232150.42,,19
JPT,Nuveen Preferred and Income 2022 Term Fund,0,0,0,21,23.06,25.49,24.57904762,23.051,23.71728571,24.87128571,25.14857143,25,,0.826311169,326899.5455,497293.7,,1
VLT,范·卡本高收益二期基金,22.253324,0.853115,0.611594,160,13.7,124.25,37.286765,11.35,14.48837778,16.52283019,81.27924528,123.5,,36.11280498,451841.5625,171045.75,,13
QRTEB,Liberty Interactive Corp Series B,20.958762,0,0.97,48,20.13,29.69,24.60421042,17.62,23.47031875,22.4145625,27.92775,25.5,-5.37,3.341359655,12084.41667,6835.041667,,4
REM,iShares Mortgage Real Estate Capped ETF,0,0,0,137,45.248,202,58.7789635,36.24,43.3403913,54.16173913,79.28044444,201.12,,25.55292754,6009597.957,874643.75,,11
LCM,LCM成长基金,12.766567,0.868376,0.606271,165,7.74,20.08,11.57137273,7.3,8.692663636,10.39181818,15.62963636,20,-12.26,3.768506212,909066.6747,995078.0488,-86011.37408,13
ECT,ECA Marcellus Trust I,7.222028,0.685036,0.263084,99,1.895,31.36,10.29795455,1.02,2.021893939,6.143484848,22.72848485,20,-18.105,9.586112912,1329219.06,2316163.265,-986944.2053,8
USM,U.S. Cellular Corp,55.124444,0.944738,0.793296,252,41.945,118.88,45.94696429,23.61,39.24958333,53.56797619,45.02333333,36.75,,15.09223902,1998747.04,2457786.508,,21
NWL,纽威,5.102403,0.733886,4.248978,252,21.32,53.62,28.44373016,5.65,33.4547619,20.34571429,31.53071429,39.75,,10.70622132,76267041.34,29269545.24,,21
NUS,如新集团,29.317364,5.489923,2.709657,252,79.91,138.22,31.25253968,4.63,58.81904762,21.12321429,13.81535714,19.19,,23.54532196,17580194.1,4426633.333,,21
DAC,达那俄斯,2.115746,0.300655,0.732602,144,1.6,39.15,7.911666667,1.1,3.458333333,4.527708333,15.74895833,21,-19.4,8.935575007,979074.5694,2350052.778,-1370978.208,12
CNY,Morgan Stanley Market Vectors Renminbi USD,0,0,0,127,42.59,47.6249,41.51225827,37.66,42.61446047,41.75761905,40.13845238,40.01,,1.599063387,66804.64063,287688.8889,,10
KEY,KeyCorp,16.107782,1.592816,1.322963,252,21.47,39.75,20.70668651,5,13.60220238,21.04130952,27.47654762,32,,10.08368228,260715772.9,30672486.51,,21
TGNA,Tegna Inc,5.11931,2.258844,2.289371,40,11.53,32.07,19.503,10.37,12.16071429,21.54461538,25.36846154,30.94,-19.41,6.280976243,54122458.45,39048283,,3
NXP,Nuveen Select Tax-Free Income Po,20.702008,0.927219,0.677229,252,14.12,17,14.38374643,12.69,14.34112024,14.17654762,14.63357143,15.44,,0.782993328,605165.4841,329715.873,,21
CLX,高乐氏,22.884705,25.7001,6.365387,252,145.83,148.74,70.27468254,31.45,105.7616667,60.85464286,44.2077381,37.065,,30.11808474,22586639.11,21753545.24,,21
LBDC,UBS AG (London Branch),0,0,0,36,16.48,21.72,17.116575,13.06,15.76499167,19.34889167,16.23584167,17.28,,2.079278796,26170.33333,18073.38889,,3
CBRE,世邦魏理仕,22.016245,3.546091,2.160223,172,47.41,49.8,24.2272093,2.89,35.01362069,17.94666667,19.53210526,6.33,,10.76261329,50440029.55,65056811.63,,14
MTB,美国制商银行,18.110431,1.767119,9.735273,252,179.87,190.78,94.13909127,36.6,125.4195238,90.34392857,66.65382143,41.5,,33.91690332,19195171.47,6314109.524,,21
STI,太阳信托银行,13.749384,1.52433,5.363877,252,74.55,89.16,52.45146825,11.74,42.17845238,50.67845238,64.4975,68.13,,19.71552867,113049910.8,22419776.98,,21
VTN,范·卡本纽约市政债券基金,29.177481,0.896412,0.434616,252,12.69,18.24,15.01898413,8.82,14.43338095,14.28190476,16.34166667,15.63,,1.554251778,699760.1032,197884.127,,21
SDT,SandRidge Mississippian Trust I,8.492086,1.545602,0.184878,90,1.48,33.96,9.815077778,0.78,1.464233333,5.206333333,22.77466667,21.75,-20.27,10.24740451,2777543.8,5210200,-2432656.2,7
BQH,BQH信托,23.113465,0.841651,0.563308,198,12.95,18.49,14.76022626,10.12,14.13022424,15.01212121,15.13833333,15,,1.46013852,115263.6869,108984.8485,,16
HRC,希尔罗控股,27.967599,4.318581,3.508703,252,95.65,97.27,47.85920635,9.82,51.73011905,41.34607143,50.50142857,45,,16.08009718,9961354.381,3606385.714,,21
KO,可口可乐,81.392609,10.591107,0.560616,252,44.78,47.59,31.4118254,19.655,41.2652381,25.69595238,27.27428571,30.625,,8.201080609,309345022.6,225110149.2,,21
IBD,Inspire Corporate Bond Impact ETF,0,0,0,15,24.4727,25.32,24.83322667,24.39,24.47654,24.76414,25.259,24.91,,0.386734467,277160.5,168921.7143,,1
IAT,iShares Dow Jones U.S. Regional,18.854943,0,2.76161,149,52.51,53.05,33.65067114,14.73,40.6054,25.963,34.39857143,49.84,,10.73362689,3602003.267,2408727.027,,12
LMRK,Landmark Infrastructure Partners LP,19.105434,1.013168,0.696137,47,13.15,19,15.95308511,12.95,15.7328125,15.828125,16.32133333,18.75,-5.6,1.581217044,1227071.917,680132.4783,,3
NTX,德克萨斯纽文基金,29.421584,0.854961,0.434375,252,12.65,17.15,14.61935238,10.42,14.61222381,14.59190476,14.65392857,15.63,,1.189338737,318361.3254,161567.4603,,21
WWW,沃尔弗林集团,56.005612,3.62421,0.687074,252,38.735,39.18,14.72996627,3.0433,25.49619048,13.11458333,5.579125,8.4167,,8.933184743,17721585.79,13856625.4,,21
EXD,Eaton Vance Tax-Advantaged Bond,0,0,0,100,8.9,20,14.243453,8.89,11.11427353,14.08848485,17.62242424,20,,2.941839335,873100.16,971498,-98397.84,8
DM,多兰传媒,11.278175,1.010827,1.480736,48,16.9,42.16,29.09208333,12.8,23.253125,29.004375,35.01875,22.5,-5.6,7.38169529,8092231.667,3750038.625,,4
WYND,Wyndham Destinations...,4.03624,-8.332244,10.901236,147,42.76,124.13,52.11993197,3.69,83.59428571,50.45612245,22.30938776,32.5,,29.62424034,22835104.24,46824400,,12
VLRS,Controladora Vuela Compania de Aviacion SAB de CV,92.898889,1.589836,0.08041,61,7.13,21.07,12.28885246,5.08,9.964285714,16.816,10.2025,12.76,-5.63,4.164191037,9294065.71,5236852.8,77%,5
NFG,National Fuel Gas Co,12.11238,2.514702,4.655567,252,54.96,78.3,41.82021825,19.33,58.20238095,43.55321429,23.70505952,22.125,,16.67785804,9414822.397,5717926.19,,21
VRP,PowerShares Variable Rate Preferred Portfolio,0,0,0,53,25.1027,26.25,25.05509811,23.38,25.51903889,24.72069444,24.91794118,25,,0.610476343,7410619.037,2718416.615,,4
MYI,黑岩市政收益保险基金,15.754294,0.87484,0.787087,252,12.43,16.75,13.87975357,8.63,14.1352131,13.1752381,14.32880952,15.31,,1.270670612,2840724.357,1899374.603,,21
JMP,JMP Group,0,1.304572,-0.227498,137,5.25,11.45,6.713138686,3.67,5.964347826,6.81673913,7.372666667,11.5,,1.300076215,904128.9565,1188886.765,-284757.8082,11
SMB,Market Vectors Short Municipal I,0,0,0,128,17.2401,17.89,17.40858437,16.1,17.4593907,17.68232558,17.07630952,16.68,,0.374224778,1374285.078,750906.25,,10
MLN,Market Vectors Long Municipal In,0,0,0,129,19.62,21.1,19.06203178,15.65,19.91586279,19.30011628,17.97011628,20.15,,1.143150215,948975.4154,584746.875,,10
DTQ,DTE Energy Co Pfd,4.034473,0.448217,6.094972,72,24.67,25.9582,24.33296389,19.27,24.77833333,25.00389167,23.21666667,25.2,,1.513085569,314284.9167,481490.9444,,6
MYN,黑岩纽约市政收益保险基金,15.344792,0.848471,0.772249,252,11.887,16.69,13.27672341,8.6,13.39540833,12.62130952,13.81345238,16.13,,1.320204784,1507176.421,876303.1746,,21
EDV,Vanguard Extended Duration ETF,0,0,0,130,112.6688,146.61,108.9793369,76.33,119.5672455,111.6783721,95.44616279,96.33,,15.57586671,1317726.662,457778.4615,,10
VCV,范·卡本加州市政债券价值收益基金,32.139615,0.917377,0.371193,252,12.06,17.04,13.95475159,7.76,12.78842143,13.66464286,15.41119048,14.38,,1.78368506,1640192.437,271052.381,,21
PSO,培生,11.487188,1.758074,1.029843,252,11.6,28.19,13.43805556,5.38,15.44142857,13.85047619,11.0222619,6.38,,4.516401164,6417930.19,1432238.889,,21
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",0,0,0,25,17.57,20.06,18.604396,17.3799,17.71221111,18.99875,19.21375,20,,0.815236696,1104169.077,788672.5,,2
INVH,Invitation Homes Inc.,0,1.433394,-0.2588,20,22.99,23.57,22.4935,21.32,22.93,22.81714286,21.60666667,20.1,,0.74877637,44101861.8,43054687.3,,1
HDG,ProShares Hedge Replication ETF,0,0,0,87,45.6,45.92,42.03539195,37.6,44.16077586,42.16884828,39.77655172,40.16,,2.056777909,138126.9773,131832.5581,,7
WTI,W&T Offshore Inc,10.863688,-1.801782,0.604767,165,6.9,58.51,16.52030303,1.45,5.322181818,16.28727273,27.95145455,19.5,-12.6,11.88534132,29080250.98,13531154.88,15549096.1,13
MGM,美高梅,8.711805,2.238921,3.271423,252,27.31,91.61,23.38819444,2.33,22.11964286,33.6810119,14.36392857,10.86,,16.9482386,267354625.1,32042636.51,,21
OR,Osisko Gold Royalties Ltd,27.199999,0.587329,0.3,27,7.68,13.99,10.85222222,7.68,9.464444444,12.13222222,10.96,13.35,-5.67,1.519051661,10902350.07,8747887.769,25%,2
TBF,债券20+国债指数ETF-ProShares做空,0,0,0,109,22.95,50.51,30.60706422,20.57,22.81486486,28.66069444,40.56208333,49.28,,8.591301728,12177628.05,10378096.3,,9
EIX,爱迪生国际,52.471262,1.865414,1.285275,252,66.73,81.57,40.2802381,9.85,59.78511905,40.39845238,20.65714286,25.19,,18.40322923,42893139.44,30723347.62,,21
