code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,grow_3,grow_6,grow_radio_3,grow_radio_6,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
RGEN,Repligen Corporation,97.116226,3.874522,0.545223,2738000,-68%,252,4.093333333,3.89,8%,0.088459598,0.367141028,10.24400794,0.106112822,4525024.159,4090924.603,21,0.332022604
ALRM,"Alarm.com Holdings, Inc.",71.982068,10.022965,0.777138,10733000,9%,40,5.52,3.206666667,13%,8%,25%,31.159125,64%,9182935.25,5583343.05,3,0.174667465
ECL,艺康集团,27.627907,5.481422,5.390564,354000000,19%,252,5.513333333,4.663333333,4%,3%,10%,56.57111111,75%,28470083.6,16232465.08,21,0.09109925
BAND,Bandwidth Inc.,45.621758,8.383379,0.989221,10512000,440%,11,5.436666667,3.586666667,13%,9%,18%,33.81545455,-1%,2691767.167,2721573.4,0,0.095132929
CA,联合电脑,39.647628,2.33742,1.108263,166000000,-7%,126,2.873333333,1.751666667,8%,0.049731704,0.162892182,27.22702381,-0.37010951,54980274.35,87285449.21,10,0.11798571
LSTR,莱帝运输,21.301694,7.22881,5.431493,62492000,67%,252,5.333333333,2.45,5%,2%,17%,40.61540913,-17%,8536457.865,10236068.25,21,0.13765109
ARII,美国轨道车,6.216961,1.325315,7.487581,9192000,-16%,153,3.243333333,1.865,8%,0.047147916,0.410389483,32.73856209,0.235155892,3357083.831,2717943.421,12,0.33506624
MRCY,Mercury Systems Inc,59.251589,3.239163,0.875082,10101000,15%,249,5.33,0.996666667,13%,4%,53%,20.75696787,-15%,3750263.288,4392841.935,20,0.369406152
LPNT,LifePoint Hospitals,56.48701,1.10888,1.1392,54800000,19%,233,5.3,2.875,11%,6%,19%,40.5267382,-31%,9466957.282,13645434.48,19,0.16044515
SSD,Simpson Manufacturing Co,31.535038,3.830326,2.369745,44086000,56%,252,5.286666667,2.988333333,8%,5%,19%,27.716875,51%,4527087.873,2997600,21,0.16294591
XPO,XPO Logistics,27.727951,3.634372,3.813841,159000000,178%,195,5.23,2.325,5%,2%,41%,20.19653333,5861%,17465504.99,293000,16,0.338439189
FCN,FTI咨询,15.560221,2.188758,4.814199,43609000,946%,252,5.21,4.581666667,9%,9%,25%,30.25984603,31%,9414558.198,7169740.476,21,0.20812457
ICLR,ICON plc,26.464983,6.336909,5.459667,71868000,11%,244,5.156666667,4.81,4%,4%,20%,31.04430492,21%,7817955.721,6458870.492,20,0.18014461
GHDX,Genomic Health,488.052527,9.183403,0.118184,8317000,404%,157,5.123333333,5.725,9%,14%,35%,25.25636943,13%,3607674.975,3181278.205,13,0.294041369
MSCI,MSCI Inc,40.940921,44.623901,4.250515,117000000,44%,131,5.066666667,5.22,3%,3%,20%,55.82679389,-16%,11974666.89,14257989.23,10,0.16010306
EBS,Emergent Biosolutions,23.845706,3.191993,2.511144,50144000,986%,143,5.033333333,2.21,9%,4%,39%,23.18874126,25%,6256987.875,5008018.31,11,0.300252167
LIVN,LivaNova PLC,0,3.432711,-1.156743,15066000,-68%,36,8.326666667,6.081666667,8%,0.060569322,0.113408494,68.93125,0.046117771,8663212.889,8281297.889,3,0.086656799
CHRW,罗宾逊物流,23.548617,8.806419,4.097905,159000000,43%,252,5.026666667,0.763333333,6%,1%,18%,44.61927579,60%,30637505.5,19148677.78,21,0.140552651
POST,Post Holdings,13.480206,2.124939,7.260275,96800000,263%,81,5.006666667,4.08,6%,5%,20%,58.81444444,124%,17513142.51,7813080,6,0.152284336
UTX,联合技术,20.761084,3.402004,6.423557,2139000000,40%,252,4.993333333,2.231666667,4%,2%,9%,67.28407738,0%,85046828.75,85397611.9,21,0.070606168
USNA,优莎娜,39.551019,7.49487,3.353896,33907000,46%,93,4.966666667,7.308333333,4%,7%,28%,134.9445161,52%,1906775.064,1256500,7,0.21448991
DORM,Dorman Products,23.610044,3.962013,3.423543,34339000,21%,149,4.956666667,3.5,7%,5%,27%,33.1588255,230%,4064707.453,1232918.919,12,0.215691963
ESRX,快捷药方,10.758273,2.551655,8.171386,879000000,9%,252,4.946666667,3.816666667,6%,5%,18%,35.27681627,-43%,94749275.6,166548944.4,21,0.152289695
V,Visa,35.141813,10.533577,4.103374,2329000000,13%,127,4.946666667,4.486666667,4%,3%,17%,52.06326772,-66%,178798983.1,518739219,10,0.12295672
MPC,马拉松石油,10.296475,2.52729,8.14065,1235000000,115%,88,4.923333333,1.976666667,7%,3%,16%,61.91363636,62%,101184859.9,62425784.09,7,0.130473142
IR,英格索兰,17.939125,3.599531,5.551553,453000000,25%,252,4.84,3.091666667,5%,3%,21%,37.1422619,29%,69040137.23,53700353.17,21,0.151446279
LXFT,Luxoft Holding Inc. Class A Ord,27.176379,3.179571,1.641131,4698000,-26%,64,2.866666667,0.608333333,8%,0.017851579,0.199676665,48.19875,0.844713551,5719464.094,3100461.906,5,0.155232938
XYL,赛莱默,36.689172,5.397823,2.058373,115000000,15%,84,4.833333333,0.841666667,7%,1%,12%,41.75785714,26%,24509286.55,19524564.29,7,0.09264842
TSS,Total System Services,27.198409,7.044584,3.552046,142000000,22%,252,4.83,2.121666667,5%,2%,12%,28.36607143,592%,25350964.17,3664965.476,21,0.10064531
GDDY,Godaddy Inc.,66.572866,20.725474,1.185468,20200000,12%,42,4.813333333,3.835,7%,6%,10%,42.20642857,74%,28993694.57,16626549.1,3,0.080144192
PAC,太平洋航空,22.035868,54.485493,4.49086,1189000000,5%,152,4.716666667,1.203333333,5%,2%,17%,56.10684211,-73%,1300421.842,4830251.316,12,0.142014734
MMM,3M,27.661305,11.618512,7.421559,1862000000,17%,252,4.71,-1.393333333,2%,0%,9%,95.08444444,-12%,60805377.48,69231748.41,21,0.074182031
BFAM,Bright Horizons Family Solutions,42.888384,9.083362,2.73454,40426000,22%,69,4.69,3.116666667,5%,3%,11%,62.31231884,78%,5249882.029,2944434.471,5,0.090466551
APD,空气化工,24.029267,3.470595,6.906994,488000000,369%,252,4.653333333,1.711666667,3%,1%,11%,80.53577381,36%,26926574.94,19746700,21,0.090884286
MANT,美泰科技,20.553028,1.877137,3.161578,19915000,28%,200,4.64,1.971666667,8%,4%,18%,34.166275,-26%,3326569.12,4487681,16,0.158676858
PTNR,Partner Communications Company L,182.858512,2.017264,0.024992,2000000,-96%,228,0.2938,0.039066667,8%,0.013476393,0.272013142,9.550138596,-0.608431349,1832870.684,4680841.228,19,0.210100979
JEC,雅各布工程,33.28388,1.731341,2.186644,150000000,69%,252,4.633333333,3.02,7%,5%,18%,37.10081349,81%,25897137.79,14300647.62,21,0.149543296
DXC,DXC Technology Company,13.799822,2.196936,6.495736,266000000,54%,18,4.618333333,0.834166667,6%,1%,5%,89.33833333,-11%,38081581.22,42957382.11,1,0.025684834
IIN,IntriCon Corporation,110.99856,22.226629,0.603161,2008000,542%,129,4.616666667,5.658333333,15%,21%,48%,8.113837209,510%,690965.9385,113256.25,10,0.384478907
NICE,耐斯系统,42.721152,3.661667,2.688598,34235000,67%,252,4.613333333,3.738333333,4%,4%,33%,30.17552579,-62%,3996023.984,10522576.98,21,0.222083789
MNRO,Monro Muffler Brake,34.723041,3.599031,2.030352,20644000,17%,252,4.6,3.083333333,8%,5%,19%,25.47639444,231%,5373653.635,1623565.548,21,0.165098185
UBNT,厄比奎蒂,35.096317,21.518031,2.36663,70086000,16%,84,4.566666667,5.021666667,5%,6%,31%,40.04333333,-19%,11064045.5,13648192.86,7,0.233983963
CLH,Clean Harbors Inc,33.718084,3.270027,2.007528,30747000,19%,252,4.54,3.373333333,8%,6%,25%,28.03198413,66%,9532745.103,5750715.873,21,0.212813182
UPS,联合包裹,20.511899,45.360271,5.983844,1485000000,7%,227,4.536666667,2.481666667,4%,3%,10%,77.85506608,14%,68997303.22,60629015.04,18,0.079124884
LUV,西南航空,10.035487,3.495893,6.077433,733000000,-1%,252,3.903333333,0.885,7%,0.017442711,0.183062457,20.41922421,0.926315184,152209169.8,79015714.09,21,0.156335648
XLNX,赛灵思,33.994332,8.048903,2.170656,190000000,21%,252,4.533333333,1.07,7%,2%,14%,36.07136905,-48%,83938652.99,160608893.7,21,0.120347189
DCO,杜科蒙,24.150754,1.782279,1.618169,1591000,-58%,252,2.39,1.655,7%,0.053230038,0.314793551,20.38276468,0.992557711,1340225.944,672615.873,21,0.256740515
SCL,Stepan Co,21.441527,2.628178,4.142895,32923000,18%,252,4.416666667,1.346666667,6%,2%,29%,31.30363095,219%,1632342.302,512122.2222,21,0.225451806
DOV,美国都福集团,17.461538,4.381309,4.825463,140000000,-15%,252,5.571666667,-1.395833333,7%,-0.009795125,0.11600125,52.58289683,0.725905396,29124248.11,16874765.08,21,0.106068813
ETN,伊顿,11.494525,2.120548,7.105992,611000000,18%,252,4.32,1.373333333,6%,2%,13%,40.90632937,75%,65214217.73,37217885.71,21,0.110676348
BMI,Badger Meter,54.760619,5.52055,0.998893,6154000,-42%,252,3.35,1.258333333,7%,0.028365382,0.265034682,17.01800675,2.003102453,3662931.73,1219715.873,21,0.219928371
CAT,卡特彼勒,26.396995,5.520647,5.235823,1705000000,112%,252,4.306666667,0.34,3%,0%,18%,63.22630952,48%,137292879.6,92504946.83,21,0.144653597
CURO,Curo Group Holdings Corp.,23.924891,26.380272,1.273151,15975000,-2%,10,1.85,2.211666667,7%,0.104282663,0.126958685,22.193,0.374614869,5049632.6,3673489,0,0.086486984
CTRL,Control4 Corporation,49.136514,5.622002,0.750155,6640000,77%,62,4.283333333,2.628333333,16%,10%,26%,16.64145161,56%,7668821.581,4900242.742,5,0.211393163
VRSK,Verisk Analytics,31.793846,9.368109,3.709523,153000000,27%,108,4.26,2.75,4%,2%,11%,62.53347222,8%,17296024.67,15959255.56,9,0.088149793
BSTC,BioSpecifics生物,27.307851,4.344872,1.896158,4300700,64%,125,4.256666667,2.131833333,9%,4%,33%,30.7348,257%,788518.9048,220791.9355,10,0.274326034
SGEN,Seattle Genetics,0,8.567652,-0.314138,76273000,235%,211,4.223333333,4.48,6%,7%,29%,21.71582938,297%,20798549.4,5236822.857,17,0.250727446
SSP,E.W. Scripps Co Cl A,0,1.309605,-0.495074,5720000,-33%,252,1.003333333,0.753333333,7%,0.058460986,0.448927111,10.29055556,-0.739746583,9990494.516,38387563.31,21,0.302985611
GPI,汽车一组,7.079563,1.279444,11.092493,56463000,44%,252,4.223333333,1.703333333,7%,3%,26%,41.41531746,69%,7106680.952,4198572.222,21,0.216852278
AAON,艾伦建材,46.737581,9.063812,0.884727,11691000,-15%,252,2.483333333,0.283333333,7%,0.012112806,0.20461667,10.21865873,-0.066724747,3628281.833,3887686.746,21,0.173762252
SPGI,标普全球,31.514994,87.507333,6.436619,501000000,10%,30,4.18,3.91,2%,2%,8%,152.6983333,1%,23032802.67,22850570.73,2,0.054403428
CYBR,Cyber-Ark Software,132.239539,6.628031,0.561103,8377000,158%,49,4.176666667,4.031666667,7%,7%,26%,49.74918367,-63%,11069327.76,29818801,4,0.175561667
OMAB,北方中心机场,19.140733,6.150068,2.58872,709000000,39%,143,4.173333333,2.37,9%,6%,19%,27.1320979,-34%,1101209.181,1660073.239,11,0.16205259
LDOS,Leidos Holdings Inc,24.229387,3.092527,2.897308,145000000,48%,61,4.143333333,1.01,7%,2%,13%,49.63295082,159%,25896437.74,10001450.67,5,0.100993062
WIFI,Boingo Wireless,0,12.556285,-0.132224,2510000,132%,89,4.11,1.666666667,17%,7%,28%,11.0258427,115%,6631820.556,3083186.364,7,0.22307087
EHC,Encompass Health Corporation,26.516922,6.412874,3.069738,113000000,43%,252,4.1,3.79,6%,6%,23%,37.87363095,67%,14833246.87,8862861.111,21,0.18567182
RGR,斯特姆-鲁格,21.707708,4.30447,2.833095,15189000,49%,252,4.083333333,2.575,7%,5%,34%,25.83801587,174%,5820245.111,2121299.206,21,0.293537507
ADUS,爱德斯,47.689708,4.438957,1.373462,4297000,59%,108,4.05,3.341666667,7%,6%,42%,20.35467593,2%,1229631.148,1210044.444,9,0.338281436
CYBE,数码光学科技,147.249129,2.789548,0.142955,740000,-32%,252,1.233333333,0.583333333,7%,0.036491083,0.437888611,12.15859008,-0.312329375,719647.3095,1046500,21,0.32191409
NVS,诺华,14.077812,2.853099,5.949078,7768000000,293%,221,4.046666667,1.116666667,5%,2%,12%,59.38429864,83%,40178165.41,21956644.55,18,0.094575318
ECOL,US Ecology,25.684914,4.677226,2.826562,13220000,162%,252,4.033333333,3.775,6%,6%,27%,20.78382937,78%,2048832.714,1153680.159,21,0.214509055
ALSN,艾里逊变速箱控股公司,10.646157,10.643277,4.612932,174000000,83%,79,3.983333333,1.816666667,9%,4%,10%,30.3921519,61%,28944368.88,17931497.44,6,0.085547322
FLT,FleetCor科技,23.480237,5.60517,9.288237,177000000,35%,94,3.983333333,3.366666667,2%,2%,15%,116.7167021,70%,16682222.04,9796597.872,7,0.125552641
KSU,堪萨斯南方铁路,12.111888,2.486678,9.388297,149000000,10%,252,3.976666667,1.365,4%,1%,19%,52.51694444,123%,24726061.32,11106106.35,21,0.162724719
MCO,穆迪,30.377214,136.834417,5.701642,378000000,21%,216,3.963333333,3.39,2%,2%,17%,57.51502315,-24%,32515848.04,42730137.96,18,0.143145099
ERIE,伊瑞保险,28.165028,6.672737,4.514464,79706000,36%,252,3.96,2.01,3%,2%,11%,59.11527778,15%,923004.2857,799215.0794,21,0.095226342
TRMB,天宝导航,69.748056,4.070949,0.58783,64100000,36%,252,3.956666667,1.49,11%,4%,24%,15.51132817,-1%,29641060.7,30015514.29,21,0.193135035
CBM,凯姆布雷克斯,17.369655,3.438796,3.710494,40419000,61%,252,3.95,1.941666667,8%,4%,36%,25.35388889,61%,4863666.698,3027241.27,21,0.286313061
PTC,PTC Inc.,200.029634,13.726335,0.485928,16997000,1887%,252,3.946666667,4.61,4%,5%,22%,28.9394246,-17%,21392290.79,25865954.76,21,0.176305398
B,巴恩斯,55.855621,2.93774,1.225839,49429000,10%,252,3.94,1.816666667,7%,3%,19%,23.75863095,82%,6267477.817,3449084.127,21,0.15936518
MSI,摩托罗拉解决方案,0,-13.637087,-0.388983,181000000,37%,252,3.926666667,3.743333333,3%,3%,17%,334.5834857,175%,30743425,11166647.58,21,0.142931404
RMD,ResMed Inc,49.263602,7.54947,2.210557,110000000,8%,252,3.926666667,2.765,4%,3%,17%,29.81232222,4%,21108735.24,20226134.92,21,0.147300091
NOVT,Novanta Inc.,152.888233,8.24843,0.504944,11625000,16%,29,3.916666667,3.575,6%,6%,14%,39.32103448,66%,4274265.933,2580022.714,2,0.105820768
EEFT,嘉银通,34.245849,4.626381,2.832168,43636000,-15%,252,6.103333333,3.836666667,7%,0.044417724,0.244482192,29.905,0.443475249,6557583.183,4542913.492,21,0.206317932
CUB,Cubic Corp,267.749451,3.043834,0.282727,4410000,120%,252,3.916666667,2.058333333,6%,3%,26%,31.24902103,39%,2471934.143,1782008.73,21,0.207601661
UTHR,United Therapeutics Corporation,7.560841,2.10412,16.389711,173000000,409%,232,3.906666667,2.046666667,3%,2%,47%,50.68892241,-57%,14613461.96,33861951.72,19,0.327611321
ARCH,Arch Coal Inc.,7.644354,2.685665,11.496066,43306000,17%,24,3.896666667,-0.276666667,5%,0%,7%,79.69375,-41%,6330381.5,10812605,2,0.041569546
VRTX,福泰制药,108.810487,16.824045,1.625211,206000000,562%,252,3.856666667,3.193333333,2%,2%,40%,50.68511905,82%,39120018.35,21444376.98,21,0.320874896
VFC,威富集团,29.649182,9.751299,3.095195,160000000,46%,252,3.823333333,3.205,5%,4%,12%,28.97508929,79%,60937112.83,34114374.6,21,0.10795547
MMSI,Merit Medical Systems,157.737343,4.512667,0.365481,10941000,15%,252,3.75,3.108333333,7%,6%,28%,13.69276786,5%,5232815.016,5004396.373,21,0.236699462
FLIR,菲利尔系统,68.547044,4.715297,0.894714,71563000,39%,252,3.73,2.18,7%,4%,20%,20.42336111,-17%,24192166.94,29243596.03,21,0.173376401
YUM,百胜餐饮集团,17.588738,-3.684602,4.783743,321000000,56%,252,3.703333333,0.631666667,5%,1%,14%,40.14598214,9%,70158727.58,64110776.98,21,0.112059415
FARO,法如科技,0,3.148089,-0.465955,1205000,133%,252,3.7,1.108333333,7%,2%,34%,25.5884127,-18%,2282051.881,2785950,21,0.273987532
WM,美国废物管理,18.061095,6.422965,5.021844,499000000,38%,252,3.686666667,1.311666667,4%,2%,11%,39.29666667,7%,50393069.61,47266272.22,21,0.08337374
CXDC,鑫达集团,5.552719,0.223995,0.603308,27224100,-3%,107,0.215133333,-0.042433333,7%,-0.003705536,0.332386021,4.998027103,-0.073165792,1702963.426,1837398.113,8,0.237614713
PBF,PBF Energy,6.420943,2.293924,7.75587,288000000,376%,70,3.673333333,3.155,8%,8%,19%,29.78957143,69%,45515422.77,26887087.43,5,0.161185109
TSCO,Tractor Supply Company,22.903198,7.673639,3.867582,207000000,29%,252,3.673333333,4.116666667,5%,6%,19%,28.44886151,15%,32817361.02,28597111.11,21,0.163883197
VICR,Vicor Corporation,177.138506,15.107477,0.338718,7909000,1877%,252,3.666666667,4.316666667,9%,12%,36%,14.86496032,-33%,1530658.944,2299037.302,21,0.296567188
CORE,科尔.马克控股,48.017295,2.979531,0.74015,11000000,59%,162,3.66,2.081666667,16%,10%,26%,16.85214506,36%,5396696.037,3959649.383,13,0.198438561
GPC,Genuine Parts Co,21.695861,4.142288,4.569074,227000000,19%,252,3.653333333,2.2,4%,2%,10%,53.16039683,87%,16847693.52,9027457.143,21,0.078976303
ROL,Rollins Inc,64.115685,18.364885,0.913505,65542000,22%,252,3.64,2.045,7%,4%,14%,12.83034325,-2%,7648713.754,7795184.881,21,0.129507946
ALLE,Allegion PLC,29.03157,16.385255,3.006038,114000000,8%,59,3.64,0.38,5%,1%,9%,66.71237288,2%,14515022,14212799.52,4,0.072086508
FIX,Comfort Systems USA,26.743457,4.564138,2.123884,32547000,81%,252,3.616666667,2.558333333,8%,6%,22%,14.79349206,48%,4071433.516,2744541.27,21,0.182414542
FMX,Fomento Economico Mexicano S.A.B,15.441835,20.574177,6.28617,10777000000,112%,245,3.61,1.308333333,4%,2%,14%,48.10233673,-26%,12885025.69,17359040.98,20,0.122038007
FTV,Fortive Corporation,24.04706,4.974145,3.332216,295000000,23%,27,3.583333333,1.653333333,5%,2%,6%,66.55333333,-2%,33858807.21,34427961.23,2,0.044756969
PCAR,帕卡,11.503805,2.69234,5.861539,560000000,50%,252,3.58,1.085,6%,2%,30%,32.21936944,-53%,50311784.91,107193590.7,21,0.213122022
IBM,IBM,23.299585,7.19766,6.267923,2404000000,3%,252,3.573333333,-0.621666667,3%,0%,11%,124.0774405,-35%,100950347.7,155139892.1,21,0.094021748
MSA,Mine Safety Appliances Co,59.660881,6.123858,1.68318,33421000,165%,252,3.533333333,3.933333333,4%,4%,19%,34.93490714,42%,2897529.048,2039052.381,21,0.1552962
NKTR,内克塔治疗,12.160007,5.922891,5.254109,971000000,1723%,252,3.53,-7.711666667,8%,-7%,64%,16.78125,38%,25842524.33,18697684.92,21,0.454990998
FAST,美国快克公司,25.104356,7.665364,2.36931,211000000,42%,252,3.506666667,0.703333333,7%,2%,14%,25.27538056,5%,52114970.18,49837587.3,21,0.132744985
STE,思泰瑞医疗,32.240856,3.150517,3.565352,70278000,21%,252,3.505,3.499166667,3%,4%,16%,36.86696429,0%,9344625.921,9335896.825,21,0.132568255
ADS,联合数据,14.815943,6.142493,15.991557,218000000,58%,208,3.5,4.955,2%,2%,17%,116.6239904,-31%,13090172.94,19095525.96,17,0.154012904
CSIQ,阿特斯太阳能,6.056501,0.76214,2.28845,15973000,-60%,143,0.816666667,-0.235,6%,-0.006125472,0.653723354,15.92402098,0.527912984,43573237.68,28518140.85,11,0.531995345
LHCG,LHC Group,40.012278,2.466025,2.485987,20656000,46%,160,3.5,5.621666667,4%,8%,29%,31.4975,-41%,2361080.388,4022693.75,13,0.228118171
MYGN,万基遗传,25.757466,3.557438,1.887608,13100000,3%,252,3.476666667,2.913333333,9%,9%,48%,16.94158254,-29%,29957561.78,42007841.27,21,0.344003187
ATR,Aptar,29.65056,4.791085,3.500777,55781000,-14%,252,6.16,3.663333333,6%,0.037944648,0.121513216,40.02752976,0.113658302,5083379.056,4564576.984,21,0.09727782
SEAS,SeaWorld Entertainment Inc.,0,9.001952,-0.057911,22697000,113%,66,3.47,2.91,15%,15%,20%,21.09484848,62%,40737235.39,25205378.91,5,0.151469894
PTSI,P.A.M. Transportation Services,8.929055,2.896058,6.943624,7289000,353%,252,3.446666667,3.481216667,7%,8%,32%,18.5189881,-36%,300680.9206,473292.0635,21,0.277093112
SHPG,Shire plc,10.927417,1.433963,15.936063,616000000,156%,247,3.413333333,5.745,2%,4%,20%,83.73643725,31%,16765844.01,12824135.77,20,0.154443617
APH,安诺电子,39.10923,7.474675,2.393297,288000000,13%,252,3.403333333,1.825,4%,2%,16%,25.86107262,-1%,36610074.82,36980668.25,21,0.130587849
ICFI,ICF国际,22.733217,2.407369,3.567467,13617000,14%,145,3.4,3.8,5%,6%,21%,32.27868966,-26%,1703089,2310998.611,12,0.177456353
DLB,杜比,79.459898,3.393778,0.898944,83288000,9%,164,3.383333333,1.428333333,5%,2%,25%,40.51445122,-26%,8843614.134,11999529.27,13,0.194619182
IPAR,依特香水,42.863281,4.727176,1.545612,14259000,55%,252,3.366666667,2.758333333,6%,5%,28%,16.6742623,-1%,1939735.444,1954788.23,21,0.234072592
FLR,福陆,32.102979,2.666043,1.797341,131000000,2078%,216,3.313333333,0.223333333,7%,1%,19%,45.70851852,-12%,34740552.86,39437100,18,0.161273957
ESE,ESCO科技,21.366402,2.440539,3.205968,19019000,50%,252,3.3,1.533333333,6%,3%,24%,32.14335317,-18%,2533557,3087590.476,21,0.184264152
CSX,CSX运输,10.882096,4.576359,6.859892,877000000,72%,252,3.293333333,2.951666667,5%,5%,16%,18.23470238,28%,200937339.4,156793021.4,21,0.125369095
CRL,查尔斯河,45.066595,4.937886,2.696232,54379000,0%,220,7.063333333,4.476666667,6%,0.039405462,0.153639867,50.72554545,-0.017836097,11017342.33,11217417.27,18,0.13390325
AJG,亚瑟加拉格尔有限公司,23.723876,2.965041,3.04124,124000000,58%,252,3.283333333,0.978333333,5%,1%,11%,32.50560516,94%,15828364.13,8172422.222,21,0.084714158
ULH,"Universal Logistics Holdings, Inc.",21.072564,5.376202,1.73211,17669000,545%,29,3.25,2.483333333,12%,10%,16%,19.41827586,137%,849624.9333,357877.2857,2,0.111726626
ERI,Eldorado Resorts Inc,19.814796,3.860199,2.51075,36796000,180%,49,3.25,2.591666667,8%,7%,22%,18.49326531,384%,15109401.48,3124015,4,0.178132156
HRC,希尔罗控股,27.967599,4.318581,3.508703,45200000,693%,252,3.24,1.64,4%,2%,17%,47.86007937,177%,9983663.167,3606385.714,21,0.140256086
RGNX,Regenxbio Inc,26.746574,7.293249,2.473214,10594000,173%,37,3.233333333,8.525,5%,19%,42%,26.6327027,135%,8553455.474,3635753.167,3,0.31221304
THRM,Gentherm Inc,58.129396,3.036376,0.842947,16659000,96%,76,3.233333333,2.525,8%,7%,19%,33.57881579,-13%,5647874.316,6529065.789,6,0.152496372
XRX,施乐,63.584443,1.299942,0.430923,114000000,-33%,144,1.506666667,-0.036666667,6%,0.003716064,0.180522419,41.13777778,-0.014032532,47936576.68,48618821.88,12,0.145644021
