code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,grow_3,grow_3_1,grow_3_2,grow_3_3,grow_6,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
COG,卡伯特油气,82.68764,4.945949,0.292063,42431000,0.9711,252,-0.43,-1.87,0.68,-0.1,-0.223333333,0.22965107,12.37654841,1.549899247,133765585.5,52459165.08,21,0.198028989
LPI,Laredo Petroleum,3.726186,2.028021,2.262367,33452000,-0.4526,82,-0.43,-0.18,-0.93,-0.18,-0.02,0.342923721,16.31182927,1.365295437,74086389.41,31322256.1,6,0.25990518
VSH,威世科技,62.299849,2.412377,0.37159,103000000,0.8306,252,-0.433333333,-2.15,-1.15,2,0.525,0.345272257,13.59770794,-0.001371218,31063995.37,31106649.38,21,0.264783298
QUAD,Quad/Graphics Inc,14.459864,2.502775,1.623805,9500000,0.4179,99,-0.436666667,-1.93,0.77,-0.15,-0.97,0.287407501,23.57787879,0.875152001,5487559.62,2926461.224,8,0.21915771
BSIG,OM Asset Management plc,33.668493,15.354895,0.371267,2500000,-0.8162,48,-0.446666667,0,-1.51,0.17,-0.503333333,0.091039826,15.18083333,1.849782542,11525139.83,4044217.292,4,0.065251713
TWNK,Hostess Brands Inc,5.095668,1.009968,2.339242,24620000,-0.1272,23,-0.446666667,0.52,-2.3,0.44,-0.43,0.1118812,14.04869565,-0.184910199,21761449.42,26698223.18,1,0.060006569
TVTY,"Tivity Health, Inc.",16.393101,4.121239,2.009992,23584000,0.7383,252,-0.45,-0.4,0.5,-1.45,-0.991666667,0.410668678,19.61196349,-0.053261889,7237606.984,7644782.54,21,0.321069374
DENN,Denny’s Corporation,22.850252,-8.254188,0.671765,11626000,0.3288,251,-0.453333333,-0.56,0.55,-1.35,-0.168333333,0.831085898,5.151613546,0.349090962,10413911.59,7719206.4,20,0.529213226
CMRE,Costamare,23.329466,0.578727,0.306908,14300000,-0.3796,95,-0.456666667,-0.42,0.09,-1.04,0.056666667,0.179811937,13.27021053,1.6724569,9039437.625,3382444.681,7,0.143429621
DLA,Delta Apparel Co,312.170277,0.881529,0.059711,4550000,0.0184,252,-0.456666667,-0.63,2,-2.74,-0.018333333,0.405408077,12.33406746,-0.004302223,389106.0476,390787.3016,21,0.326187275
DEO,帝亚吉欧,22.031831,26.372823,6.421164,508000000,-0.1447,250,-0.46,1.03,-7.97,5.56,1.355,0.077246651,77.16692,0.58466253,11193832.99,7063859.2,20,0.068375072
EMES,Emerge Energy Services LP Common,7.981334,2.606395,0.70289,9428000,2.5501,65,-0.463333333,-0.33,-1.93,0.87,-0.098333333,0.566039208,28.83369231,0.506918006,12408804.42,8234558.469,5,0.392646962
TNC,坦能,81.924326,4.513575,0.915479,12766000,5.8065,252,-0.466666667,0.55,-4.8,2.85,1.633333333,0.248182668,35.91912698,0.716867138,1852890.706,1079227.778,21,0.197136655
BP,英国石油,20.397503,1.435999,2.128692,2873000000,17.4167,252,-0.483333333,0.46,-1.72,-0.19,0.491666667,0.154366289,48.71105159,1.467711802,159111041.6,64477157.14,21,0.130832927
GSKY,Greensky Inc.,3.663582,167.796846,5.309012,40816000,0.0576,5,-0.483333333,-0.64,2.97,-3.78,-0.518,-0.077910776,21.06,-0.215730559,23343104.67,29764139,0,-0.077910776
NRP,Natural Resource Partners L.P.,3.873891,0.994015,8.13136,39089000,1.5835,192,-0.483333333,-0.45,-0.95,-0.05,0.191666667,0.632490075,160.3369792,1.199247339,822592.9583,374033.8542,16,0.408668566
TR,Tootsie Roll Industries Inc,24.372521,2.575814,1.196019,10470000,-0.1165,252,-0.483333333,0.5,-1.1,-0.85,0.008333333,0.093029722,24.16090833,-0.182736269,2173654.468,2659673.23,21,0.082783502
GPRE,绿色平原能源,12.577263,0.809234,1.431154,3751000,1.318,151,-0.483333333,-0.15,0.45,-1.75,0.008333333,0.607269777,16.84099338,4.725658963,14947672.49,2610646.667,12,0.446409826
H,凯悦酒店,15.849175,2.333445,4.886059,77000000,-0.2524,107,-0.49,-0.07,-3.21,1.81,-0.17,0.118657757,49.95841121,0.531249028,11710495.63,7647675.472,8,0.09542742
SGC,Superior Uniform Group,21.502475,2.010912,0.8892,3817000,-0.1207,127,-0.49,-0.2,-2,0.73,-1.086666667,0.224885428,10.91011811,2.335758539,454372.6719,136212.6984,10,0.177796104
HLNE,Hamilton Lane Inc,44.766173,12.830548,1.03538,23103000,-0.098,19,-0.493333333,-2.16,-0.21,0.89,1.546666667,0.12478258,33.68473684,-0.237219549,3374668.1,4424167,1,0.074343744
TMHC,Taylor Morrison Home Corporation,11.573045,0.978927,1.698775,59292000,0.0601,66,-0.493333333,0.12,-0.47,-1.13,-0.656666667,0.117705328,20.24621212,1.072501906,18791790.67,9067200.667,5,0.098239601
KNX,Knight Transportation Inc,6.73052,1.083347,4.874809,91628000,4.0182,252,-0.496666667,2.38,1.58,-5.45,-1.635,0.165334626,22.66370675,1.560632719,17281353.11,6748860.54,21,0.140115237
VHI,瓦利化工,4.599717,-8.255081,0.839182,20400000,-0.6298,252,-0.496666667,-0.12,-2.03,0.66,-0.473333333,0.601640639,5.114637698,-0.28197116,2333782.913,3250263.476,21,0.500511332
EBAY,eBay,0,4.781577,-0.887369,642000000,21.1379,241,-0.5,-0.3,1.26,-2.46,-0.915,0.217540655,15.99881867,-0.579758735,473792091.4,1127428768,20,0.176686487
WU,西联汇款,0,-18.651135,-0.942377,218000000,0.3069,145,-0.5,-0.2,-1.23,-0.07,-0.07,0.136642151,18.72944828,-0.09199011,108772245.1,119791916.7,12,0.108240312
BLDR,Builders FirstSource,24.0076,4.002575,0.670621,56622000,0.4936,160,-0.503333333,0.94,-2.2,-0.25,-0.526666667,0.531388422,9.6220625,3.730900145,16834044.78,3558317.5,13,0.398726284
PBI,必能宝,6.066046,7.780499,1.333653,48214000,-0.014,252,-0.503333333,-0.05,-1.68,0.22,-0.663333333,0.171880994,31.80875,1.961985485,46837561.48,15812893.65,21,0.131721344
VCTR,Victory Capital Holdings Inc.,11.98897,1.533315,0.792395,18675000,6.9333,8,-0.506666667,-0.56,-0.73,-0.23,-0.535,-0.044790246,10.94375,-0.547210524,1750437.25,3865896.5,0,-0.05314935
PE,Parsley Energy,31.812031,1.493934,0.899974,141000000,1.5264,53,-0.506666667,0.36,-3.31,1.43,0.065,0.193957336,24.61566038,1.279090179,94524302,41474577.38,4,0.14752957
GORO,Gold Resource,37.099992,2.477078,0.141779,3754000,3.3449,98,-0.506666667,-0.09,-1.39,-0.04,0.085,0.386357262,10.20852041,0.692143629,12984622.69,7673475.51,8,0.289781616
PHM,普得集团,11.121282,1.791307,2.56715,324000000,2.2168,252,-0.51,-0.9,-0.57,-0.06,-0.388333333,0.28276034,17.01137897,1.932705699,154754799.6,52768608.73,21,0.22250262
AIRT,Air T,17.398957,2.573375,2.024811,3282100,1.6686,252,-0.516666667,-0.4,-0.5,-0.65,1.192416667,0.61092547,10.98318413,-0.937679114,148982.1349,2390565.079,21,0.411708525
NGS,Natural Gas Services Group Inc,14.335302,1.114198,1.534673,247000,-0.3413,192,-0.516666667,-0.5,0.25,-1.3,-0.35,0.454039976,17.83901042,-0.664844315,881482.8438,2630069.792,16,0.340097964
ACCO,ACCO Brands,9.50333,1.738444,1.310067,25700000,0.0936,158,-0.516666667,-0.25,-0.3,-1,-0.091666667,0.893275726,11.10968354,0.856058416,14996780.49,8079907.595,13,0.548792346
UG,United-Guardian,18.84305,7.435142,0.992143,1392700,0.2613,115,-0.516666667,-1.1,0.15,-0.6,-0.032416667,0.18094829,17.78286522,0.365396904,91790.60345,67226.31579,9,0.149185045
XNET,迅雷,0,1.608635,-0.191451,699000,1.0722,52,-0.52,-0.39,-1.02,-0.15,-0.141666667,0.46122771,7.949134615,5.331728084,34186672.23,5399264.115,4,0.272219948
STAY,Extended Stay America Inc,18.899133,2.922946,1.059837,65570000,0.3187,59,-0.52,-0.25,-1.1,-0.21,0.026666667,0.081003526,19.11915254,1.805345791,32265137.87,11501305.1,4,0.062305227
COHU,科休半导体,21.026364,2.473677,1.239872,11648000,0.1168,252,-0.53,-3.66,1.25,0.82,0.023333333,0.25239718,16.27886905,-0.325754019,2165506.317,3211745.238,21,0.218745736
CECO,职业教育,0,3.562642,-0.22173,8751000,1.0418,249,-0.536666667,-1.46,-2.45,2.3,0.205,0.538502615,17.05092249,-0.361887221,17794221.51,27885700,20,0.400650174
GPOR,格尔夫波特能源,5.639396,0.634045,2.072917,111000000,0.0508,249,-0.543333333,-1.05,0.41,-0.99,0.18,0.537060683,20.49385542,37.9496229,33133865.61,850685.1452,20,0.403950134
F,福特汽车,5.686688,1.058748,1.702221,1069000000,-0.4798,252,-0.546666667,-0.08,-0.58,-0.98,-0.293333333,0.430463223,14.32765119,2.339760414,1026312892,307301352.5,21,0.308495396
DGX,奎斯特诊疗,18.670354,2.89164,5.919009,233000000,0.1256,252,-0.55,-1.83,2.08,-1.9,0.996666667,0.100413237,50.03112103,-0.021350793,26098078.8,26667450,21,0.090548396
FRTA,Forterra Inc.,30.924926,4.850856,0.294261,6994000,1.626,24,-0.556666667,-0.51,-0.55,-0.61,-0.063333333,0.319666307,11.16958333,-0.306110126,10947976.83,15777686.42,2,0.197231439
BBL,必和必拓,30.752721,4.098334,1.392072,1124000000,-0.1881,197,-0.563333333,-1.81,-2.51,2.63,0.566666667,0.186503481,43.40062843,2.080855984,28060455.16,9108006.122,16,0.165403778
CIVI,Civitas Solutions,102.1224,3.51414,0.160102,9585000,0.3021,49,-0.566666667,-1.5,-0.35,0.15,-0.125,0.165131005,18.94102041,-0.138426903,1676259.96,1945580.667,4,0.132871101
WYND,Wyndham Destinations...,4.03624,-8.332244,10.901236,378000000,3.4471,147,-0.57,-1.93,-1.92,2.14,-2.355,0.445556893,52.11598639,-0.508560082,23011379.3,46824400,12,0.265963011
VIV,Telefonica Brasil S.A. ADS,8.528642,0.235908,1.164312,3166000000,2.6272,88,-0.57,0.08,-1.18,-0.61,-0.886666667,0.141156978,18.47681818,0.338136944,39775637.11,29724638.64,7,0.11291534
BBBY,3B家居,6.678225,0.914842,2.839078,43576000,-0.4212,252,-0.576666667,0.24,-0.75,-1.22,-0.469166667,0.154971629,38.9321627,-0.042132371,63496272.01,66289192.86,21,0.129005022
IMOS,南茂科技,57.309942,0.031822,0.2394,124000000,-0.6139,208,-0.578966667,-0.4,-0.7969,-0.54,-0.429483333,0.634914799,16.1135,0.665399288,3051131.596,1832072.115,17,0.46024197
VIA,维亚康姆,7.213741,2.064347,4.976613,525000000,-0.2402,82,-0.583333333,-0.1,-0.8,-0.85,-0.975,0.131149417,55.60981707,2.103040514,1323348.39,426468.2927,6,0.104304765
TMST,Timken Steel Corporation,0,1.086898,-0.750483,8400000,5.4615,52,-0.583333333,0.3,0.17,-2.22,-0.136666667,0.25116889,19.15596154,-0.174696767,9947332.346,12052942.42,4,0.171435139
TGP,Teekay LNG Partners L.P. Un,0,0.841993,-0.054027,6682000,1.49,161,-0.583333333,-0.65,-0.25,-0.85,-0.483333333,0.250545723,29.30434783,1.300072413,5341662.296,2322388.75,13,0.193459284
OFLX,欧美佳福莱克斯,50.885371,14.825632,1.727019,4812000,0.5603,158,-0.583333333,-13.26,-2.26,13.77,1.861666667,0.260688789,26.0214557,0.208190451,152669.3924,126362.0253,13,0.234476363
BTI,英美烟草,2.021715,1.109522,24.869968,1388000000,0.1828,252,-0.586666667,-0.11,-6.6,4.95,-1.193333333,0.10495152,32.06765873,3.638467821,17384704.98,3747941.27,21,0.092459135
RACE,法拉利,33.242148,22.396119,3.836094,160000000,0.1809,36,-0.586666667,2.08,-3.68,-0.16,1.878333333,0.126729759,82.37611111,-0.175918226,12414587.5,15064751.94,3,0.099278762
CHE,Chemed Corp,27.07969,9.279303,11.84984,54971000,3.5384,252,-0.59,-5.32,7.51,-3.96,7.478333333,0.216465808,67.22111111,0.118908093,3292906.556,2942964.286,21,0.16915383
TPH,Tri Pointe Homes Inc.,8.77492,1.08657,1.654716,63680000,0.9413,69,-0.596666667,-0.05,0.31,-2.05,-0.288333333,0.140091565,14.74028986,0.873635825,36799945.29,19640927.44,5,0.102646503
UFI,仪化宇辉,18.910312,1.541537,1.732917,10764000,0.1092,252,-0.596666667,-2.02,1.55,-1.32,-1.133333333,0.394743928,24.07452381,0.11786223,1444245.175,1291970.635,21,0.327191301
CJ,"C&J Energy Services, Inc.",0,1.191628,-3.431776,28496000,3.2401,19,-0.596666667,0.28,-2.06,-0.01,-0.65,0.116031437,28.33315789,0.326484637,19497006.2,14698252.56,1,0.029702789
LX,乐信,22.444171,5.98201,0.579215,465000000,29.0493,10,-0.6,-1.7,-0.64,0.54,-0.685,0.023151201,13.777,-0.071952012,8385674.2,9035819.6,0,-0.037043599
ZTO,中通快递,22.541587,3.471848,0.865955,1492000000,1.0814,24,-0.6,-0.59,-1.24,0.03,0.558333333,0.096041817,15.63083333,0.06182054,56830572.75,53521824.67,2,0.052064163
ISRL,Isramco,0,-43.472961,-8.231749,4383000,0.0308,252,-0.616666667,0.4,2.65,-4.9,2.7865,0.744089734,52.57008016,-0.785180484,19608.79365,91280.31746,21,0.515921431
WTTR,Select Energy Services Inc.,25.35042,1.741817,0.506106,25023000,3.3854,18,-0.616666667,-1.34,-1.49,0.98,0.033333333,0.11135953,14.95444444,0.861157679,12360666.56,6641386,1,0.031992095
NEU,NewMarket,26.340739,8.226927,15.066396,52885000,-0.1569,252,-0.62,-2.13,-7.55,7.82,0.518333333,0.277897789,147.9372222,0.027889789,1666182.754,1620974.127,21,0.234228593
CPAC,Cementos Pacasmayo S.A.A.,27.961971,3.663241,0.37551,23452000,0.1029,80,-0.625833333,-0.8905,-0.667,-0.32,-0.312466667,0.164680593,10.243835,-0.505024885,436344.075,881547.5,6,0.11607705
TKC,土耳其移动通信,10.079623,2.985698,0.473232,429000000,-0.3994,219,-0.626666667,0.73,-2.63,0.02,-0.77,0.253588693,11.80333516,-0.158069135,10559591.71,12542112.6,18,0.199985707
CDE,科尔黛伦矿业,0,1.288553,-0.027974,2930000,1.2675,252,-0.63,-0.08,-1.31,-0.5,-0.395,0.464177634,26.57948413,7.366483793,51957670.45,6210215.873,21,0.397212873
PATI,"Patriot Transportation Holding, Inc.",14.535355,1.325214,1.417922,1086000,1.3816,44,-0.632366667,-1.2,-0.85,0.1529,0.013816667,0.115134773,21.22279545,0.131930784,73422.22727,64864.59091,3,0.079242687
TGH,Textainer Group Holdings Ltd,11.802821,0.714428,1.26241,18705000,2.9706,132,-0.633333333,-1.15,-0.9,0.15,-0.5,0.411347955,23.37924242,0.870470534,5277694.152,2821586.364,11,0.297758772
CCRN,Cross Country Healthcare,9.240977,1.540782,1.085383,1824000,-0.6506,204,-0.64,-0.66,-1.78,0.52,-0.313333333,0.28080059,12.80813725,-0.185229703,3897582.324,4783657.843,17,0.237979458
BBX,亚特兰大银行,10.549433,1.324514,0.707147,12439000,-0.2306,252,-0.64,-0.31,-1.35,-0.26,-0.365,0.87847101,149.6023758,8.755874348,1642160.802,168325.3333,21,0.621153503
DMLP,多尔切斯特,12.446495,6.575617,1.462259,16364000,0.9368,188,-0.641666667,0.1,0.225,-2.25,0.435416667,0.222187639,21.67143617,0.457514567,1115769.266,765528.7234,15,0.17774983
GRA,格雷斯事务所,616.452646,16.541404,0.115094,38600000,-0.1126,247,-0.643333333,1.05,-3.49,0.51,1.68,0.447756724,35.70825911,0.013225203,13064317.35,12893794.31,20,0.359858868
PRIM,Primoris Services Corporation,23.306847,2.290522,1.078224,14191000,-0.3664,144,-0.643333333,0.08,-1.96,-0.05,0.033333333,0.228165217,16.08513889,2.47951411,4895719.847,1407012.5,12,0.184735912
MRC,MRC Global,33.955653,2.390563,0.584586,22000000,2.6667,78,-0.646666667,-1.14,-1.97,1.17,0.558333333,0.209057253,20.27294872,0.227321188,25585725.64,20846805.13,6,0.160595324
UVV,环球烟草,13.120091,1.1311,4.565517,11060000,2.3303,252,-0.65,4.3,-9.3,3.05,2.591666667,0.219578327,44.65543651,0.568259632,4457488,2842315.079,21,0.180250384
VLP,Valero Energy Partners LP,14.028189,10.238905,2.744474,64019000,0.0954,58,-0.65,0.28,-3.32,1.09,0.146666667,0.140405594,44.4062069,-0.096834222,2529489.793,2800692.69,4,0.10469316
ON,ON Semiconductor Corp.,9.584333,2.929564,2.203596,156000000,0.6557,222,-0.653333333,-1.33,-0.66,0.03,-0.720833333,0.309343045,8.501891892,0.832913946,139217230,75954045.95,18,0.262980919
SXC,SunCoke Energy,4.582032,1.631573,2.463972,11400000,1.3619,87,-0.656666667,0.14,-0.26,-1.85,0.1,0.263807123,13.57885057,0.418319337,14736690.84,10390248.84,7,0.213067257
NLSN,尼尔森,25.422053,2.32214,1.041222,76000000,-0.4286,92,-0.66,1.67,2.65,-6.3,-0.45,0.081847854,38.29130435,1.065400118,59077991.07,28603654.35,7,0.073115908
LIVE,LiveDeal,3.162425,0.513499,3.272805,2077000,-0.024,96,-0.67,0.04,-2.03,-0.02,-0.291666667,1.284787702,12.81515,-0.199438517,1019398.583,1273354.521,8,0.735094632
LMB,Limbach Holdings Inc,0,1.634706,-0.495261,709000,0.0598,23,-0.673333333,0.13,-1.6,-0.55,-0.4225,0.036512111,12.64413043,0.925689737,490144.5833,254529.3636,1,0.013355095
JELD,JELD-WEN Holding Inc.,75.463358,3.260352,0.325721,35452000,-0.2421,21,-0.676666667,2,-3.12,-0.91,-0.708333333,0.076020667,31.67285714,0.079555989,15650935.82,14497567.5,1,0.03780477
TXN,德州仪器,25.565293,10.389341,4.445089,1405000000,0.3305,81,-0.68,-5.66,1.24,2.38,0.84,0.076119521,59.36876543,-0.164642564,111440161.2,133404165,6,0.066270717
ASIX,AdvanSix Inc.,7.668521,2.439097,4.384157,28410000,0.1026,24,-0.68,0.49,-6.67,4.14,-0.045,0.143134577,33.08833333,-0.370475191,5251958.917,8342735.417,2,0.093848964
CARS,Cars.com Inc.,10.217751,1.127784,2.602334,12726000,-0.487,16,-0.68,-0.86,-1.34,0.16,-0.311666667,0.071117027,26.846875,-0.44610573,20752696.38,37466891.25,1,0.015170947
GPRK,GeoPark Ltd,0,10.768807,-0.114722,5500000,5.9372,56,-0.68,0.62,-2.41,-0.25,1.025,0.361555107,7.424883929,2.803767979,3638167,956463.9643,4,0.283923317
CYOU,畅游,16.408411,0.91054,0.873942,32083000,-0.378,114,-0.686666667,0.93,-0.16,-2.83,-2.215,0.266700151,28.3670614,-0.330829094,4265069.947,6373663.158,9,0.22258421
HGV,Hilton Grand Vacations Inc.,8.817856,6.094956,3.687971,107000000,1.098,21,-0.693333333,-0.17,-1.99,0.08,-1.763333333,0.057752924,36.96380952,0.397879574,21074849.73,15076298.5,1,0.028222854
TSU,堤姆通信服务,16.692447,1.93272,0.882435,335000000,0.5281,239,-0.693333333,-0.24,-1.56,-0.28,-1.19,0.432534269,11.4348954,0.835174466,27987376,15250526.05,19,0.312085158
FMC,FMC Corp.,11.718457,3.843609,7.299596,132000000,0.7596,252,-0.696666667,1,-4.43,1.34,1.713333333,0.169985211,33.10011905,0.271647876,26268078.95,20656723.81,21,0.140841296
ELF,e.l.f. Beauty Inc.,19.616468,2.936136,0.643337,1248000,-0.6856,25,-0.703333333,-0.77,-0.53,-0.81,-1.023333333,0.087337711,22.4448,-0.082191368,11274898.62,12284585.5,2,0.030339582
RLGY,Realogy Holdings,7.018181,1.0775,3.019301,124000000,0.1273,72,-0.703333333,-0.72,-0.46,-0.93,-1.105,0.098372336,36.43180556,0.020265956,32208688.92,31568914.69,6,0.082068906
CRH,CRH水泥,7.784008,1.566777,4.329389,730000000,2.9274,252,-0.703333333,-1.01,-0.39,-0.71,-0.236666667,0.143308984,24.45290476,13.89506987,6614581.349,444078.5714,21,0.125096775
UGP,Ultrapar Participacoes S/A ADS,14.827021,0.622427,0.696701,241000000,0.0172,228,-0.713333333,-0.74,-0.62,-0.78,-1.986666667,0.50336438,9.400697807,-0.166321961,11565333.08,13872661.32,19,0.330029448
LWAY,来福威食品,0,1.303493,-0.078187,170000,-0.8359,252,-0.713333333,-0.73,-0.12,-1.29,-0.553333333,0.519835418,7.806349206,-0.691561957,376625.127,1221072.222,21,0.384385153
IGT,国际游戏科技,0,1.622218,-3.276923,195000000,1.7739,42,-0.723333333,-0.79,-3.87,2.49,-0.965,0.14531477,21.64785714,0.620994375,37533309.48,23154497.05,3,0.108800172
MUR,墨菲石油,0,1.163492,-0.807767,45518000,3.5905,252,-0.723333333,-0.08,-1.99,-0.1,0.98,0.269218446,36.07704444,0.875385419,47452490.28,25302793.65,21,0.210769902
TACO,Del Taco Restaurants Inc,10.874156,1.222184,1.235958,4210000,-0.2101,42,-0.733333333,-1.07,0,-1.13,0.243333333,0.131527214,12.5002381,-0.002137497,6860190.476,6874885.524,3,0.101653609
BPMP,BP Midstream Partners LP,25.788198,8.53859,0.790284,40192000,2.2481,12,-0.733333333,-0.88,-1.24,-0.08,0.165,0.037037029,19.60833333,-0.549779028,3844606.167,8539376,1,-0.003828577
HEES,HE设备服务,9.799465,5.34602,3.506314,20771000,1.1028,153,-0.736666667,0.24,-1.97,-0.48,-0.551666667,0.315094714,20.4127451,0.455919893,5787442.494,3975110.526,12,0.275445122
FBM,Foundation Building Materials Inc.,7.054975,1.547924,1.954649,5400000,3.2857,20,-0.743333333,-0.64,-0.74,-0.85,-0.318333333,0.075135051,14.3615,-0.556304285,2247851.5,5066200.6,1,0.020505377
SKX,斯凯奇,24.303659,2.364182,1.203934,60859000,-0.1709,232,-0.756666667,-2.27,1.81,-1.81,-1.878333333,0.460247935,11.23177974,1.375229525,57171279.15,24069791.38,19,0.35408326
CDK,"CDK Global, Inc.",21.835705,-21.726068,2.804123,102000000,0.6683,49,-0.76,0.38,-0.39,-2.27,-0.115,0.110991485,55.81693878,-0.046249161,19322269.88,20259242.88,4,0.07326713
IPHS,Innophos Holdings,49.804885,2.598187,0.891278,6246000,-0.4435,143,-0.763333333,1.27,-1.31,-2.25,0.496666667,0.306552134,38.23167832,-0.333580124,2427151.875,3642076.056,11,0.257651143
ETH,伊森艾伦室内装饰,17.164358,1.579738,1.331247,11478000,-0.0175,252,-0.766666667,-0.3,-0.2,-1.8,-0.108333333,0.265133964,28.87962976,-0.160108227,6213216.04,7397638.889,21,0.210760606
SRCI,Synergy Resources Corp,10.430646,1.640324,0.929952,49624000,0.7763,87,-0.766666667,-0.68,-1.94,0.32,-0.113333333,0.326809647,8.096666667,6.301335008,63343343.14,8675583.721,7,0.259985875
PKX,浦项钢铁,8.159966,0.140256,8.747585,5.80338E+11,0.0949,252,-0.78,-3.35,-1.34,2.35,-1.095,0.223851101,61.02503968,-0.361944847,7300700.484,11442115.08,21,0.174948515
AQUA,Evoqua Water Technologies Corp.,102.233444,6.115163,0.188588,1035000,-0.4106,11,-0.78,-1.46,-1.89,1.01,-0.535,0.018022642,21.01727273,-0.153578977,13817982.67,16325188.4,0,-0.025086607
CCS,Century Communities,10.54656,1.096157,2.773416,33193000,1.2381,52,-0.783333333,-0.25,-1.25,-0.85,-0.108333333,0.115570393,22.48115385,1.050930185,4215123.385,2055225.192,4,0.091742228
CVU,CPI Aerostructures,12.319351,1.00704,0.706206,1257200,0.642,252,-0.783333333,-0.35,-1.05,-0.95,-0.283333333,0.265353057,8.044964286,0.251562079,475780.6984,380149.5,21,0.237829613
SGA,Saga Communications Inc.,4.088246,1.213427,9.135946,4171000,-0.0801,252,-0.791666667,-2.3,0.25,-0.325,-0.279166667,0.680566058,36.91210357,-0.401061234,135276.4048,225860.1587,21,0.428075939
CTG,Computer Task Group Incorporate,83.264175,1.281775,0.0723,940000,1.1659,252,-0.793333333,-0.51,-0.21,-1.66,-0.496666667,0.384842606,9.345376984,0.105548104,1028594.937,930393.6508,21,0.304691173
UCTT,超科林半导体,5.913686,1.243404,2.372463,18960000,-0.0604,175,-0.796666667,-1.42,1.76,-2.73,-0.828333333,0.481812698,9.161714286,1.208176835,7780983.17,3523713.793,14,0.377957184
MTW,马尼托沃克,18.054488,1.225099,1.271706,9700000,18.4,252,-0.796666667,-0.16,-3.17,0.94,-0.924166667,0.506198918,53.8491004,2.566260348,14350393.18,4023933.135,21,0.399039907
ELLI,Ellie Mae,99.013283,4.670099,1.05501,9498000,-0.4954,90,-0.803333333,-4.52,5.73,-3.62,1.92,0.294588729,53.32233333,0.341541567,9784247.222,7293286.667,7,0.233087942
ARKR,Ark Restaurants Corp,15.581901,1.848244,1.443983,2925000,0.7369,252,-0.811066667,-0.1552,0.202,-2.48,-0.2922,0.265652998,18.35270476,-0.209064521,95821.83333,121150,21,0.208117665
MIXT,MiX Telematics Limited,25.86684,68.906505,0.6143,14434000,-0.5743,62,-0.813333333,-1.37,-0.89,-0.18,-0.031666667,0.223250385,9.17,0.334486764,1487592,1114729.677,5,0.176705525
MOD,摩丁制造,33.154831,1.881747,0.536875,22500000,0.2931,252,-0.816666667,-1.45,-0.65,-0.35,-0.9,0.538580987,19.35313492,1.232121816,5104938.77,2287034.127,21,0.381431081
USCR,US Concrete Inc,23.625878,2.763756,2.061299,16278000,7.9298,92,-0.816666667,2.15,-2.5,-2.1,-1.7,0.276816844,35.44201087,7.071882183,6441905.957,798067.3913,7,0.21492696
TAP,莫库酒业,9.298491,1.081075,7.316241,431000000,0.286,252,-0.823333333,-3.25,1.49,-0.71,-1.62,0.197119077,46.49819444,0.683808262,29857357.59,17732041.27,21,0.153526679
LOMA,Loma Negra Compania Industrial Argentina S.A.,12.48834,0.205826,0.66462,177000000,-0.3952,11,-0.826666667,0.33,-3.77,0.96,-2.251666667,0.009997007,16.58727273,0.040676602,14263654.83,13706135.8,0,-0.091805883
OFIX,Orthofix International N.V.,87.460938,3.163788,0.611816,925000,-0.7599,252,-0.84,0.4,-7.09,4.17,-0.351666667,0.28554694,33.24835317,1.338048753,2663653.587,1139263.492,21,0.211002868
WLL,Whiting Petroleum Corp,0,1.112364,-11.772764,2120000,1.0321,179,-0.84,-3.7,3.66,-2.48,2.776666667,0.469023373,121.5487709,5.921039742,50535797.2,7301763.764,14,0.353049635
FCX,麦克莫兰铜金,7.283193,2.213117,1.986766,1035000000,2.0988,252,-0.843333333,0.06,-2.07,-0.52,-0.503333333,0.37980775,22.49142857,3.181522228,486204804.5,116274595.2,21,0.306252933
FANH,泛华金融控股集团,19.664951,2.88031,1.329777,173000000,0.2221,131,-0.846666667,2.41,-3.82,-1.13,-0.1175,0.38682885,12.23755725,-0.50150651,2970646.182,5959247.692,10,0.313742307
CVRR,CVR Refining LP,10.556667,2.354058,2.069782,118000000,7.2105,69,-0.85,-1.65,-1.25,0.35,1.125,0.261160686,18.3515942,0.150138703,12680074.37,11024821.91,5,0.190469456
RDCM,Radcom Ltd,50.16905,3.090414,0.36676,757000,4.7108,252,-0.85,-1.05,-2.3,0.8,-0.2,0.646324639,10.23520635,1.43517097,811638.619,333298.4127,21,0.519184617
IEP,伊坎企业,9.777169,2.485475,7.876513,588000000,-0.6591,82,-0.853333333,-8.3,-0.29,6.03,1.768333333,0.218960136,68.91817073,-0.01779295,2182945.585,2222490.244,6,0.167544849
GMLP,Golar LNG Partners LP,11.414779,1.415935,1.270283,29145000,-0.4942,90,-0.853333333,-0.66,-2.88,0.98,-0.638333333,0.132981518,25.84205556,1.346481727,6868887.244,2927313.333,7,0.107587679
NMRK,Newmark Group Inc.,14.891721,6.908349,0.859538,4294000,-0.9221,10,-0.856666667,-1.28,-1.05,-0.24,-0.58,-0.004048314,14.336,-0.619045026,4440133,11655269.8,0,-0.039475735
JCOM,J2全球通信,30.327877,3.880707,2.678064,28479000,-0.0923,231,-0.86,0.81,-2.26,-1.13,0.813333333,0.225332958,31.69301948,-0.676455061,6658635.034,20580247.83,19,0.17561996
