code,name,pe,pb,eps,net_radio2018-06,income_radio2018-06,net_radio2018-03,income_radio2018-03,count,grow_3,grow_6,grow_radio_3,grow_radio_6,month_3_rs,month_6_rs,price,vol_radio,volume_3,volume_6,year
CHA,中国电信,10.345042,0.827926,4.8168,9.36%,4.02%,6.64%,5.60%,191,0.30333333333333456,0.4233333333333344,0.006733149232768613,0.010940354586966744,0.21990758960610768,0.15660697557601433,48.17,-0.3827245114641292,719554.3333333334,1165694.0,15
KAR,KAR车行,20.570625,5.65123,3.094218,62.94%,11.49%,30.06%,9.68%,106,2.426666666666667,0.21000000000000085,0.04346527468630621,0.004304925679809041,0.1664318800648966,0.11070227910877828,61.69,-0.20172734189355915,14917026.333333334,18686630.666666668,8
ARW,艾睿,13.343091000000001,1.285194,5.641871,69.94%,15.11%,20.25%,19.85%,252,1.0,-0.5233333333333358,0.013323495593244741,-0.006851490005244363,0.23813495047203326,0.12321531504361384,77.28,-0.25176948742139504,7322309.0,9786167.333333334,21
MRC,MRC Global,32.193721999999994,2.2665189999999997,0.5845859999999999,266.67%,17.35%,200.00%,17.17%,78,-0.5599999999999999,1.763333333333333,-0.02517175663583743,0.09887955061935579,0.2599001945385766,0.1582143106525609,19.71,-0.12213294693188469,14342682.333333334,16338103.0,6
TM,丰田汽车,7.337292999999999,1.140585,16.259403,8.31%,4.19%,16.81%,1.50%,252,-0.30499999999999733,-1.0566666666666624,-0.0011999669693648098,-0.007986518475811758,0.13733656502262334,0.11125347510178378,125.355,-0.22786332567095938,2975399.3333333335,3853462.0,21
LVS,金沙集团,12.634945,6.672911999999999,4.797805,5.79%,6.24%,179.10%,16.69%,166,-3.933333333333328,1.4066666666666663,-0.05679215478532896,0.020078576108996354,0.7707315977612158,0.2719959602919617,60.81,0.10506195602959244,77000667.0,69679954.66666667,13
CHE,Chemed Corp,26.459428999999997,9.06676,11.849839999999999,353.84%,6.45%,50.77%,8.21%,252,-4.416666666666667,15.546666666666681,-0.013512464441905197,0.055667064151418144,0.2639706456622738,0.16896097024480725,306.74,-0.48417686196671833,2196660.0,4258552.666666667,21
ELVT,Elevate Credit Inc.,0.0,3.464976,-0.11110199999999999,3.58%,22.53%,468.53%,23.77%,18,0.08833333333333353,0.16999999999999993,0.012865933746205949,0.02637917637917637,0.1545560708890559,0.05324412299168075,8.675,0.6689057656832748,5607659.666666667,3360081.6666666665,1
LLL,L-3通信,18.488075,3.0213509999999997,11.358132000000001,83.09%,8.30%,23.81%,2.15%,245,9.005599999999996,-5.613333333333334,0.04645465234398286,-0.027440624472175868,0.1389434062954108,0.10356475278073696,217.6168,-0.40433030843624607,9707000.333333334,16295944.666666666,20
SSW,塞斯潘,6.755472999999999,0.595092,1.342615,140.46%,37.66%,69.19%,11.65%,158,-0.3256333333333335,1.166666666666666,-0.028278683530997096,0.1511562998405103,0.3166098983900582,0.2539882017893966,9.1931,-0.5543454485881911,13843218.333333334,31062665.666666668,13
AMG,艾佛里管理公司,11.082092999999999,2.0952580000000003,12.877531,0.39%,5.11%,15.70%,12.51%,251,-0.5600000000000023,-13.27666666666667,-0.0012111288150148485,-0.0756317413339168,0.3137730594171662,0.12702714428800446,145.61,-0.14230870185824274,8702722.0,10146683.333333334,20
MA,万事达,47.010255,41.698103,4.490297,33.31%,20.05%,38.02%,30.94%,149,7.263333333333321,6.656666666666676,0.036105521685963246,0.036879861490978126,0.31271713724221256,0.2384188435504818,218.92,-0.2670366980885041,56394337.666666664,76940192.66666667,12
USM,U.S. Cellular Corp,53.34705,0.914277,0.793296,333.33%,1.14%,96.43%,0.64%,252,2.333333333333331,-1.0966666666666665,0.0679253096719941,-0.026682444718048967,0.18571362083092566,0.1361365581241234,43.65,0.12396708301563174,2725585.3333333335,2424969.0,21
EXP,Eagle Materials Inc,15.981729999999999,2.977716,5.581373,20.88%,7.55%,2.09%,2.17%,252,-5.340000000000003,0.689999999999993,-0.05441543025587775,0.008709861629430068,0.25850713286828236,0.1990537704560363,87.39,-0.01606415551087588,9666353.333333334,9824170.333333334,21
WLL,Whiting Petroleum Corp,0.0,1.0904260000000001,-11.772764,103.21%,69.84%,117.26%,40.67%,179,-0.20000000000000284,6.3933333333333335,-0.0015564845375003143,0.16830542081058428,0.615651043553668,0.3223957025844814,49.73,-0.5569630946834199,46515034.666666664,104991331.66666667,14
HRS,哈里斯公司,26.532612,5.65707,6.0370989999999995,65.65%,8.04%,136.47%,5.31%,252,7.9400000000000075,-6.0,0.054592117154037834,-0.03850362782989845,0.20254878610868862,0.13268289567853744,166.58,-0.2372120784073562,11897389.333333334,15597244.0,21
KMT,肯纳金属,16.359319,2.7454549999999998,2.45487,173.91%,14.35%,33.94%,15.00%,252,2.9866666666666695,-1.4299999999999997,0.07874586624277198,-0.03568355096443292,0.18330802453798978,0.15631417784653395,43.99,-0.24008421121266343,15508399.666666666,20408050.333333332,21
SLB,斯伦贝谢,0.0,2.26488,-0.541474,644.44%,11.27%,86.62%,13.56%,252,-1.4716666666666711,1.0466666666666669,-0.022432455767396598,0.016619572413875922,0.21301344140790493,0.13246639474005717,61.415,-0.21011476109308422,122187025.33333333,154689592.0,21
VLO,瓦莱罗能源,11.139892,2.259404,10.330441,52.97%,41.57%,81.31%,21.83%,252,1.4266666666666623,6.123333333333335,0.013939203601355721,0.06985352118799763,0.30889984950928084,0.2168738926193373,112.92,-0.36308946170776496,50242940.666666664,78885397.0,21
CNHI,CNH Industrial N.V.,25.676673,3.443076,0.45099300000000003,72.88%,16.15%,339.13%,19.09%,61,0.6150000000000002,-0.6199999999999998,0.05762986909090142,-0.051961262250892176,0.1215369123893618,0.06809393484438081,12.155,-0.15194851775658663,32033908.0,37773541.666666664,5
ETE,能源转换,16.230426,-18.213287,1.069596,423.14%,56.64%,53.29%,26.21%,151,0.13003333333333225,1.000000000000001,0.008184216537081408,0.06744635052354796,0.6870944492335371,0.15648448097998727,17.5401,0.22791556180373215,96839080.66666667,78864609.0,12
FDC,First Data Corp,13.715057999999999,6.556698,1.8344799999999999,65.43%,10.27%,69.62%,10.73%,36,1.6066666666666656,1.6300000000000001,0.07342373561125796,0.09341207874451657,0.12017847217530231,0.0949582101389352,25.49,-0.13275355747229461,142737768.33333334,164587320.66666666,3
FCN,FTI咨询,15.493751000000001,2.1677150000000003,4.8141989999999995,945.79%,15.15%,177.86%,11.52%,252,4.613333333333332,3.953333333333331,0.08280057540617457,0.08049913967837836,0.2674256518351292,0.2332001892681085,73.92,0.06338076750276735,7085568.0,6663246.333333333,21
PKX,浦项钢铁,7.750710000000001,0.133222,8.747585,9.49%,7.62%,10.92%,5.21%,252,-0.3133333333333326,-1.4099999999999966,-0.004428900747010363,-0.015111864568426147,0.2623057531615805,0.18539644979407263,67.1,0.03824147540434953,3433078.3333333335,3306628.0,21
EOG,依欧格资源,17.02661,3.7989699999999997,6.723006,2922.30%,69.59%,2139.33%,46.59%,252,-1.173333333333332,6.443333333333338,-0.008661292887578014,0.0591887824172869,0.27043455011327744,0.1721329019915073,119.73,-0.4214520275161218,44776589.0,77394773.0,21
V,Visa,34.898111,10.460529,4.103374,13.11%,16.03%,505.81%,15.59%,127,4.953333333333329,4.026666666666661,0.036327382484611544,0.032952958542688114,0.2301296234138593,0.10836573911936638,147.86,-0.1550285506165057,131620032.66666667,155768615.33333334,10
TYL,泰勒科技,52.70209200000001,7.096767999999999,4.669454,23.26%,13.08%,15.43%,10.74%,252,6.1299999999999955,3.4599999999999986,0.02823638443181917,0.017133714647020206,0.22448402361639752,0.1844349460052377,239.88,-0.4556184159325132,2589968.3333333335,4757634.0,21
TNET,TriNet Group Inc,17.828460999999997,12.881774,3.164603,45.00%,6.12%,86.21%,6.56%,54,-0.9400000000000001,3.0433333333333317,-0.013750494738576327,0.06241579120282248,0.2508659041505252,0.1522223747309445,52.74,-0.2445367206561896,5720029.0,7571551.333333333,4
CLGX,CoreLogic,22.599735,3.96406,2.219495,41.82%,3.04%,83.23%,1.15%,252,-0.46999999999999886,2.3200000000000003,-0.008420698141526907,0.05017279785363176,0.26336467811285963,0.20987634656344464,50.14,-0.16114321426679296,7827060.333333333,9330627.666666666,21
FMC,FMC Corp.,11.256788,3.692183,7.299596000000001,75.96%,92.19%,317.77%,103.14%,252,0.5166666666666657,4.123333333333335,0.006936580632983477,0.05171348220645974,0.19064761239240965,0.14932280931512085,89.06,-0.40436594596660663,17671623.333333332,29668591.333333332,21
TKR,铁姆肯,14.55176,2.414352,3.274518,12.07%,20.74%,111.29%,25.48%,252,2.199999999999998,-0.8833333333333352,0.05112432900958131,-0.016096782391834125,0.26970486529340937,0.1724145883731698,49.75,-0.28801695875581507,11052668.333333334,15523780.333333334,21
IR,英格索兰,18.065216,3.624832,5.551553,24.96%,11.50%,2.48%,12.79%,252,4.705000000000008,1.3433333333333337,0.05095255495521964,0.015882893810748096,0.308716618654729,0.10890827947245892,102.995,-0.2697918052903158,25794576.0,35324961.0,21
IBP,"Installed Building Products, Inc.",32.452376,6.885225999999999,1.443654,36.26%,17.86%,0.47%,18.02%,56,-2.8333333333333335,-1.7166666666666686,-0.049875289370853754,-0.026481452981329135,0.2419711065494552,0.1614382988259486,47.95,-0.2959160891790315,3315530.6666666665,4708999.333333333,4
BIO,Bio Rad实验室,9.074914,2.0177959999999997,34.572227000000005,5223.59%,14.12%,5191.02%,10.29%,252,3.0700000000000123,12.623333333333344,0.012924284926401202,0.04999969831178275,0.17237094921363819,0.11849274158316925,298.1,-0.2675999704375864,2338732.0,3193244.0,21
GTES,Gates Industrial Corp PLC,19.867161,2.860363,0.921118,1057.50%,13.78%,11.41%,16.68%,9,1.2166666666666675,-0.3633333333333333,0.07436562454695085,-0.017463658637292913,0.1074630711591855,-0.029116637597787053,19.67,-0.25232165024770004,7078143.333333333,9466829.333333334,0
AMN,AMN Healthcare Services Inc,18.072392999999998,4.300778,3.0903490000000002,13.67%,13.95%,33.34%,5.52%,24,-2.6000000000000014,0.44999999999999574,-0.04407341846774884,0.01707611749378488,0.16648716153758827,0.09514708995201045,51.05,-0.3942772418206499,7263017.666666667,11990663.333333334,2
HII,Huntington Ingalls Industries,18.087513,6.264465,13.583957,62.59%,8.72%,31.09%,8.70%,90,14.268333333333336,-13.833333333333334,0.06248355433054944,-0.056484375619072026,0.1573909843067858,0.11338410212738244,257.535,-0.45021950776929326,5345539.0,9723042.333333334,7
ETP,Energy Transfer Partners,18.788934,1.014383,1.182611,103.38%,49.17%,123.66%,24.04%,199,1.2441666666666673,0.8699999999999987,0.06341660178284943,0.05206201761577145,0.2048002060106402,0.1522689379419763,22.4525,0.02479288468766995,117735098.66666667,114886725.33333333,16
FSS,联邦信号,18.977897,3.209266,1.3831879999999999,135.96%,29.68%,76.71%,40.44%,252,1.2550000000000001,0.4033333333333336,0.05203195009218801,0.020152802865092367,0.3122125480240521,0.20102502302092642,26.885,-0.2720435527796793,4485418.666666667,6161658.0,21
URI,联合租赁,8.294777,3.983111,18.360951999999997,91.49%,18.41%,67.89%,27.88%,250,8.65773333333334,-8.419999999999996,0.05696621196078933,-0.047640191474148795,0.41848164244148034,0.3067869641544719,170.5532,-0.22033185684048567,22138845.333333332,28395216.0,20
OLN,欧林,8.248255,1.862745,3.7365480000000004,1093.22%,13.23%,55.97%,9.14%,252,-0.6166666666666671,-0.603333333333334,-0.019229392801220418,-0.016559331181885087,0.26816722071634796,0.19860623264346136,27.88,-0.27014039225697917,29349131.333333332,40212023.0,21
USNA,优莎娜,36.822848,6.977885000000001,3.3538959999999998,45.78%,17.27%,35.53%,14.36%,93,3.166666666666662,9.649999999999997,0.02980767950107661,0.10610012920403834,0.3344155621036775,0.21810056049525628,121.8,-0.0857526168822052,3633572.0,3974386.0,7
CHU,中国联通(香港),37.172971000000004,0.630754,0.31878,87.68%,7.25%,249.71%,8.59%,220,-0.1966666666666672,-0.06666666666666703,-0.015684554800890645,-0.002678860686052012,0.23031654378418243,0.17385010874572462,12.12,0.036376047282136684,5876740.666666667,5670471.333333333,18
ETN,伊顿,11.794272,2.175846,7.105992,18.18%,6.92%,12.21%,8.31%,252,4.599999999999999,-1.573333333333333,0.0596838209827052,-0.01946944276168746,0.13853934847452032,0.11511773928997371,87.99,-0.32210138667704225,42659498.333333336,62929024.333333336,21
TWTR,Twitter,97.730938,4.131901,0.311979,185.95%,23.82%,199.09%,21.27%,59,-4.567966666666667,4.986666666666667,-0.1085587428453202,0.1532505629710983,0.34744548773408973,0.2286884524335756,29.3061,-0.17209025574447442,514105129.6666667,620967603.3333334,4
RFP,Resolute Forest Products,10.872593,0.7622270000000001,1.310635,198.63%,13.75%,121.74%,0.23%,77,1.2583333333333335,0.6499999999999998,0.12024961205429512,0.07574023736814432,0.4041170214856518,0.21764705755129818,14.125,0.06545369472634222,6712874.666666667,6300484.666666667,6
PX,普莱克斯,31.969601,7.3971919999999995,4.849294,18.81%,8.01%,16.83%,9.93%,252,2.9599999999999986,4.419999999999997,0.02002358981807265,0.030065896256728047,0.11298462486804585,0.0809693539599079,165.65,-0.08022931109762758,26208305.333333332,28494390.666666668,21
TPH,Tri Pointe Homes Inc.,8.50297,1.0528950000000001,1.654716,94.13%,35.22%,421.84%,48.45%,69,-0.7533333333333326,0.020000000000000757,-0.04684549316900571,0.0024431114551120756,0.18651230924015957,0.09367081998956488,13.92,0.09613883155172105,33351050.666666668,30425936.666666668,5
GMED,Globus Medical Inc,38.14795,4.735474,1.386182,56.89%,13.78%,37.70%,11.94%,74,1.0300000000000036,-0.010000000000000378,0.0204781640370834,0.0036648708912052075,0.19720590947234676,0.14387621129126554,52.84,-0.504917371482792,8073103.333333333,16306577.666666666,6
GWW,美国固安捷,25.435479,10.351493,13.732393,131.62%,9.37%,31.68%,8.87%,252,15.26000000000001,9.323333333333343,0.048951656703399876,0.0334663863815081,0.12036397393199573,0.10254433792093072,353.54,-0.23106246363764757,12142953.666666666,15791859.666666666,21
NPO,EnPro Industries Inc,2.846648,1.7725369999999998,25.686356,10.00%,27.96%,96.88%,24.68%,197,2.626666666666665,-2.393333333333331,0.0376030518624673,-0.03193400892277485,0.25329288628769575,0.17262081144204108,76.86,-0.3586509157174885,2504309.3333333335,3904752.3333333335,16
MMI,Marcus & Millichap,21.424733,3.783647,1.6410939999999998,42.38%,11.73%,50.09%,15.98%,60,-1.3183333333333351,0.9433333333333328,-0.03383769957747152,0.02728194600637825,0.26208067405768687,0.18751314476727762,35.065,-0.31570479422789827,3051501.3333333335,4459334.666666667,5
HUN,亨斯曼材料,6.443731,2.2701759999999997,4.519121,240.44%,17.04%,280.43%,18.79%,164,-0.013333333333331865,-0.18333333333333476,0.005354351255990643,-0.003456344809645183,0.4256843196954255,0.24537449734638006,28.6,-0.2981732876437125,41525356.333333336,59167534.666666664,13
BWA,博格华纳,17.010063,2.303168,2.567304,28.58%,12.73%,18.64%,15.68%,252,1.0200000000000031,-2.476666666666669,0.024646810415113754,-0.05012716832764719,0.22435122793671977,0.1460578424176846,45.38,0.06072150961979397,35232861.666666664,33215939.666666668,21
BLD,TopBuild Corp.,11.506421000000001,2.081599,5.334413,15.74%,27.72%,1643.16%,11.35%,40,-4.673333333333332,0.3933333333333356,-0.06061267498031109,0.007392870668336683,0.1585977427893018,0.1281370766454626,63.86,-0.030630449247445027,6291210.0,6490001.666666667,3
DLX,豪华,11.876787,2.595192,4.933152,1.05%,0.62%,10.99%,0.85%,252,-3.2833333333333363,-2.669999999999997,-0.05155167489705865,-0.03723331835090927,0.38436969277098015,0.21169415941451683,56.12,-0.13512713630262205,6048175.0,6993137.666666667,21
ST,Sensata Technologies Holding,19.531855,3.473383,2.643886,32.51%,8.81%,26.14%,9.79%,103,1.2766666666666662,-1.6166666666666647,0.0299004146564138,-0.031048866795945856,0.15093738888006578,0.09817156875407547,50.56,0.17741668598680077,19489740.333333332,16552967.666666666,8
CPS,Cooper-Standard Holdings Inc.,15.822818,2.786645,8.476998,3.73%,2.10%,35.08%,7.24%,60,-1.1933333333333234,2.549999999999997,-0.007119589746005506,0.020493188432044944,0.16660496291708518,0.12359246205696604,124.45,0.023969534632782674,2493573.0,2435202.3333333335,5
EME,埃姆科,18.423035000000002,2.566684,4.152953,24.70%,3.06%,5.25%,0.46%,252,0.17999999999999736,-0.766666666666661,0.003276303251315709,-0.009335896427509722,0.271799039549443,0.14515428352927892,75.4,-0.4214601407048471,4309281.333333333,7448547.0,21
SYX,Systemax Inc,17.188208,6.7974429999999995,2.09795,31.88%,16.01%,178.92%,17.42%,252,0.39000000000000057,1.9433333333333327,0.03140188753920967,0.06463390188561129,0.407435553617811,0.3602346643971561,34.86,0.14451273258950148,2081412.0,1818601.0,21
RBA,里奇兄弟拍卖,36.432028,5.125783,1.0224520000000001,158.16%,22.14%,64.93%,30.46%,246,1.0966666666666687,0.8866666666666655,0.034209348846448794,0.02771879317597219,0.16868346723305175,0.1394084508618559,37.28,-0.19495846205360684,6353566.0,7892221.333333333,20
SOGO,搜狗,33.957640000000005,3.120517,0.22851999999999997,40.95%,44.90%,25.10%,55.14%,11,-0.9366666666666662,1.0833333333333333,-0.09513801469363052,0.11975846680223934,0.11430032803388507,-0.05566193737625617,7.76,-0.30715062541418775,49926877.666666664,72060219.0,0
NUS,如新集团,29.309983000000003,5.488541000000001,2.709657,21.22%,28.01%,29.28%,23.47%,252,2.1133333333333297,1.6099999999999994,0.028790527285013707,0.025653347430468394,0.279624139192219,0.2276400629632379,84.46,-0.3585411230319381,7460527.666666667,11630562.666666666,21
FLY,巴布科克和布朗航空,13.687828,0.7987,1.051299,745.28%,25.39%,90.62%,10.64%,133,0.22000000000000006,0.2733333333333328,0.016063831502982514,0.02717127320796772,0.2848482512248311,0.19666700490741995,14.69,-0.38832556682471386,1500864.3333333333,2453698.0,11
GPI,汽车一组,6.563899,1.186251,11.092493,44.28%,10.24%,5.52%,13.45%,252,3.766666666666668,-0.8166666666666723,0.059926757911503974,-0.009223974884321385,0.3049614830186753,0.21344866320008826,73.8,0.06497457875982371,5121920.333333333,4809429.666666667,21
NDRO,Enduro Royalty Trust,2.6155630000000003,1.379794,1.395493,35.52%,29.24%,6.52%,6.10%,83,0.03333333333333336,0.05000000000000012,0.014021790222938502,0.021973787167449174,0.24183268724167362,0.18367524091540888,3.65,-0.758795449995219,1317601.0,5462587.666666667,6
JCI,江森自控,15.709508,1.705316,2.438014,27.82%,5.69%,520.00%,2.86%,252,1.6350000000000005,-0.8466666666666688,0.04881025397547952,-0.024398357498797683,0.2616193654378351,0.1090907565431695,37.475,-0.1730534239218929,84202475.33333333,101823355.66666667,21
SNP,中石化,10.948325,1.082435,8.5593,96.51%,16.42%,12.90%,6.58%,216,3.9766666666666644,0.6200000000000045,0.04320661740791106,0.009521149898185416,0.26517440809200227,0.18351721716431343,100.31,-0.33940149971826095,2540111.3333333335,3845166.6666666665,18
CLR,大陆能源,16.708153,3.962329,3.5790910000000005,481.49%,80.25%,49781.88%,75.83%,137,-0.3433333333333313,1.9100000000000013,-0.004395048412680176,0.03424954720119005,0.36770298551919356,0.2580956156201228,63.27,-0.33942226046045243,30759030.666666668,46563831.666666664,11
GGG,固瑞克,27.515318,10.99688,1.701961,11.67%,11.88%,40.80%,19.31%,252,1.1833333333333325,-0.17999999999999972,0.02577958512560106,-0.0034331074105700874,0.20099558969777107,0.11250500550795177,48.13,-0.17142941814929574,10503255.666666666,12676356.0,21
VPG,Vishay Precision Group,26.077994,2.729901,1.602884,112.47%,19.11%,147.53%,22.25%,100,-0.05833333333333476,2.3999999999999986,0.003027496581155087,0.08592545113900342,0.25031124679735156,0.16293996281400014,38.775,-0.11431001033555667,1277975.6666666667,1442915.3333333333,8
EQM,EQT Midstream Partners,10.587044,2.734788,5.250757,16.48%,37.06%,25.50%,43.23%,76,1.773333333333331,-2.546666666666667,0.035060995149088815,-0.04460248982557114,0.15955814073986407,0.11666554048443256,56.55,0.04746867977538219,13071832.666666666,12479449.666666666,6
GPK,Graphic Packaging Holding,14.615271,2.560676,0.9667969999999999,57.14%,37.87%,15.41%,39.05%,252,0.14333333333333384,-0.32333333333333353,0.010256359332327282,-0.02069913942585355,0.5703529425081162,0.2588612875477544,14.82,-0.242713294402175,60861501.333333336,80367846.0,21
UNVR,Univar Inc.,20.728960999999998,3.3254669999999997,1.328576,79.23%,5.59%,189.38%,7.96%,40,1.3899999999999995,-0.5366666666666676,0.051909383977332024,-0.01950931674748702,0.15739555070981365,0.06865309885888715,29.57,-0.24849531756107582,14359557.333333334,19107741.666666668,3
CPE,卡隆石油,15.650398999999998,1.072292,0.677299,51.17%,67.22%,18.32%,57.67%,252,0.4466666666666666,-0.8000000000000002,0.04102087350002743,-0.06128779429123913,0.6205972980507971,0.4570909438857195,11.85,-0.49425305707649875,70545080.33333333,139486914.0,21
MTH,Meritage Homes Corp,9.88265,1.037407,4.346,29.48%,9.42%,86.13%,10.37%,252,0.5166666666666657,-0.38333333333333286,0.012072261598784953,-0.008217373993065123,0.43602761722135663,0.20066217556273017,44.9,-0.1415577875196414,6387053.0,7440283.0,21
MPLX,MPLX LP,20.118067,4.142932,1.764086,138.74%,69.07%,126.20%,55.61%,72,0.409999999999999,0.3233333333333306,0.01256598301173866,0.010935961640138811,0.1269654222916763,0.10871564149135983,35.19,-0.15504555655555363,28441222.333333332,33660066.0,6
MTDR,Matador Resources,19.396005,2.3524439999999998,1.5889870000000001,107.14%,81.09%,41.45%,57.43%,80,1.0233333333333345,0.19666666666666663,0.03511668869510198,0.012301749806325766,0.27086679769544153,0.18198227935056985,32.54,-0.3323961830707484,25338282.0,37954070.0,6
CELP,Cypress Energy Partners LP,10.852667,2.9131869999999997,0.704214,615.49%,2.55%,119.51%,0.16%,57,0.12333333333333336,0.5743,0.017080320110731642,0.09459974493954919,0.26454157169768866,0.18568737757400186,7.73,-0.30956106781525494,282232.3333333333,408772.3333333333,4
MG,Mistras Group,219.10830099999998,2.2594790000000002,0.100909,170.51%,12.53%,71.91%,14.89%,108,0.9999999999999988,-0.04333333333333419,0.05326198687895197,-0.00203553906076996,0.2845810229164592,0.18643304597388669,21.82,-0.2871147586601528,1212610.6666666667,1700990.0,9
VFC,威富集团,28.899633,9.50478,3.095195,45.93%,18.16%,20.86%,17.96%,252,3.9966666666666604,2.5866666666666682,0.04913881453137741,0.03475803900537688,0.13828405347520237,0.10385145573361838,91.69,-0.05783441735380538,41565752.666666664,44117248.0,21
DNR,邓伯瑞资源,10.209434,2.5761,0.49562,109.89%,48.50%,83.83%,27.99%,252,0.21666666666666648,0.7166666666666665,0.053923662524557436,0.2188778207925871,0.6416209275562577,0.34715000330238044,5.51,-0.18943412018758055,203644231.0,251237112.33333334,21
TPR,Tapestry Inc.,35.310624,4.365949,1.392782,39.55%,30.86%,14.81%,32.88%,216,1.8134333333333288,0.253333333333335,0.03883339757440934,0.005629334832882242,0.2516551462967453,0.1694198436829786,50.6703,-0.2736728393474396,53242781.333333336,73304131.0,18
SM,SM Energy,14.66337,1.1780760000000001,1.960668,114.34%,40.75%,326.42%,14.66%,252,2.2625000000000006,2.643333333333333,0.0830812878448375,0.14025249973250137,0.6859813610126837,0.3345193204080625,31.8175,-0.4512814596586106,40247848.666666664,73348804.0,21
ATI,阿利根尼,0.0,1.661646,-0.045794999999999995,464.18%,14.69%,186.73%,13.06%,252,1.5766666666666669,0.4733333333333327,0.06265285975053608,0.026998001129608252,0.44286393779377015,0.38226394529162117,28.78,-0.2954632241136551,26543521.666666668,37675140.0,21
SCX,施泰力,0.0,0.487541,-0.517964,1933.33%,6.08%,308.27%,8.22%,252,-0.09999999999999994,-0.027433333333333348,-0.01574803149606298,3.843692276808234e-05,0.4004883147351876,0.21093768725774956,6.05,-0.25710947551653673,157053.0,211408.0,21
NRP,Natural Resource Partners L.P.,4.132635,0.946681,7.259291,50.40%,13.38%,341.63%,0.49%,192,-0.18333333333333357,0.8666666666666684,-0.005635544987078948,0.03520109528090435,0.8229720628692556,0.44200808624403987,31.2,-0.4644453509200869,352297.6666666667,657818.3333333334,16
EHC,Encompass Health Corporation,25.911007,6.266339,3.069738,42.57%,10.48%,24.64%,9.29%,252,3.6333333333333306,3.479999999999997,0.05344113555309667,0.05774846544220841,0.25688502434011035,0.2031143622378059,78.81,-0.2161653754101732,12560345.0,16024228.333333334,21
HFC,HollyFrontier,8.909976,2.117987,7.947272,389.94%,29.27%,864.55%,34.02%,252,-0.37333333333333485,6.406666666666671,-0.0022868006219746253,0.1345805824317842,0.2938037122213892,0.23837468342390777,66.81,-0.46127391928757555,41702242.333333336,77408991.0,21
GPRK,GeoPark Ltd,0.0,11.000511,-0.114226,597.67%,111.80%,328.17%,85.70%,56,-0.6233000000000004,2.73,-0.028783359701679945,0.1881685501582081,0.382225703116216,0.34088451093430655,19.0401,-0.3680501439877803,5248774.333333333,8305681.666666667,4
MSM,MSC Industrial Direct Co,15.285019,3.4651699999999996,5.60876,25.83%,11.35%,119.48%,9.27%,252,1.2566666666666653,-2.280000000000001,0.01475786740036624,-0.023338810295462087,0.20706191847901778,0.14359330659836436,88.08,-0.08892124453031398,10087542.333333334,11072086.0,21
RTEC,Rudolph Technologies Inc.,17.522538,2.2357259999999997,1.463829,59.87%,14.92%,111.58%,20.46%,58,-1.7166666666666661,0.20000000000000165,-0.06106038793999366,0.02756021719035814,0.22896887802376686,0.16079950588363667,24.3,-0.12683828538761663,3898396.6666666665,4464690.333333333,4
NVR,NVR Inc,14.660822,5.882441,177.834503,37.39%,15.72%,61.33%,19.44%,252,-89.00666666666682,19.723333333333358,-0.030917289049448227,0.007254320482167846,0.2137795394001575,0.14756796128912084,2660.0,-0.284955713087968,452860.6666666667,633332.3333333334,21
CRS,卡朋特科技,14.349507999999998,1.806245,3.9576269999999996,67.84%,21.73%,45.89%,20.82%,252,3.4583333333333357,2.9733333333333314,0.06407908373427663,0.07446585985941813,0.31869552162285114,0.22701566122195885,60.515,-0.5206406819718371,3928228.3333333335,8194747.0,21
PAH,Platform Specialty Products Corporation,0.0,1.448893,-0.564782,119.67%,8.65%,261.02%,11.87%,57,0.42499999999999954,0.64,0.03730839479844785,0.06763523391812866,0.34923220016002876,0.20701283715622562,12.695,-0.11927640691040961,60556289.333333336,68757428.33333333,4
NBLX,Noble Midstream Partners LP,9.711391,3.145827,4.218757,13.64%,111.08%,13.37%,94.25%,25,-4.820333333333335,1.5833333333333357,-0.100467479917992,0.03690753803448773,0.14188237869579837,0.07821807255922751,36.299,-0.12362599054252693,3180129.3333333335,3628735.3333333335,2
PFGC,Performance Food Group,16.478109,2.917925,1.9480389999999999,59.41%,3.74%,62.02%,2.70%,36,-1.216666666666664,2.35,-0.034136137636444554,0.07449854945594943,0.11355393555127442,0.09126510392492206,32.7,-0.1540246064561484,12450682.333333334,14717546.666666666,3
MATX,Matson Inc,6.262651,2.211478,5.78509,35.83%,8.70%,102.86%,7.80%,75,0.05999999999999991,3.226666666666668,0.002263006029694472,0.10401322428191662,0.16698543650264752,0.12325744900913259,38.2,-0.201364483983697,3243198.6666666665,4060924.6666666665,6
TS,泰纳瑞斯钢铁,27.570787,3.224084,1.132358,126.74%,43.91%,14.43%,61.74%,190,-0.9666666666666662,0.44000000000000244,-0.02685544046038524,0.013654391592059884,0.34321062592029117,0.22918077527762323,32.98,-0.28523702529647527,32365652.333333332,45281657.666666664,15
NR,新园能源,79.656213,1.591669,0.122401,564.58%,29.09%,834.69%,43.23%,252,-0.2916666666666667,0.9833333333333325,-0.027516594089544665,0.11771957612536023,0.41318074317457437,0.2741021052807112,9.825,-0.16573890655153778,10626390.666666666,12737488.0,21
