code,open,name,pe,pb,eps,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09,count,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
MFA,7.585,MFA Financial,10.004013,1.060297,0.757696,70395000.0,-0.1193,0.0,0.0,83395000.0,0.0683,0.0,0.0,101000000.0,0.3849,0.0,0.0,63805000.0,-0.2314,0.0,0.0,247,0.13767168741226904,7.498704453441296,5.230667641689955,63626174.79032258,10211774.796747968,20,0.11443656956540553
MAIN,39.29,Main Street Capital,12.316947,1.6445599999999998,3.189914,55451000.0,0.2947,0.0,0.0,34517000.0,0.0975,0.0,0.0,61442000.0,0.2803,0.0,0.0,34899000.0,-0.1918,0.0,0.0,97,0.09176013616941549,30.386391752577325,0.12344839639492952,4919430.734693877,4378866.666666667,8,0.076037979006328
LND,3.43,Brasilagro Brazilian Agric Real,5.627914,0.258154,0.609462,40717000.0,0.9272,94787000.0,0.2141,53984000.0,10.8881,17907000.0,0.6144,11503000.0,9.3355,47838000.0,1.7193,20134000.0,5.6625,83746000.0,1.0856,72,0.14213920587239084,3.729190277777778,1.120236178967104,124803.63888888889,58863.083333333336,6,0.11592203331238654
LHC,9.701,Leo Holdings Corp.,229.83250299999997,48.504913,0.042208999999999997,570300.0,0.0,0.0,0.0,291000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,-0.012716656324239241,9.695714285714287,-0.7987067752081682,286965.5,1425609.3333333333,0,-0.012716656324239241
LGC,9.71,Legacy Acquisition Corp.,204.055903,72.825,0.047585,789000.0,40.45,0.0,0.0,574000.0,22.2593,0.0,0.0,183000.0,0.0,0.0,0.0,-17000.0,0.0,0.0,0.0,11,0.011182870640262098,9.635563636363637,-0.3453139471075545,719567.6666666666,1099103.4,0,-0.006806888633556068
LEE,2.7,李氏企业,3.276234,-3.123528,0.824117,4750000.0,-0.2445,122000000.0,-0.0541,2533000.0,-0.6028,118000000.0,-0.0409,35327000.0,1.8398,133000000.0,-0.0634,3500000.0,4.295,130000000.0,-0.0468,252,0.9108447069078295,17.251015873015902,1.2083783089412188,6794673.531746032,3076770.634920635,21,0.6229737508264989
KODK,2.85,柯达,2.812257,10.134554,1.013421,4000000.0,0.0,372000000.0,-0.0236,-25000000.0,-4.5714,357000000.0,0.0,129000000.0,10.7273,414000000.0,-0.0417,-46000000.0,-4.8333,379000000.0,-0.0779,60,0.3906818022851115,14.561500000000002,4.673326264088008,15272979.9,2692067.966666667,5,0.23059439467294265
KODK,2.85,柯达,2.7629189999999997,9.956755000000001,1.013421,4000000.0,0.0,372000000.0,-0.0236,-25000000.0,-4.5714,357000000.0,0.0,129000000.0,10.7273,414000000.0,-0.0417,-46000000.0,-4.8333,379000000.0,-0.0779,60,0.3906818022851115,14.561500000000002,4.673326264088008,15272979.9,2692067.966666667,5,0.23059439467294265
KNOP,21.8,KNOT Offshore Partners LP Common,8.337087,1.109996,2.608825,21681000.0,0.2818,69221000.0,0.3431,30724000.0,1.6882,67387000.0,0.5404,18641000.0,-0.0442,59246000.0,0.3225,21079000.0,0.08900000000000001,57970000.0,0.336,67,0.14410334793058446,22.03432835820896,0.18116464541181507,1836684.0,1554977.121212121,5,0.1043954275385922
JOE,17.15,圣乔,16.205112,1.969699,1.058308,26067000.0,1.4559,50434000.0,0.6456,625000.0,-0.8508,19865000.0,0.4702,38293000.0,13.538,21561000.0,0.1501,6141000.0,1.2778,33654000.0,0.2376,252,0.25937614383920776,29.43697103174605,0.7967114292483024,11791430.674603175,6562784.920634921,21,0.19840377023677894
JMM,7.0001,Nuveen Multi-Market Income Fund,32.519732,0.878383,0.215257,115900.0,-0.9231,0.0,0.0,115900.0,-0.9231,0.0,0.0,902500.0,-0.0356,0.0,0.0,902500.0,-0.0356,0.0,0.0,252,0.11044983076896914,7.927640079365084,0.08711633126517407,399795.65873015876,367757.9365079365,21,0.08449615536826792
JJUB,47.5,Barclays iPath Bloomberg Aluminum Subindex Total Return,0.0,0.0,-0.39899999999999997,150000000.0,1.3452,0.0,0.0,150000000.0,1.3452,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,10,0.03138631310727206,50.0125,-0.3602967819860236,7414.8,11591.0,0,-0.00023511787220151855
JJTB,46.9,Barclays iPath Bloomberg Tin Subindex Total Return,0.0,0.0,-0.39899999999999997,150000000.0,1.3452,0.0,0.0,150000000.0,1.3452,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,10,0.007069814921396435,49.840999999999994,2.3812323612417687,5750.8,1700.8,0,-0.01001228784095183
JJSB,40.81,Barclays iPath Bloomberg Softs Subindex Total Return,0.0,0.0,-0.39899999999999997,150000000.0,1.3452,0.0,0.0,150000000.0,1.3452,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,10,0.01568152639978955,45.93599999999999,-0.4034784377542718,2346.0,3932.8,0,-0.01589435233279932
JJGB,46.95,Barclays iPath Bloomberg Grains Subindex Total Return,0.0,0.0,-2.996428,150000000.0,1.3452,0.0,0.0,150000000.0,1.3452,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,10,0.024457043882821397,51.259730000000005,1.0349613219954092,49824.4,24484.2,0,-0.00929217388727669
JJEB,53.65,Barclays iPath Bloomberg Energy Subindex Total Return,0.0,0.0,-2.996428,150000000.0,1.3452,0.0,0.0,150000000.0,1.3452,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,10,0.033787999295628444,50.620999999999995,5.713426853707415,2010.0,299.4,0,0.006582013356358357
HVT.A,22.244,哈弗蒂家具,22.037311,1.598518,1.009379,6214000.0,0.0047,199000000.0,0.0099,6313000.0,0.0546,199000000.0,-0.0049,2921000.0,-0.7332,215000000.0,-0.0255,5983000.0,-0.1878,208000000.0,-0.0191,252,0.1726750749452999,15.786638095238095,-0.5383991167540713,7963.714285714285,17252.380952380954,21,0.1545693985589687
HVT,22.15,哈弗蒂家具,21.785523,1.5845770000000001,1.01214,6214000.0,0.0047,199000000.0,0.0099,6313000.0,0.0546,199000000.0,-0.0049,2921000.0,-0.7332,215000000.0,-0.0255,5983000.0,-0.1878,208000000.0,-0.0191,252,0.1756955714952538,15.78787698412699,-0.11217094610863533,1785121.238095238,2010658.7301587302,21,0.1588589386598603
HTFA,25.6,Horizon Technology Finance Corporation,27.468931,0.0,0.9319620000000001,2930000.0,2.9973,440000.0,-0.0435,2603000.0,-0.2874,422000.0,-0.3821,2496000.0,5.2449,342000.0,0.71,2709000.0,1.4801,529000.0,-0.3295,13,0.011323037552651427,25.564692307692308,-0.7573116871483597,33866.142857142855,139545.83333333334,1,-0.012196830635207939
HIFR,21.21,InfraREIT Inc,34.051114,1.3890719999999999,0.6202439999999999,23936000.0,1.3631,0.0,0.0,17764000.0,0.6124,0.0,0.0,-25331000.0,-1.9132,0.0,0.0,21238000.0,-0.1001,0.0,0.0,44,0.11655040427896453,20.862272727272725,-0.4703194412834445,3726364.727272727,7035117.045454546,3,0.08756836589497395
GSAH,9.73,GS Acquisition Holdings Corp.,2225.525959,167.842198,0.004372,386400.0,0.0,0.0,0.0,-600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,-0.017803578404081272,9.7625,-0.6413182158935531,1031321.5,2875310.5,0,-0.017803578404081272
GPRK,18.85,GeoPark Ltd,0.0,11.215271000000001,-0.114226,5544000.0,5.9767,159000000.0,1.1179999999999999,24864000.0,3.2817,124000000.0,0.857,-3395000.0,0.8694,106000000.0,0.7618,-19135000.0,0.0882,81909000.0,0.6428,57,0.3615551070252612,7.665149122807016,2.810910342571225,3644998.4137931033,956463.9642857143,4,0.2839233172219758
GMTA,25.11,GATX Corporation,1.9092310000000001,0.5449,13.151893,38800000.0,-0.2734,327000000.0,-0.0073,76300000.0,0.327,287000000.0,-0.0079,342000000.0,10.0712,333000000.0,-0.018000000000000002,49000000.0,-0.488,340000000.0,-0.0128,30,0.03198659929358642,25.43841666666667,-0.7630509822360824,228448.86666666667,964126.6666666666,2,0.0189975509508318
GGP,22.06,General Growth Properties Inc,35.790017,1.695213,0.616373,95564000.0,-0.2553,0.0,0.0,65896000.0,-0.4029,0.0,0.0,202000000.0,-0.1632,0.0,0.0,226000000.0,-0.6681,0.0,0.0,252,2.7066172290898205,19.28031825396825,4.269896329127994,104079256.31746031,19749773.015873015,21,1.418958821529487
FPAC,9.66,Far Point Acquisition Corporation,3085.276179,151.531499,0.0031309999999999997,251900.0,0.0,0.0,0.0,-880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,-0.02336997186200948,9.69444,0.0042896164404166125,1233037.6666666667,1227771.0,0,-0.02336997186200948
FISK,16.78,Empire State Realty OP L.P. Ser,5.171579,2.2462020000000003,3.244657,30184000.0,-0.0375,0.0,0.0,18058000.0,-0.0568,0.0,0.0,32260000.0,-0.0227,0.0,0.0,35489000.0,0.0788,0.0,0.0,61,0.08526256905735748,17.75980819672131,-0.32989617191971743,30155.677419354837,45001.5,5,0.06385048883452271
FII,25.21,联邦投资,8.856582000000001,3.172755,2.840825,38667000.0,-0.2926,256000000.0,-0.0616,60006000.0,0.17600000000000002,264000000.0,-0.0353,132000000.0,1.3061,280000000.0,-0.0453,57241000.0,-0.0283,278000000.0,-0.0533,246,0.16238656142917574,27.05161260162601,0.9412082918861214,20429526.211382113,10524128.861788617,20,0.1287439761444072
EZT,25.83,Entergy Texas Inc First Mortgage Bonds 5.625% Series due June 1,13.011913,0.9185469999999999,1.985104,30789000.0,0.4591,0.0,0.0,17350000.0,0.5985,0.0,0.0,4630000.0,-0.6379,0.0,0.0,39588000.0,-0.2947,0.0,0.0,54,0.052541800664300635,26.120740740740736,-0.5349949645704709,94877.62962962964,204035.7037037037,4,0.03559404502274042
ESBA,16.55,Empire State Realty OP L.P. Ser,42.976408,2.497744,0.38509499999999997,30184000.0,-0.0375,0.0,0.0,18058000.0,-0.0568,0.0,0.0,32260000.0,-0.0227,0.0,0.0,35489000.0,0.0788,0.0,0.0,61,0.07274882602182099,17.7615,0.03649289754982818,297360.48387096776,286891.0,5,0.057768496757523435
EDR,41.49,Education Realty Trust Inc,25.018542,1.611293,1.6583700000000001,62221000.0,9.9371,0.0,0.0,40578000.0,1.5138,0.0,0.0,25037000.0,0.7475,0.0,0.0,-631000.0,0.8385,0.0,0.0,166,0.19278274955873786,33.64364457831328,3.7939586641381573,10334140.313253012,2155659.0361445784,13,0.15523484561968204
ECCB,26.4271,Eagle Point Credit Company Inc,12.628751,1.214969,2.0926139999999998,9531800.0,-0.3864,0.0,0.0,8109500.0,9.3645,0.0,0.0,12586200.0,-0.4632,0.0,0.0,2227000.0,-0.9474,0.0,0.0,25,0.021391206795514064,26.026623999999998,-0.6082122620147592,46827.38461538462,119522.33333333333,2,0.006035677943284169
EARN,11.77,Ellington Residential Mortgage REIT,29.692333,0.8597739999999999,0.397409,1786000.0,0.1142,0.0,0.0,-3953000.0,-2.9264,0.0,0.0,792000.0,-0.6062,0.0,0.0,6340000.0,-0.0432,0.0,0.0,66,0.077853141002937,14.231363636363636,0.25129740413786955,1719862.8181818181,1374463.6666666667,5,0.06250366183932528
EAE,23.25,Entergy Arkansas Inc,6.811186999999999,0.38395300000000004,3.413502,82556000.0,1.1415,0.0,0.0,36255000.0,1.5346,0.0,0.0,-5648000.0,-2.456,0.0,0.0,92638000.0,-0.159,0.0,0.0,65,0.07877351372952968,23.302776923076923,-0.5959590459620115,155829.15151515152,385676.625,5,0.054578415013040595
DSXN,25.29,Diana Shipping Inc,0.0,3.270623,-5.105651,1956000.0,1.0821,53445000.0,0.4157,-3052000.0,0.8847,48365000.0,0.5458,-437000000.0,-17.7879,48937000.0,0.7466,-24493000.0,0.6872,43920000.0,0.6193,42,0.09997123338657253,23.387754761904755,-0.1785829791232733,135698.95238095237,165201.04761904763,3,0.06524783541640637
DLB,69.86,杜比,77.090451,3.292578,0.8989440000000001,83288000.0,0.0932,317000000.0,0.0385,70765000.0,0.395,301000000.0,0.1267,-81478000.0,-2.5208,288000000.0,0.0809,21940000.0,-0.0888,242000000.0,0.0388,165,0.24601496790313868,40.674787878787875,-0.2664605392334654,8802128.228915663,11999529.268292682,13,0.1946191817076013
DCT,66.28,DCT工业信托,52.106837,3.1522930000000002,1.272002,25288000.0,-0.4186,0.0,0.0,50942000.0,2.2264,0.0,0.0,22215000.0,0.0717,0.0,0.0,26980000.0,0.6462,0.0,0.0,143,0.16212142868954182,34.22552447552447,0.41918150071176924,18020576.805555556,12697866.197183099,11,0.12259342901920185
CPAC,10.05,Cementos Pacasmayo S.A.A.,26.763601,3.506245,0.37551,23452000.0,0.1029,288000000.0,0.0231,29792000.0,0.3735,315000000.0,0.1281,-895000.0,-1.0852,328000000.0,0.0355,38571000.0,-0.11,335000000.0,0.067,81,0.164680593397006,10.260585185185187,-0.5157492101438304,426890.0731707317,881547.5,6,0.11607704996515054
COTV,44.74,"Cotiviti Holdings, Inc.",25.729353,3.4938860000000003,1.7388700000000001,16575000.0,-0.214,177000000.0,0.0587,53927000.0,0.9991,219000000.0,0.3678,70668000.0,1.7941,177000000.0,0.0525,19472000.0,3.2487,174000000.0,0.1149,30,0.20007860891817486,35.493,0.23945424985448627,9302131.0,7505021.666666667,2,0.12348296306369745
CLNC,22.86,Colony NorthStar Credit Real Estate Inc. Class A,0.0,0.9776600000000001,-0.286808,15874000.0,-0.5089,0.0,0.0,-2401000.0,-1.075,0.0,0.0,-13996000.0,0.0,0.0,0.0,31821000.0,0.0,0.0,0.0,9,0.01488398865464762,20.308888888888887,0.1623258087493336,10277124.4,8841862.0,0,-0.005407246325348465
CIM,18.59,奇美拉投资,6.155849,0.952464,3.019892,118000000.0,0.0269,0.0,0.0,239000000.0,0.46799999999999997,0.0,0.0,108000000.0,-0.5151,0.0,0.0,139000000.0,-0.1943,0.0,0.0,132,0.1499097687095963,20.38939393939394,-0.23711286999174572,27303072.681818184,35789137.878787875,11,0.11275189115717349
CIC,9.9,Capitol Investment Corp. IV,0.0,23.606332000000002,-0.055928,1020200.0,203.0287,0.0,0.0,955400.0,0.0,0.0,0.0,-994100.0,0.0,0.0,0.0,-167000.0,0.0,0.0,0.0,13,0.015290114556328236,9.781461538461539,-0.556918121897757,461686.0,1041988.0,1,-0.00972526051006225
CHKR,1.675,Chesapeake Granite Wash Trust,6.188838,2.9371169999999998,0.26660900000000004,2193000.0,-0.3775,3154000.0,-0.2709,3680000.0,0.1511,3682000.0,0.0202,3073000.0,0.0223,3307000.0,0.015,3518000.0,0.3667,3754000.0,0.4844,84,0.28021391336340556,8.89891666666667,-0.5519604394755708,2541532.1428571427,5672561.904761905,7,0.19432149397972917
CBS.A,57.08,哥伦比亚广播,15.190563000000001,9.904908,3.757596,400000000.0,5.8966,3466000000.0,0.0642,511000000.0,3.0278,3761000000.0,0.125,-41000000.0,0.6372,3921000000.0,0.1146,592000000.0,0.2385,3171000000.0,0.0282,156,0.2892317489552269,38.1580108974359,-0.9707941984422743,116513.02564102564,3989379.487179487,13,0.203123005271723
BSMX,7.68,桑坦德银行墨西,18.720558999999998,8.164773,0.40971,5171000000.0,0.1219,0.0,0.0,4727000000.0,0.0458,0.0,0.0,4481000000.0,-0.1593,0.0,0.0,4066000000.0,0.040999999999999995,0.0,0.0,74,0.14947220166965217,10.536621621621618,-0.20755631215035436,30787642.72972973,38851521.18918919,6,0.10808151583289084
BSM,18.43,"Black Stone Minerals, L.P.",36.862296,4.826047,0.499155,28690000.0,-0.4704,131000000.0,0.5038,41957000.0,-0.3187,126000000.0,0.4316,19360000.0,3.6572,98947000.0,0.3205,22034000.0,-0.413,86408000.0,0.0568,42,0.12751303865826624,16.666666666666664,-0.3657022623844659,3062866.9523809524,4828752.761904762,3,0.08050248841146358
BPK,15.06,BPK信托,84.85798100000001,0.9978,0.177473,891700.0,-0.3964,0.0,0.0,891700.0,-0.3964,0.0,0.0,520000.0,1.4536,0.0,0.0,520000.0,1.4536,0.0,0.0,205,0.1114006634796479,15.392415121951228,0.35298038916673763,628131.7572815533,464257.8431372549,17,0.08897295460855346
BLH,14.9148,BLH信托,139.06962099999998,0.997849,0.10724700000000001,189600.0,-0.4078,0.0,0.0,189600.0,-0.4078,0.0,0.0,5230.0,1.0185,0.0,0.0,5230.0,1.0185,0.0,0.0,205,0.10860907102756619,15.266095121951222,0.18063633523351236,134666.6213592233,114062.74509803922,17,0.08586746514909716
BKHU,63.57,Black Hills Corporation,14.509767000000002,1.865747,4.381187000000001,24740000.0,-0.0226,0.0,0.0,137000000.0,0.7048,0.0,0.0,61300000.0,1.8626,0.0,0.0,31598000.0,0.7668,0.0,0.0,36,0.07849331217867288,66.7198027777778,-0.1436231538356943,969545.6666666666,1132148.388888889,3,0.051412218237246725
BJZ,14.9141,BJZ信托,93.125235,0.9983709999999999,0.160151,351900.0,-0.3166,0.0,0.0,351900.0,-0.3166,0.0,0.0,163200.0,1.9102,0.0,0.0,163200.0,1.9102,0.0,0.0,205,0.1309764077551053,14.962305365853668,0.09891821005718722,214367.6990291262,195071.568627451,17,0.10143632621635675
BJJN,50.92,Barclays iPath Bloomberg Nickel Subindex Total Return,0.0,0.0,-0.39899999999999997,150000000.0,1.3452,0.0,0.0,150000000.0,1.3452,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,10,0.025893741970173773,55.40554000000001,1.3020224417120205,20556.6,8929.8,0,-0.011463088230837078
BIO.B,297.6692,Bio-Rad Laboratories Inc Cl B,11.559186,1.914438,25.751745,268000000.0,52.2359,576000000.0,0.1412,657000000.0,51.9102,552000000.0,0.1029,77408000.0,4.4108,620000000.0,0.0857,27393000.0,0.4883,535000000.0,0.0516,252,0.15257163421705724,88.4862746031746,-0.04106592325352576,4640.936507936508,4839.68253968254,21,0.12211895042514169
BBDO,6.2,Banco Bradesco SA,9.525507000000001,0.333757,0.650884,4568000000.0,0.1598,0.0,0.0,4527000000.0,0.1025,0.0,0.0,3599000000.0,-0.0054,0.0,0.0,3015000000.0,-0.0726,0.0,0.0,80,0.22394018802791485,7.635482499999999,1.2237046086142724,140070.375,62989.65,6,0.1755607948773559
BALB,48.63,Barclays iPath Bloomberg Cotton Subindex Total Return,0.0,0.0,-0.39899999999999997,150000000.0,1.3452,0.0,0.0,150000000.0,1.3452,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,-212000000.0,-1.3735,0.0,0.0,10,0.030089187815671728,51.130990000000004,0.8707767257457931,36711.0,19623.4,0,-0.008007869107172482
ARCO,6.8,Arcos Dorados Holdings,15.11176,3.5981050000000003,0.446672,1106000.0,1.2737,754000000.0,-0.055999999999999994,563000.0,-0.9862,850000000.0,0.0875,69328000.0,2.2727,897000000.0,0.1112,23533000.0,14.3256,842000000.0,0.0861,91,0.2701315250481349,10.21758241758242,-0.5030005884824865,12192360.847826088,24531942.222222224,7,0.2095579824945798
AMOV,16.42,America Movil,0.0,6.221176,-0.06392,1286000000.0,-0.9157,257068000000.0,0.0306,18239000000.0,-0.5038,253422000000.0,-0.0406,-11621000000.0,-1.2974,263859000000.0,-0.0203,-8237000000.0,-3.4184,244189000000.0,-0.0221,213,0.15157002237508949,16.81956150234742,-0.5742938649090431,157813.28037383177,370709.43396226416,17,0.1364583560138076
AMBO,5.88,安博教育,11.691627,3.360114,0.5029239999999999,33169000.0,0.4808,150000000.0,0.1677,-6969000.0,0.5641,105000000.0,0.3652,21192000.0,2.1301,144000000.0,0.1,18322000.0,2.7935,94346000.0,0.0428,5,-0.03427433725622597,5.5744,-0.9262351947942148,182348.0,2472019.0,0,-0.03427433725622597
AKO.A,20.04,Embotelladora Andina S.A.,15.499127,0.002123,1.2929760000000001,10944000000.0,0.1582,374077000000.0,-0.077,45723000000.0,0.0457,475891000000.0,-0.0509,44603000000.0,0.2133,524298000000.0,0.01,21223000000.0,0.2991,417902000000.0,-0.0117,252,0.18452477558909117,16.99380119047619,-0.7934481988041524,111503.05555555556,539830.9523809524,21,0.1556509954000531
AJXA,25.65,Great Ajax Corp,16.773322,0.0,1.5292139999999999,8213000.0,0.1564,0.0,0.0,8322000.0,-0.0432,0.0,0.0,6638000.0,0.0769,0.0,0.0,7716000.0,-0.0217,0.0,0.0,19,0.016304545368776336,25.357561789473685,-0.5405919952797719,155724.0,338966.6666666667,1,0.0006708478080112203
AIZP,112.6,"Assurant, Inc.",12.673705,0.0,8.884537,67000000.0,-0.4426,0.0,0.0,106000000.0,-0.2629,0.0,0.0,313000000.0,8.9968,0.0,0.0,-57300000.0,-1.3968,0.0,0.0,8,0.013814123990107785,110.27625,-0.7861031445298585,207914.0,972029.25,0,0.0005500267769308382
AIY,25.44,Apollo Investment Corp,63.599999,4.0175160000000005,0.4,13250000.0,-0.5396,0.0,0.0,20627000.0,1.5617,0.0,0.0,5833000.0,-0.4833,0.0,0.0,31787000.0,-0.2269,0.0,0.0,65,0.0662185823527041,25.137590769230766,-0.5454074170100864,186202.72727272726,409603.53125,5,0.04493566405593997
AGM.A,73.58,联邦农业抵押贷款,10.383208999999999,1.398148,7.086441000000001,29636000.0,0.4363,0.0,0.0,25819000.0,0.1792,0.0,0.0,20006000.0,-0.3051,0.0,0.0,21782000.0,0.109,0.0,0.0,233,0.4958454733110458,24.86611030042919,-0.18111909883055027,16225.136752136752,19813.793103448275,19,0.35355807991503924
AEUA,32.89,Anadarko Petroleum Corp,42.774281,2.035766,0.7689199999999999,17000000.0,1.0509,3168000000.0,0.3096,174000000.0,1.6327,3026000000.0,0.0442,1039000000.0,3.2987,3042000000.0,0.1804,-641000000.0,0.1419,2610000000.0,0.1595,41,0.07838819550141861,37.84763658536587,-0.19971301402541283,802934.0952380953,1003307.7,3,0.05471794784233296
AED,25.72,Aegon NV,18.839509,1.8848369999999999,1.365216,246000000.0,-0.6103,0.0,0.0,246000000.0,-0.3505,0.0,0.0,967000000.0,0.5472,0.0,0.0,494000000.0,0.4402,0.0,0.0,156,0.3313509885956942,22.937210897435904,-0.5357107866651828,620435.6282051282,1336312.8205128205,13,0.21885562039379555
SUN,28.18,太阳石油,0.0,2.538966,-0.0404,68000000.0,1.3063,4541000000.0,0.6775,-315000000.0,-316.0,3708000000.0,0.3381,232000000.0,1.3966,4346000000.0,0.0776,138000000.0,2.0667,2516000000.0,0.1807,74,0.1408393183752357,34.20621621621623,3.3792342716300143,11619545.621621622,2653328.1621621624,6,0.11177844155029938
VAC,118.35,Marriott Vacations Worldwide,16.098931,5.221984,7.338686,10761000.0,-0.7767,357000000.0,0.0416,35981000.0,0.2901,319000000.0,0.0676,108000000.0,1.1684,334000000.0,-0.1602,40762000.0,0.5206,339000000.0,0.2313,84,0.16450990073518532,71.76595238095236,0.2610916994498176,5852582.452380952,4640885.714285715,7,0.13088949734085115
DUKB,24.9,Duke Energy Corporation,0.0,0.0,0.0,502000000.0,-0.2714,0.0,0.0,622000000.0,-0.1325,0.0,0.0,703000000.0,4.1667,0.0,0.0,955000000.0,-0.1914,0.0,0.0,2,-0.055152193713982965,24.315,-0.7202841386780268,709659.0,2537071.0,0,-0.055152193713982965
SSWN,25.42,Seaspan Corporation 6.375% Notes due 2019,23.29138,1.284418,1.091305,68013000.0,1.4046,282000000.0,0.3766,67716000.0,0.6919,225000000.0,0.1165,58553000.0,39.6054,214000000.0,0.0056,48377000.0,1.2629,211000000.0,-0.0616,55,0.042551113991462726,25.18465090909091,1.0658056956087492,649082.5,314203.0740740741,4,0.028199624051806624
BLL,44.43,波尔,34.402896000000005,3.925047,1.290153,120000000.0,0.2,3101000000.0,0.0862,125000000.0,0.7857,2785000000.0,0.1262,159000000.0,2.0,2747000000.0,0.0884,51000000.0,0.5,2908000000.0,0.0567,252,0.13707824235165375,16.113949206349204,-0.120925311981541,54087805.07936508,61528111.11111111,21,0.11151528189380167
LNT,43.01,美国联合能源,20.597924,2.358288,2.093172,100000000.0,0.0647,0.0,0.0,121000000.0,0.2042,0.0,0.0,93800000.0,0.496,0.0,0.0,169000000.0,0.3146,0.0,0.0,252,0.1207193246608781,20.743452380952377,0.9714279837924633,25260232.198412698,12813165.07936508,21,0.1024532101493853
VVC,71.36,埃文斯威市电力,28.421335,3.1857189999999997,2.511863,22200000.0,-0.4096,0.0,0.0,63500000.0,0.1462,0.0,0.0,61200000.0,-0.1207,0.0,0.0,61900000.0,0.0081,0.0,0.0,252,0.1251730298697171,32.427857142857164,1.586056588555046,7710122.476190476,2981420.634920635,21,0.10505151771434107
B,72.22,巴恩斯,58.653705,3.084906,1.225839,49429000.0,0.0978,375000000.0,0.0297,38818000.0,0.0134,367000000.0,0.0727,-59248000.0,-2.6138,373000000.0,0.1508,35333000.0,-0.0406,357000000.0,0.1463,252,0.19247016471700748,23.979880952380967,0.7670606132188813,6215917.595238095,3517659.523809524,21,0.15936518031420657
PSB,129.615,PS Business Parks,22.721707000000002,4.407145,5.700716000000001,102000000.0,1.3171,0.0,0.0,71525000.0,0.5207,0.0,0.0,45477000.0,0.1488,0.0,0.0,42631000.0,0.0933,0.0,0.0,252,0.11229053268444007,58.29765873015875,0.8891553482109228,1986463.3412698412,1051508.7301587302,21,0.1046091201385659
ENR,62.49,劲量控股,29.736326000000002,77.700731,2.0897,23800000.0,-0.0442,393000000.0,0.0559,7800000.0,-0.8337,374000000.0,0.0429,60400000.0,-0.3682,573000000.0,0.0245,34100000.0,0.5787,465000000.0,0.0756,228,0.1918547200867747,60.22364035087717,0.2580258356614679,12480371.105263159,9920600.0,19,0.16590386084670491
PLT,59.88,缤特力,0.0,6.349941,-0.172076,14471000.0,-0.2314,221000000.0,0.0852,9854000.0,-0.4951,216000000.0,0.0344,-49504000.0,-3.2278,227000000.0,-0.0275,19953000.0,-0.0254,210000000.0,-0.0272,252,0.248465026671973,33.42601904761903,-0.2867460627886099,5885989.428571428,8252305.555555556,21,0.1971787921450968
NFG,56.23,National Fuel Gas Co,12.116676,2.515593,4.655567,63025000.0,0.0554,0.0,0.0,91847000.0,0.0287,0.0,0.0,199000000.0,1.2344,0.0,0.0,45576000.0,0.2137,0.0,0.0,252,0.15001122975351056,41.963888888888846,0.6291464263120697,9420046.587301588,5782197.619047619,21,0.1275302317671512
LTC,44.4,LTC房产,13.596531,2.203078,3.2751,68936000.0,1.7165,0.0,0.0,20359000.0,-0.0536,0.0,0.0,19834000.0,-0.0403,0.0,0.0,20616000.0,-0.0801,0.0,0.0,252,0.13568460723664263,25.4270238095238,0.8414440724750161,3532597.0793650793,1918384.126984127,21,0.12475985120857223
HST,21.21,美国豪斯特酒店,23.837079,2.204355,0.89,211000000.0,-0.0047,0.0,0.0,256000000.0,0.5901,0.0,0.0,93000000.0,-0.2734,0.0,0.0,105000000.0,-0.0278,0.0,0.0,252,0.28922279317517224,15.217142857142854,3.7787149406496434,169841426.53174603,35541234.12698413,21,0.19220580512903218
SACH,4.2027,Sachem Capital Corp.,8.62161,1.167672,0.48703199999999996,2210200.0,1.3103,0.0,0.0,1972600.0,1.1997,0.0,0.0,1689500.0,1.0515,0.0,0.0,1317900.0,0.9533,0.0,0.0,21,0.04670048542998383,4.309523809523808,0.22603445638096087,677020.2727272727,552203.3,1,0.017297046664395105
