code,name,pe,pb,eps,count,end,max,mean,min,price_end,price_middle,price_start,start,std,volume_end,volume_start,year
DGBP,Citigroup Global Markets Holdings linked to the VelocityShares Daily 4X Long USD,0.0,0.0,0.0,10.0,28.89,28.89,23.997989999999998,19.62,27.1475,22.259966666666667,21.536666666666665,25.2,3.3045386231834404,5843.8,6024.0,0.0
VEC,Vectrus Inc,5.708049,1.810874,5.656924,49.0,32.5899,37.24,26.844487755102044,15.23,31.734111764705887,23.475000000000005,25.018750000000004,23.09,5.037933734744858,1974562.52,1838887.4583333333,4.0
MOH,Molina Healthcare Inc,0.0,5.143977,-1.315907,183.0,137.5,138.0,35.10907103825137,11.695,61.48983606557378,21.876967213114753,21.96040983606557,13.565,22.88690610611907,15805110.195652174,6710217.582417582,15.0
GRU,AB Svensk Exportkredit ELEMENTS,0.0,0.0,0.0,128.0,3.37,10.7,5.650783593750002,3.344,3.9527976744186044,6.34593023255814,6.677499999999999,9.87,1.6396512930977312,120487.328125,853859.375,10.0
GNE,Genie Energy Ltd Cl B,34.753827,2.090239,0.157105,84.0,5.26,16.8,7.832857142857149,4.16,5.786428571428572,8.921428571428573,8.790714285714289,8.15,2.2997352238524944,1523708.7142857143,1252230.9523809524,7.0
HCFT,Hunt Companies Finance Trust Inc,0.0,0.757422,-0.350771,67.0,3.51,15.1,7.617462686567166,2.83,4.189565217391304,7.037727272727272,11.780909090909091,14.5,3.5094924709834663,2683559.794117647,2085318.3636363635,5.0
PHI,菲律宾长途电话,35.103702,0.050392,0.748639,253.0,26.565,75.84,38.79733201581026,4.2,51.18076470588234,48.1697619047619,16.894047619047626,25.25,20.07851349238611,2357628.1417322834,4120054.761904762,21.0
UAA,安徳玛公司A类股 ,0.0,4.972263,-0.172591,155.0,20.53,49.665,15.900725806451614,1.8,30.572980769230767,12.386778846153847,4.523627450980392,3.8125,13.260411864109773,114729901.64102565,175389610.38961038,12.0
XRT,零售指数ETF-SPDR标普,0.0,1.1489129999999999,-1.289556,148.0,52.09,52.09,21.731385135135127,4.6,40.331500000000005,15.898775510204084,8.584285714285715,9.265,14.796108375797637,158514406.02702704,585643194.5945946,12.0
CADE,Cadence Bancorporation,17.792391000000002,1.7104560000000002,1.597874,18.0,28.18,29.23,25.683333333333337,20.84,28.495000000000005,26.418333333333333,22.136666666666667,22.05,2.9210433269034297,16441870.888888888,4947221.555555556,1.0
AEO,美鹰服饰,23.052207,4.155762999999999,1.23242,253.0,26.27,32.38,13.907522134387346,1.3704,16.54294117647058,18.170624999999998,6.97762619047619,1.0681,6.47337977038664,97794675.29133858,97377349.6031746,21.0
TWM,罗素2000指数两倍做空ETF,0.0,0.0,0.0,137.0,13.23,1708.64,340.63072992700745,13.04,28.739347826086963,116.99999999999996,888.0533333333337,1100.8,447.1022488343113,23010017.15942029,10473082.352941176,11.0
DLNG,Dynagas LNG Partners LP,32.146831,1.403434,0.274055,59.0,9.02,24.25,15.540508474576267,7.73,12.061,13.769499999999999,21.067368421052628,17.0,4.666354415397459,3205785.8333333335,2218750.5862068967,4.0
NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares,0.0,0.0,0.0,38.0,52.1744,92.32,42.636021052631584,17.57,65.58224615384616,34.474761538461536,26.618974999999995,39.81,19.933861999258717,823643.3684210526,35186.73684210526,3.0
IRS,IRSA Inversiones y Representacio,2.024025,0.294414,7.756819999999999,253.0,14.7208,39.0591,14.69386007905138,3.15,15.331538823529414,11.952738095238091,16.78971190476191,39.2798,7.315713290876881,1418831.6929133858,1520498.6825396826,21.0
SAH,索尼克汽车,9.902341999999999,1.180432,2.19645,251.0,21.85,38.45,18.019721115537866,1.43,20.897857142857138,17.307142857142864,15.82807228915663,5.815,6.736848708551526,9417222.404761905,5589564.0,20.0
CRI,卡特,16.771331,6.0289410000000005,6.268435,180.0,105.82,120.3,50.57197222222223,12.725,92.01133333333333,38.11666666666667,21.587916666666676,12.025,32.7459810852242,13576178.888888888,13524797.777777778,15.0
DNO,United States做空石油ETF,0.0,0.0,0.0,109.0,44.651,92.15,49.17757798165136,30.48,65.12327027027027,40.72666666666667,41.23986111111111,52.28,14.919106440024148,302572.0,474405.55555555556,9.0
SKX,斯凯奇,24.303659,2.364182,1.203934,232.0,29.55,50.15,11.241865948275866,1.23,21.99956923076923,7.150693506493507,4.435624675324676,3.5,10.37981635404631,56985679.47413793,24069791.379310343,19.0
UA,安徳玛公司,0.0,4.558294,-0.359532,30.0,18.95,40.8,21.56466666666667,11.53,16.758,16.595,31.340999999999998,41.61,8.325332232506353,82882569.33333333,54947966.93333333,2.0
SDS,标普500两倍做空ETF,0.0,0.0,-22.22464,97.0,33.7,473.6,150.66051546391748,33.55,54.17181818181818,106.39999999999996,294.42499999999995,551.36,114.56125066941209,64393586.346938774,40387689.0625,8.0
JILL,J.Jill Inc.,4.393193,1.2845950000000002,1.354368,19.0,5.96,14.1,8.863684210526316,4.42,6.7,7.87,12.381666666666666,12.75,3.009084782466286,10540780.1,10120350.666666666,1.0
RH,Restoration Hardware Holdings,106.171304,391.379877,1.472526,71.0,152.06,159.0,70.77619718309856,27.02,78.40625,71.495,62.064347826086944,32.05,30.12643269224824,37233962.55555555,13721835.285714285,5.0
HTZ,赫兹,3.647324,1.550042,5.346385,143.0,16.845,117.4612,55.743497202797194,10.21,41.94978958333334,74.81778125000001,50.350568085106374,59.625,28.978576271700803,59059855.30555555,17739150.549295776,11.0
EHIC,一嗨租车,46.959112,1.43854,0.27066100000000004,47.0,12.259,15.27,11.271893617021279,8.16,11.5918125,10.431249999999999,11.827333333333335,12.0,1.531722194048575,2527123.1666666665,3268458.304347826,3.0
NGL,NGL Energy Partners LP,0.0,0.83426,-1.860239,89.0,11.525,43.34,22.790617977528086,7.52,15.189499999999997,29.083999999999996,24.143448275862077,21.0,8.811604042791862,17406605.31111111,3080277.272727273,7.0
GLOG,GasLog,68.340361,1.498969,0.24656,79.0,16.75,31.89,15.955443037974684,7.47,16.513703703703705,17.01269230769231,14.318461538461538,12.5,4.589052971256246,11069237.2,11371048.717948718,6.0
LAD,利西亚车行,8.435503,1.788862,10.170111,253.0,85.88,124.96,37.31019762845848,2.25,76.08364705882353,17.451190476190487,17.93416666666666,11.63,33.27554685668714,6110682.228346457,1644963.492063492,21.0
EWV,ProShares UltraShort MSCI Japan,0.0,0.0,0.0,131.0,27.69,425.24,127.66219541984727,24.0,39.54562727272728,100.89227272727273,245.22046511627897,293.4,101.95088562938673,172387.18181818182,122047.69230769231,10.0
MPLX,MPLX LP,20.605570999999998,4.224691,1.764086,72.0,35.26,82.2,42.82541666666667,25.94,35.16208333333333,50.493750000000006,42.82041666666667,25.5,14.285469909252868,33359594.083333332,3329319.0555555555,6.0
EBR.B,巴西电力,0.0,0.126379,-0.238855,190.0,4.45,19.34,8.538750526315793,2.04,4.762696875,13.590634920634923,7.322857142857139,5.9,4.672472224480816,3803681.2,1545347.3684210526,15.0
JMEI,聚美优品,0.0,0.432225,-0.037939999999999995,53.0,1.96,30.57,9.377547169811319,1.91,2.6755555555555555,5.822222222222221,20.23823529411764,27.25,8.567288617324616,22684647.740740743,34309510.57692308,4.0
PK,Park Hotels & Resorts Inc. ,15.845585,1.131672,2.061142,21.0,33.19,33.45,28.38619047619048,25.54,30.93857142857143,27.984285714285715,26.235714285714288,30.21,2.4994668955408796,36525753.81818182,43026634.4,1.0
FFG,FBL金融,10.554250999999999,1.637449,7.655683,253.0,80.75,81.7,33.86612648221344,3.03,53.71788235294118,27.21261904761905,20.43154761904761,16.065,17.941716774303835,1140472.6692913387,549592.0634920635,21.0
TPC,Tutor Perini,8.520067999999998,0.581086,2.359136,253.0,20.15,61.58,17.85889328063242,2.88,21.08505882352941,25.881785714285712,6.57142857142857,7.0,11.266451373351309,7216135.834645669,2384200.793650794,21.0
ORN,Orion Marine Group,22.713163,1.0563850000000001,0.38656,113.0,8.44,22.36,9.83858407079646,3.59,6.865263157894737,9.775263157894738,12.957297297297302,17.52,4.182420665129364,2625788.263157895,4234810.714285715,9.0
JAG,Jagged Peak Energy Inc.,852.868514,3.4772830000000003,0.014972999999999998,21.0,12.98,15.78,13.498571428571429,11.14,13.43142857142857,13.781428571428568,13.282857142857141,14.1,1.061194071385087,25387468.818181816,16894089.2,1.0
KRP,Kimbell Royalty Partners LP,0.0,2.793536,-3.058103,20.0,22.8337,22.8337,18.953685,15.69,21.23052857142857,17.11285714285714,18.445,18.06,2.411135942220683,498862.8,784690.9,1.0
MHLA,"Maiden Holdings, Ltd.",0.0,2.555515,-2.208473,28.0,19.4992,26.65,23.757882142857145,17.33,20.013910000000003,25.93017777777778,25.745555555555555,24.92,3.0438651818411513,332830.5,648077.2142857143,2.0
GME,游戏驿站,449.80160599999994,0.772138,0.036794,200.0,13.61,62.02,24.93827499999998,4.25,31.409850746268656,28.42014925373134,14.834015151515153,9.625,12.931984068934314,63495291.9,47470646.0,16.0
MUSA,Murphy USA Inc.,10.529713000000001,4.031921,8.167364,62.0,85.0,85.31,62.74564516129034,36.95,73.30238095238096,63.04714285714286,51.3445,38.0,12.58540901475779,8407023.903225806,7648740.935483871,5.0
DVP,Deep Value ETF,0.0,0.0,0.0,48.0,35.2114,35.7,27.21861875,20.21,32.6280625,25.110893750000002,23.9169,24.16,4.469046350918978,231240.29166666666,734658.0,4.0
ENB,安桥,30.468306,0.8688670000000001,1.166458,253.0,34.2725,52.33,22.497748221343866,4.625,41.17591176470589,19.346964285714286,6.748009523809524,4.4063,14.927465714779569,28197212.20472441,2462379.365079365,21.0
MLPY,Morgan Stanley Cushing High Inco,0.0,0.0,0.0,91.0,6.6,20.065,12.745048351648355,5.56,7.237361290322581,14.495373333333333,16.686000000000003,16.98,4.857401181367177,163310.5,232173.33333333334,7.0
DIVY,Reality Shares DIVS ETF,0.0,0.0,0.0,46.0,27.1068,27.4,24.944800000000008,22.7001,26.524512499999997,24.652566666666665,23.552006666666667,23.05,1.4628522893458669,285855.8695652174,317115.347826087,3.0
WAAS,Aquaventure Holdings Ltd,0.0,1.423794,-0.973289,24.0,17.78,24.53,16.577916666666667,12.17,15.322500000000002,14.763749999999998,19.6475,21.0,3.1055518016535526,1870509.9166666667,2751393.75,2.0
CRY,CryoLife Inc,0.0,4.612305,-0.15123399999999998,253.0,34.7832,41.34,11.156731225296438,2.2,12.40921411764706,7.241904761904764,13.804164285714275,9.1667,7.709951496760155,2861277.8582677166,3693017.4603174604,21.0
FRO,Frontline,0.0,0.79093,-1.8238290000000001,206.0,5.235,348.9,84.25045582524272,3.87,9.903115942028988,133.9231231884058,109.2879911764706,43.8435,84.23640006468055,9842069.699029127,3701329.3203883497,17.0
TPHS,Trinity Place Holdings Inc,0.0,2.992667,-0.092548,34.0,6.09,10.0,7.307347058823529,5.99,6.595833333333334,7.729090909090909,7.6617999999999995,6.0,1.1098475563447532,461778.82352941175,705128.2941176471,2.0
SDYL,UBS AG (London Branch),0.0,0.0,0.0,77.0,89.4436,89.4436,55.830975324675315,25.34,76.09326153846152,53.75693461538462,36.915200000000006,24.0,17.5476217126286,51935.92307692308,85750.0,6.0
TNC,坦能,81.92432600000001,4.513575,0.915479,253.0,75.3,81.35,35.84375494071145,9.37,59.68988235294118,28.701547619047624,18.855952380952377,17.405,19.558544222776675,1857309.8661417323,1056609.5238095238,21.0
RCS,RCS全球政府基金,10.520249,1.261344,0.922982,253.0,10.021,12.88,10.49759249011857,7.5,10.120834117647055,10.73797619047619,10.638452380952378,10.94,1.0895405916149756,2685715.3307086616,1525752.380952381,21.0
BHC,Bausch Health Companies Inc,0.0,2.312257,-4.6667440000000004,97.0,21.86,257.53,71.10474226804122,9.25,22.435151515151517,143.2153125,49.184687499999995,26.39,60.05795848408961,275303920.9591837,40963618.75,8.0
GOL,勒莫国航,0.0,-0.111999,-1.150642,172.0,5.11,74.14,21.134624418604663,1.1,6.419575862068965,17.45263157894737,39.78982456140351,18.8,18.680883012229188,16865135.127906978,9666454.65116279,14.0
FTSI,FTS International Inc.,1.510407,58.346602000000004,7.70653,8.0,11.035,20.32,15.740625,11.03,11.354999999999999,17.716666666666665,19.355,19.0,4.082900262505984,11105622.25,16500463.25,0.0
FAZ,三倍做空金融ETF-Direxion,0.0,0.0,-1824.386963,94.0,9.2,10041600.0,420940.38801063836,9.2,21.052812500000012,68.36967741935484,1276309.784612903,9635200.0,1722173.9114330208,30196280.936170213,11943713.489361702,7.0
XIN,鑫苑置业,9.296366,0.41204300000000005,0.46362200000000003,130.0,4.5101,14.23,4.362231538461538,1.75,4.684093181818182,3.6367441860465117,4.758372093023255,16.5,2.0381084151593485,5969018.430769231,6220821.538461538,10.0
EPV,ProShares UltraShort MSCI Europe,0.0,0.0,0.0,53.0,32.39,156.0,49.753811320754735,27.79,32.60009444444444,54.79501666666666,62.57882352941177,156.8,19.018565875507626,263249.0740740741,622606.1538461539,4.0
GES,Guess Inc,0.0,2.207385,-0.11449100000000001,253.0,24.81,53.03,19.12021739130435,1.775,22.48282352941176,30.016785714285703,4.821011904761905,4.53,13.711747405667856,26736382.133858267,10459715.07936508,21.0
ARES,Ares Management L.P.,24.274145,6.020474,0.865118,53.0,21.325,24.4,18.242735849056604,11.76,20.320833333333333,16.18,18.226470588235294,18.15,2.684415236071288,3971721.6296296297,1859030.5384615385,4.0
SFS,Smart & Final Stores,0.0,1.295985,-1.9620279999999999,49.0,6.9679,18.21,12.515671428571427,4.6,7.45105294117647,14.146875,16.265625000000004,12.0,4.173505961019663,9663106.44,4941513.833333333,4.0
BLD,TopBuild Corp.,12.914261,2.336288,5.334413,40.0,62.01,83.95,48.45375,26.78,71.25000000000001,41.82923076923077,30.528461538461542,22.75,18.781974676705595,5586062.05,8128150.65,3.0
BXC,布鲁林克斯,8.81126,27.446540000000002,4.143562,166.0,36.13,160.0,42.84495361445784,3.739,13.049326785714285,27.780000000000005,88.24727272727272,135.0,41.763520903345764,860651.0361445784,281380.7228915663,13.0
UGP,Ultrapar Participacoes S/A ADS,14.827020999999998,0.6224270000000001,0.696701,228.0,9.79,26.67,9.403066228070175,0.3837,21.202631578947372,6.193067105263157,0.8134999999999998,0.9783,9.68620464129245,11488044.587719299,13872661.315789474,19.0
VGR,Vector Group Ltd.,26.033994,-4.24425,0.607667,253.0,15.95,22.9569,11.41609169960474,1.6258,16.662169411764705,9.129526190476186,8.394126190476188,2.2252,5.170795787459165,13110325.763779528,5208107.119047619,21.0
PBYI,Puma Biotechnology Inc,0.0,40.905226,-5.595682,72.0,46.0,260.51,85.59180555555552,18.75,65.68333333333332,112.67166666666668,78.42041666666667,16.68,64.28879770829877,19061478.833333332,5853448.222222222,6.0
FPH,Five Point Holdings LLC,7.0239720000000005,2.643421,1.563218,17.0,10.775,15.61,13.187941176470588,10.775,11.435833333333333,13.753333333333336,14.612,15.2,1.548788900665139,4441056.111111111,3377618.875,1.0
UNG,天然气ETF-United States,598.631258,1.149138,0.039891,138.0,23.35,2015.04,304.9732608695653,22.26,33.74673913043478,101.58347826086953,779.5895652173912,1612.8,465.8802720118903,46000148.507246375,16995978.260869566,11.0
LPL,LG Display Co ADS,35.081145,0.264359,0.272226,171.0,9.4031,28.08,15.066450877192988,7.05,12.650580701754386,13.812807017543863,18.735964912280703,14.4,4.38595821018111,12167822.802325582,23925642.352941178,14.0
DRV,三倍做空房地产ETF-Direxion,9.597935000000001,0.0,0.92,62.0,8.78,74.06,24.003370967741944,8.67,11.236142857142857,18.799999999999994,42.872499999999995,21.53,16.626665446700986,1675935.5806451612,1113381.5161290322,5.0
SRTY,罗素2000指数三倍做空ETF-ProShares,0.0,0.0,0.0,104.0,20.9,5390.4,715.0153846153845,20.48,59.52514285714286,203.54685714285716,1916.2964705882353,6257.6,1157.051238703073,7143888.173076923,786937.0192307692,8.0
TREC,Trecora Resources,16.203389,1.730217,0.833159,52.0,13.95,15.1,12.508269230769233,9.62,12.827777777777776,11.48529411764706,13.192941176470587,11.87,1.4193808663429888,872454.4230769231,944174.0384615385,4.0
TZA,罗素2000指数三倍做空ETF,0.0,0.0,0.0,94.0,8.01,1161186.0,80388.12595212768,7.85,20.363125000000004,64.58145161290324,243671.9417580646,920682.0,212850.61357476228,136585854.40425533,33447244.702127658,7.0
NMM,Navios Maritime Partners,0.0,0.43875699999999995,-0.230318,131.0,1.98,21.29,11.22557251908397,1.12,3.5588636363636366,15.645909090909093,14.547441860465119,19.25,6.493835557405468,12881547.742424242,5208181.538461538,10.0
CWH,Camping World Holdings Inc.,30.528095,10.69315,0.671185,24.0,20.49,46.36,31.993750000000002,19.0,26.25375,39.77,29.957500000000003,23.75,8.2368275934578,26428629.0,9063812.916666666,2.0
TGS,Transportadora de Gas del Sur S.,10.92421,1.3740370000000002,1.20741,253.0,11.89,22.9,6.019015810276679,0.63,6.927423529411763,4.654880952380951,6.46392857142857,11.88,4.313244633636065,2256121.4881889764,958803.9682539683,21.0
BH.A,Biglari Holdings Inc.,23.533079999999998,4.02583,40.802139000000004,5.0,957.25,1070.0,982.558,950.0,957.685,963.71,1070.0,1148.1,49.92553575075584,3783.3333333333335,20144.5,0.0
SDOW,道指三倍做空ETF-ProShares,0.0,0.0,0.0,104.0,15.3,1243.04,250.48211538461555,15.18,38.815428571428576,125.24914285714289,597.2905882352943,1269.6,299.6141952891795,21850174.730769232,1460466.826923077,8.0
GFA,Gafisa建设,0.0,0.173091,-18.807478,139.0,5.54,301.2107,88.70992733812952,5.3,14.56561489361702,67.24804347826084,185.92795652173916,169.9535,83.49583986248395,1392670.2,3314946.579710145,11.0
LC,LendingClub,0.0,1.8659299999999999,-0.458028,46.0,3.64,25.3,8.332826086956524,2.69,4.28125,5.710666666666667,15.276666666666667,24.75,5.675491427784902,132394476.86956522,146416865.17391303,3.0
SIG,西格内特珠宝,0.0,1.930062,-1.7957040000000002,167.0,63.8,150.94,57.257664670658684,7.04,92.42750000000001,45.76035714285715,33.15472727272727,39.5,33.40661632660364,24467801.166666668,4263979.518072289,13.0
DF,迪恩食品,51.171308,1.151026,0.149107,253.0,7.48,43.4,19.120930434782597,6.76,15.39188235294117,24.211130952380955,17.804171428571422,12.6733,8.493187549632745,54699638.842519686,19767351.984126985,21.0
EUFX,ProShares Short Euro Fund,0.0,0.0,0.0,76.0,42.0512,45.1199,40.358198684210514,35.25,41.80531923076923,41.91739200000001,37.294000000000004,40.13,2.8750783019826742,86585.92105263157,79131.57894736843,6.0
AN,AutoNation,9.714311,1.6408919999999998,4.700282,253.0,45.1,64.33,27.38468379446639,6.0,48.619764705882346,20.077738095238104,13.20375,11.62,16.682544606338517,29068839.212598424,32640945.23809524,21.0
FGB,First Trust Specialty Finance,0.0,0.0,0.0,137.0,6.325,20.49,7.6687620437956205,2.54,6.638052173913043,7.778913043478263,8.609777777777778,20.01,2.8138045598528563,907509.768115942,773364.7058823529,11.0
SNR,New Senior Investment Group Inc,0.0,1.2620069999999999,-0.407147,48.0,6.28,19.1,10.863750000000001,6.28,8.175625,10.554999999999996,13.860624999999999,18.77,3.14854077987775,13824110.0,13196961.166666666,4.0
NXE,Nexgen Energy Ltd.,0.0,4.714215,-0.0747,17.0,1.905,2.56,2.1217647058823528,1.7,1.9366666666666665,2.1516666666666664,2.3080000000000003,2.47,0.25086065091295323,4907936.777777778,3231441.875,1.0
NGS,Natural Gas Services Group Inc,14.335301999999999,1.114198,1.534673,192.0,22.15,35.23,17.84213541666666,3.75,24.987187499999997,16.367343750000003,12.171874999999996,5.0,7.255020079815745,879403.75,2630069.7916666665,16.0
ENBL,Enable Midstream Partners LP Common Units representing limited,18.393806,1.0053590000000001,0.908458,54.0,15.46,26.19,16.081851851851855,5.8,15.40222222222222,12.769999999999998,20.073333333333338,22.9,4.393718532595796,6690992.962962963,5372275.148148148,4.0
EUO,欧元ETF-ProShares两倍做空,0.0,0.0,0.0,119.0,23.4475,27.12,21.24233193277312,16.69,23.761437500000003,19.79,20.14820512820513,24.75,2.96827649178501,11908762.416666666,28670737.288135592,9.0
TRK,Speedway Motorsports Inc,4.698218,0.762038,3.707789,253.0,17.9,43.63,23.999209486166006,11.82,18.501058823529416,26.341904761904754,27.220119047619043,22.44,8.105596254591596,1044614.7322834645,1663854.761904762,21.0
AAV,Advantage Oil & Gas Ltd,0.0,0.564016,-0.07,197.0,2.7657,20.92,8.298201522842634,2.32,5.113116666666668,6.245454545454545,13.616615384615384,7.4,4.643415043013207,5125534.717171717,8970800.0,16.0
ASPN,Aspen Aerogels,0.0,1.28956,-0.7849189999999999,52.0,4.7201,11.05,5.857501923076921,3.65,4.621672222222222,4.81,8.213529411764705,11.0,1.917210736981261,1155783.1923076923,1359514.1538461538,4.0
WEAT,Teucrium Commodity Trust,0.0,0.0,0.0,85.0,6.52,24.59,12.897115294117654,6.0,6.921586206896551,11.558171428571429,20.425000000000004,24.57,6.031126579186352,3077862.2325581396,522521.4285714286,7.0
FINZ,ProShares UltraPro Short Financial Select Sector,0.0,0.0,0.0,75.0,7.02,300.0,63.75801466666669,6.81,12.387659999999999,43.024384,135.862,327.6,67.68413971500803,59506.78947368421,7885.135135135135,6.0
MNK,Mallinckrodt plc,2.048159,0.455992,17.322874,64.0,33.5805,129.44,60.54016406250002,13.0,32.72365909090909,79.23904761904761,70.98238095238095,43.2,29.21814225989533,54666921.875,30944532.46875,5.0
DUG,二倍做空石油与天然气ETF(ProShares),0.0,0.0,0.0,139.0,31.68,1417.5999,233.0432172661871,29.63,48.05398510638296,81.79456521739132,573.3026065217393,1383.0,301.4870049505718,2524084.8,7288088.405797102,11.0
ELP,Energy Company of Parana,4.568964,0.083204,1.033057,253.0,4.96,27.79,11.196916996047442,1.92,12.168117647058818,14.550714285714285,6.860357142857145,14.5,6.040130542074834,10206782.874015749,7847230.952380952,21.0
DSW,DSW鞋类专卖,31.870653000000004,2.2837330000000002,0.8584700000000001,160.0,33.09,44.83,21.378343750000013,4.355,25.863518518518518,26.520660377358496,11.666226415094343,12.0,9.913630374798972,30048743.15,17071870.0,13.0
BPT,BPT信托,7.258045,966.987578,4.0093440000000005,253.0,30.8,126.54,51.58754940711464,4.44,59.70882352941175,80.3275,14.629642857142859,17.38,35.937099396283806,3715719.023622047,2800893.6507936507,21.0
DCO,杜科蒙,24.150754,1.7822790000000002,1.618169,253.0,40.445,40.69,20.4036300395257,8.8,23.251705882352937,22.24452380952382,15.680754761904764,25.0,6.643783338554142,1356456.4960629921,649688.8888888889,21.0
VIPS,唯品会,12.294584,1.932378,0.559596,79.0,6.805,29.44,11.770949367088605,0.44,11.987222222222226,18.891923076923078,4.425384615384615,0.6,7.232574863162468,175458640.675,127396453.84615384,6.0
GASX,Direxion Daily Natural Gas Related Bear 3X Shares,0.0,0.0,0.0,34.0,19.0348,226.8436,45.20105588235294,17.19,22.882683333333333,30.06000909090909,84.68941818181817,152.72,50.848481834362666,480602.0588235294,703181.0588235294,2.0
MO,奥驰亚,10.592697,7.015086,5.549106,253.0,59.02,75.44,22.12584229249012,1.4385,49.82317647058823,13.241119047619044,2.9835011904761912,3.1385,22.383899043244554,214248013.51968503,2241154915.2777777,21.0
W,Wayfair,0.0,-58.963834,-4.054823000000001,47.0,136.8,136.8,54.45255319148938,19.56,87.68499999999999,40.928125,33.43066666666667,25.15,28.68724769468173,31813364.75,21924077.47826087,3.0
BITA,易车网,0.0,0.537493,-3.3111050000000004,95.0,22.6816,92.16,25.99275368421053,3.85,26.834737499999996,43.33124999999999,7.225806451612905,12.0,20.041374727286907,18504930.770833332,8010991.489361702,7.0
ECR,Eclipse Resources,0.0,0.789454,-0.186098,52.0,1.405,25.13,4.577571153846154,0.9487,2.0019444444444447,2.456982352941176,9.425294117647057,25.54,5.1802166241454755,19870964.192307692,23150211.692307692,4.0
SPXS,Direxion Daily S&P 500 Bear 3X,0.0,0.0,0.0,71.0,21.86,2648.75,442.17240000000004,21.72,36.941250000000004,94.94377083333336,1227.3478217391305,2711.25,756.6786051630536,37871547.75,6850273.857142857,5.0
NX,Quanex Building Products,19.165044,1.3983430000000001,0.8739870000000001,126.0,16.2,23.4,17.461825396825386,7.01,19.19452380952381,18.165714285714284,15.025238095238095,13.0,3.112764533540858,4190999.8571428573,5824515.873015873,10.0
I,Intelsat S.A. Series A mandatory,0.0,-0.8926569999999999,-1.9447020000000002,65.0,22.22,24.37,10.968615384615388,1.72,7.587272727272727,5.931363636363637,19.788095238095238,20.0,7.763783886764535,21994157.727272727,5262912.03125,5.0
MX,Magnachip Semiconductor,12.385214,-11.330599000000001,0.89623,91.0,10.875,21.53,10.96269230769231,4.58,8.965645161290322,11.166000000000002,12.823,14.0,4.137308391514431,7879488.804347826,5425451.111111111,7.0
OPY,奥本海默控股,9.90048,0.819064,3.358423,177.0,30.9612,54.56,24.140063276836155,8.7,21.380359322033897,21.088474576271192,29.951355932203377,34.3,8.153803723615498,761721.9662921348,611735.2272727273,14.0
AVLR,Avalara Inc,0.0,18.479841,-9.312075,4.0,37.73,53.37,41.6075,36.99,37.36,38.34,53.37,35.0,7.861070219760155,4966454.5,16558579.5,0.0
CSU,Capital Senior Living,0.0,3.715501,-1.033298,252.0,8.8,26.43,10.303174603174606,1.53,17.797976190476184,7.378571428571432,5.732976190476189,15.0,6.857355564640804,3630802.8492063493,1297315.0793650793,21.0
MCB,Metropolitan Bank Holding Corp.,15.323893,1.3926399999999999,2.7636580000000004,11.0,41.88,52.48,45.72818181818182,41.24,46.185,46.230000000000004,44.449999999999996,38.95,3.9764049546841123,782802.8333333334,2406789.8,0.0
GPI,汽车一组,7.079563,1.279444,11.092493,252.0,76.35,96.97,41.420000000000016,9.0,68.82392857142857,32.52428571428573,22.91178571428572,12.5,22.681031529343187,7085962.222222222,4198572.222222222,21.0
QID,纳指两倍做空ETF,0.0,0.0,-158.130005,147.0,35.46,5911.2,1335.671093197279,35.26,98.58306122448981,552.5281632653061,3355.9020551020412,5924.0,1626.1058968960308,16324355.878378378,6076689.726027397,12.0
WTTR,Select Energy Services Inc.,25.35042,1.7418169999999997,0.5061060000000001,18.0,13.16,18.24,15.005000000000004,12.15,14.323333333333332,15.983333333333334,14.708333333333334,14.9,1.6305583670127526,11735012.555555556,6641386.0,1.0
TTI,Tetra Technologies Inc,0.0,3.446182,-0.728406,253.0,4.545,30.28,8.953105138339918,1.4733,7.183470588235294,15.055654761904764,4.6412571428571425,4.6956,6.352436021055267,16797477.45669291,11111765.07936508,21.0
DY,戴康工业,20.404367999999998,3.1934810000000002,3.747727,253.0,82.37,116.71,31.356675494071172,4.62,54.01599999999998,17.825952380952376,21.95832023809524,8.9733,25.69104405563394,8535630.46456693,7817215.277777778,21.0
CPLG,CorePoint Lodging Inc.,16.983325,0.822744,1.2270860000000001,5.0,20.42,27.89,24.064,20.42,20.635,25.58,27.89,26.44,3.280553306989538,7319726.666666667,11122852.0,0.0
HMI,华米科技,16.096514000000003,2.975965,0.674059,8.0,10.98,11.6,10.425,9.01,10.436666666666666,10.153333333333334,10.815000000000001,12.0,0.9147833467158067,5244775.5,5986655.0,0.0
EUM,ProShares Short MSCI Emerging Ma,0.0,0.0,0.0,131.0,19.44,101.32,35.64297709923663,16.57,23.196363636363643,28.424090909090896,55.76581395348835,72.81,19.365025400474178,8694831.878787879,2406787.6923076925,10.0
SPXU,标普500三倍做空ETF,0.0,0.0,0.0,112.0,33.06,5879.2,824.4833928571427,32.84,80.02789473684209,316.11135135135135,2097.4313513513516,5925.6,1148.4516062908306,32012788.30357143,3625973.214285714,9.0
BPI,Bridgepoint Education,21.440175,2.388248,0.5946779999999999,114.0,11.87,25.71,13.522807017543855,5.84,8.914736842105263,12.762368421052631,18.891315789473683,10.5,5.322150824249206,3465035.01754386,8945098.245614035,9.0
