code,name,pe,pb,eps,count,max,mean,min,volume_end,volume_start,year
CYS,CYS Investments,59.629661,0.978657,0.12259,111,14.46,10.26864865,6.32,32677638.13,34518310.91,9
BXMX,Nuveen S&P 500 Buy-Write Income Fund,8.259672,1.004881,1.745832,45,14.46,13.27988889,12.09,4474384.043,4748759.273,3
LMB,Limbach Holdings Inc,0,1.634706,-0.495261,22,14.47,12.78340909,9.45,525554.9091,254529.3636,1
XCRA,Xcerra Corp,15.855074,2.198095,0.909488,51,14.48,8.626960784,5.48,11016517.69,6198842.36,4
ORC,Orchid Island Capital Inc.,0,1.01221,-0.04906,67,14.49,10.88626866,7,14527636.12,4413035.152,5
PW,Power REIT,23.532222,1.335665,0.257498,252,14.5,8.556124206,4.11,80020.21429,29700,21
NRE,挪宝新能源,24.363348,1.248809,0.567656,34,14.51,11.98676471,9.25,6676974.529,11177547.76,2
AJX,Great Ajax Corp,8.735931,0.856174,1.55221,43,14.53,13.35232558,9.94,975012.0909,1037314.333,3
SVM,希尔威,0,1.546857,-0.61,166,14.57,3.995346988,0.11,29586916.1,3354330.12,13
MGTA,Magenta Therapeutics Inc.,0,2.709928,-14.283933,3,14.6,13.95,13.5,1411920,5039973,0
PCYG,Park City Group,66.859092,4.210567,0.122646,59,14.6,10.66237288,7.35,1175794.1,1054104.655,4
FRBA,First Bank,23.265127,1.443798,0.616803,58,14.6,9.024568966,5.97,598882.5517,169072.8621,4
AROC,"Archrock, Inc",25.987316,2.117538,0.492548,34,14.6,10.66147059,3.99,21221043.18,15044672.41,2
UFAB,"Unique Fabricating, Inc.",13.657162,1.609089,0.618723,38,14.6,10.70907895,7.35,404367.1053,339102.2632,3
ACSF,American Capital Senior Floating Ltd,23.721922,0.959755,0.5164,56,14.62,12.01991071,8.07,1027210.536,1336228.893,4
OFS,OFS Capital Corporation,13.09082,0.902783,0.944937,70,14.63,12.55014286,10.24,1086671.2,754933.6,5
ISBC,投资者银行,23.557278,1.191118,0.54463,155,14.63,8.050290323,2.81,42452151.04,13121076.62,12
BORN,博润,1.04179,0.094143,1.055875,99,14.63,2.901527273,0.9832,1225871.28,6178502.041,8
CTSO,Cytosorbents Corporation,0,17.873988,-0.490414,45,14.65,6.795,3.84,3505919.087,2453912.182,3
PFLT,PennantPark Floating Rate Capital,14.929017,0.991228,0.917676,89,14.65,13.11808989,10.3,2930339.956,1239522.727,7
CORI,"Corium International, Inc.",0,13.849429,-1.546149,53,14.66,7.557075472,3.47,3645362.259,871771.7308,4
SPRO,Spero Therapeutics Inc.,0.289729,3.107212,38.553246,10,14.67,12.098,10.58,2249475.8,1472572,0
SINO,中环球船务,6.24302,0.558374,0.174595,124,14.68,2.44621129,0.5101,5861365.597,866503.2258,10
KOSS,高斯电子,0,2.08047,-0.46,252,14.69,6.034858333,1.31,393277.7619,202222.2222,21
SSFN,Stewardship Financial Corp,15.998586,1.195751,0.656308,244,14.6929,8.187672951,3.93,63497.19672,27784.93443,20
SYNC,Synacor,0,1.621586,-0.094256,79,14.7,3.291462025,1.33,4391513.075,7172048.718,6
CNHI,CNH Industrial N.V.,26.097966,3.499569,0.450993,60,14.7,9.678666667,6.26,34276177.67,21334364.4,5
RNGR,Ranger Energy Services Inc.,0,0.747541,-2.275815,13,14.7,10.17307692,8.14,625999.7143,1492206.333,1
HIMX,奇景光电,41.655801,2.506885,0.1534,150,14.71,5.5713,1,83663069.69,10731532,12
OCSI,Fifth Street Senior Floating Rate,0,0.884144,-0.072944,62,14.72,10.01774194,7.53,2588074.129,3333165.516,5
LPCN,Lipocine Inc,0,2.144999,-0.753278,54,14.72,5.836018519,1.18,7135110.333,3097709.778,4
HMTV,Hemisphere Media Group Inc.,0,2.33922,-0.854685,65,14.75,12.29938462,9.49,1375255.576,621780.2188,5
BNED,"Barnes & Noble Education, Inc",0,0.5695,-5.476429,38,14.75,9.318947368,5.18,7729378.316,6079358.684,3
DXLG,Casual Male Retail Group,0,1.556095,-0.326879,252,14.79,5.079563492,0.3,4919021.071,3049903.175,21
IF,Aberdeen Indonesia Fund Inc,6.831661,0.861081,1.04367,202,14.79,8.005266337,1.32,572111.5842,968972.2772,16
CHY,CHY基金,13.784179,1.133708,0.948914,74,14.8,12.35398514,9.49,4996673.486,3890356.757,6
PFO,弗莱厄蒂克伦兰保富成长基金,50.438821,1.059504,0.237113,252,14.8,11.1311496,3.93,607389.9841,436608.7302,21
SCWX,SecureWorks Corp,0,1.494381,-0.355509,29,14.81,11.25327586,8.08,2377795.133,3064705.929,2
ONE,精锐教育,0,11.566221,-1.424885,6,14.81,10.78166667,8.32,6437862.333,8055150.667,0
CPAC,Cementos Pacasmayo S.A.A.,27.961971,3.663241,0.37551,79,14.85,10.24781519,5.97,470762.775,865400,6
MFG,瑞穗金融,7.616345,1.080581,0.459538,142,14.88,4.946901408,2.6,8546411.268,8969630.986,11
CBAY,CymaBay Therapeutics Inc.,0,3.735024,-0.892202,51,14.89,5.786078431,1.09,13436901.88,3632431.28,4
ABDC,Alcentra Capital Corp,0,0.554415,-0.983416,52,14.9,11.48557692,6.07,1515140.731,900817.8077,4
PCM,PCM Fund,6.984292,1.116603,1.646552,252,14.9,11.86063929,5.13,698064.5317,356371.4286,21
CLAR,Clarus Corporation,76.834425,1.879598,0.135356,99,14.91,7.853282828,4.14,3098387.94,1883557.143,8
PNNT,PennantPark Investment Corporation,12.864736,0.852718,0.602422,137,14.97,9.249781022,2.95,8519142.232,5264979.412,11
STKL,SunOpta,0,1.864529,-0.62,252,14.98,5.901269841,0.59,7421323.881,5460456.349,21
NID,Nuveen Intermediate Duration Mun,0,0,0,69,14.98,12.86311304,11.17,2186540.571,3030892.765,5
RDNT,RadNet,0,7.79815,-0.127195,142,15,5.386901408,1.24,4845377.592,3218483.099,11
MGYR,Magyar Bancorp,39.704848,1.423036,0.311297,152,15,8.314515132,2.46,21515.93421,73352.63158,12
DRRX,Durect Corporation,321.055262,7.392626,0.004018,216,15,3.330219907,0.7,10298706.15,5410941.667,18
DMB,Dreyfus Municipal Bond Infrastructure Fund Inc,0,0,0,65,15,12.42566769,10.1,1302715.394,1466698.031,5
JRO,Nuveen Floating Rate Income Oppo,19.816358,0.889481,0.513717,170,15,11.63934235,5.07,3067375.341,171641352.9,14
NIQ,Nuveenn Intermediate Duration Qu,0,0,0,67,15,12.80873134,11.25,654990.9118,792798.4848,5
EGLT,Egalet Corporation,0,-0.368616,-0.47919,55,15.01,6.610136364,0.29,15344659.39,1565765.148,4
BTA,BTA信托,17.419008,0.933442,0.657902,151,15.01,11.53377483,6.8,842208.8421,851614.6667,12
ENPH,Enphase Energy,0,-15.79035,-0.192117,78,15.02,5.480132051,0.76,24560884.79,7761907.692,6
HYT,HYT基金,15.547074,0.880739,0.686946,184,15.02,11.75032609,6.14,6330073.609,2791210.87,15
ATEN,A10 Networks Inc,0,5.524686,-0.236628,54,15.04,7.482222222,4.08,9706946.259,8081579.667,4
CCN,CardConnect Corp.,0,-130.421522,-0.86,13,15.05,12.80692308,9.25,3592598,1212661.167,1
TGLS,Tecnoglass Inc,22.179374,2.463629,0.427875,57,15.05,10.63482456,6.73,663301.7931,283880.5714,4
FTF,Franklin Templeton Ltd Duration,12.407421,0.923682,0.917193,181,15.06,12.6079232,7.02,1705928.967,1429258.889,15
SE,Sea Ltd,0,21.603989,-3.167076,11,15.08,13.01181818,10.49,33110506.67,30477899,0
ATAI,ATA公司,0,4.577786,-0.343423,128,15.1,5.475403906,2.17,803426.5,389718.75,10
EGAN,eGain Communications Corporation,0,-41.400216,-0.055086,83,15.1,5.81186747,1.45,2292553.167,1523226.829,6
SMI,中芯国际,35.63251,0.937867,0.159405,174,15.1,5.200028736,0.98,3188511.552,5727151.724,14
JFR,JFR基金,18.684898,0.881382,0.544825,174,15.1,11.62681034,5.25,3973880.644,3274642.529,14
HCFT,Hunt Companies Finance Trust Inc,0,0.757422,-0.350771,66,15.1,7.67969697,2.83,2764108.758,2085318.364,5
TREC,Trecora Resources,16.203389,1.730217,0.833159,51,15.1,12.48,9.62,898378.0769,954820.6,4
DRIV,Digital River,0,0,-0.29,5,15.12,14.80856,14.51,135058,684040.5,0
JQC,Nuveen Credit Strategies Incom,23.804093,0.870082,0.333136,183,15.12,9.952021858,3.82,8490877.283,6780601.099,15
LOV,Spark Networks,0,7.315059,-2.910036,151,15.12,4.630899338,0.8399,1375025.947,608077.3333,12
OBSV,Obseva Sa,0,3.118792,-2.081492,20,15.14,10.97325,6.64,1349444.9,1244243.1,1
USX,Us Xpress Enterprises Inc,15.931803,3.327376,0.91264,3,15.14,14.34333333,13.1,5739504.5,13144254,0
CUE,"Cue Biopharma, Inc.",0,3.508763,-2.172509,8,15.15,12.3425,9.06,2107942,1881321.75,0
WIW,Western Asset/Claymore Inf-Lkd O,26.897243,0.877537,0.410451,175,15.15,11.91490914,9.7,2592051.648,3587087.356,14
VAM,Vivaldi Opportunities Fund,0,0,0,4,15.15,14.8937,14.65,10723,12265,0
SNDX,"Syndax Pharmaceuticals, Inc. ",0,2.376932,-3.021485,30,15.16,10.943,6.74,5471583.667,2472024.667,2
EURN,Euronav NV,6.589147,0.740806,1.29,44,15.18,9.978636364,7.1,12004925.55,15404789.36,3
VSTM,Verastem,0,5.441095,-1.763815,80,15.19,6.6305,1.12,16873818.48,2697372.5,6
LIND,Lindblad Expeditions Holdings Inc,166.146993,6.056637,0.090763,38,15.19,10.25578947,8.19,2159520.842,1939637.474,3
DHF,Dreyfus High Yield Strategies Fu,19.959326,0.926044,0.158823,245,15.19,5.083306122,1.94,5284547.195,4129051.639,20
HIX,Western Asset High Income Fund II,35.023275,0.859552,0.181308,244,15.19,9.818688525,4.83,5569615.738,3558949.18,20
CGO,CGO基金,9.074664,1.169145,1.681054,74,15.21,13.21627027,10.09,671127.7568,502702.7027,6
XS,Elkhorn S&P MidCap Consumer Staples Portfolio,0,0,0,19,15.22,14.34491579,14,0,2985,1
SPFF,Global X SuperIncome Preferred E,0,0,0,74,15.24,13.86242703,11.86,2484873.108,1532959.459,6
EHI,Western Asset Global High Income,250.163325,0.874808,0.036736,182,15.25,11.83515934,6.4,2390806.22,2000480.22,15
VSLR,Vivint Solar,3.04073,2.03165,1.726559,47,15.26,6.310638298,2.55,9365429.917,18185765,3
NKG,Nuveen Georgia Dividend Advantag,14.501433,0.831633,0.776475,192,15.27,13.37450313,9.35,293601.3125,151973.9583,16
EHIC,一嗨租车,46.959112,1.43854,0.270661,46,15.27,11.25043478,8.16,2636567.217,3268458.304,3
BDJ,BlackRock Enhanced Dividend Achi,7.281019,0.952539,1.303389,157,15.28,9.317770701,6,9541662.025,4407573.077,13
HCAP,Huntingdon Capital Corp,17.65087,0.883625,0.626598,64,15.29,12.95369375,10.22,536135.8438,391703.2813,5
RTIX,RTI医疗设备,1904.176929,1.673758,0.002442,217,15.3,6.359447005,2.12,4286678.22,4250861.111,18
ENX,Eaton Vance New York Municipal B,53.077615,0.872897,0.214403,193,15.3,13.26121762,8.84,667807.6804,476292.7083,16
BKCC,黑岩凯尔索资本,0,0.812622,-0.097566,135,15.33,9.230037037,3.75,8422886.441,6280056.716,11
LQDA,Liquidia Technologies Inc,60.451168,-0.025256,0.277414,2,15.34,13.15,10.96,907852,2031270,0
FCO,Aberdeen Global Income Fund Inc,17.211084,0.92041,0.471789,252,15.34,11.05506151,7.48,618575.8095,453451.5873,21
TLI,LMP Corporate Loan Fund,29.993947,0.884177,0.333734,176,15.35,11.70048295,6.09,709846.0682,656081.8182,14
WSCI,WSI Industries Inc,13.996984,1.138783,0.396514,252,15.38,4.267223413,0.99,308154.7937,427403.9683,21
MSD,MSD能源债务基金,8.553845,0.798572,1.026439,252,15.38,9.415296825,6.38,1482424.754,1351585.714,21
PMO,普特南市政债券成长基金,26.711498,0.92543,0.438388,252,15.38,12.23411468,8.73,1805042.183,526822.2222,21
DUC,达夫菲尔普斯债券信托基金,0,0.919394,-0.105981,252,15.38,11.96844444,8.47,1220778.802,823100.7937,21
XNET,迅雷,0,1.608635,-0.191451,51,15.39,7.925392157,3.24,34182699.65,5515842.04,4
YLCO,Global X Yieldco Index ETF,0,0,0,40,15.39,11.6831425,9.6,186545.95,82426.4,3
KTF,KTF基金,101.48897,0.89557,0.107524,151,15.39,12.28933775,8.2,1909206.658,1475530.667,12
NMFC,New Mountain Finance Corp,10.65828,1.017065,1.294768,88,15.39,14.08670455,11.76,6585319.864,5114275,7
LNDC,Landec Corporation,15.692146,1.553922,0.901725,252,15.41,8.162579365,1.8,1984263.103,1493766.667,21
CLPS,CLPS Inc,62.685686,26.964963,0.220465,4,15.43,11.84,5.14,4275106,14429150,0
GAIN,格拉德斯通投资,4.629983,1.043072,2.606921,159,15.45,8.838427673,3.64,3032771.05,1307813.924,13
WIA,Western Asset/Claymore Infl-Link,22.625442,0.880587,0.50342,180,15.46,12.16882722,9.94,1257407.078,1840460,15
MMU,Western Asset Managed Municipals,45.500361,0.935283,0.2778,252,15.46,11.9070004,8.65,1703692.397,1207853.175,21
GARS,Garrison Capital Inc,11.420764,0.75485,0.762646,66,15.47,12.02227273,7.84,1019810.273,792348.7879,5
BHL,BlackRock Defined Opportunity Cr,0,0,0,128,15.47,12.62465156,8.745,375836.8281,727996.875,10
GNPX,"Genprex, Inc.",0,3.028549,-0.226809,6,15.49,7.32045,2.55,1702324,5949323.667,0
VKI,Invesco Advantage Municipal Income Trust II,24.746242,0.915674,0.436834,252,15.5,12.38069127,7.45,1979996.183,441450,21
AND,Global X FTSE Andean 40 ETF,0,0,-0.02,91,15.52,10.72364286,6.1899,76480.5,129124.4444,7
MTLS,Materialise NV,3671.459036,8.065545,0.003756,51,15.53,9.967745098,6.14,1231422.308,1718739.2,4
EVM,Eaton Vance California Municipal,41.21595,0.859479,0.249418,193,15.53,12.5555829,8,1202714.99,755009.375,16
GNMK,GenMark Diagnostics,0,8.556835,-1.041754,100,15.55,8.4137,3.36,5955282.88,2327156,8
ASC,Ardmore Shipping Corporation,0,0.612943,-0.675416,61,15.56,10.00016393,5.85,5513051.742,3327147.333,5
HVBC,"HV Bancorp, Inc.",39.284602,1.065456,0.381829,20,15.5715,14.65177,14.05,41603.1,189821.4,1
CMFN,CM Finance Inc,7.407245,0.725313,1.228527,55,15.59,10.68818182,7.13,682147.9286,832542.4074,4
AHH,"Armada Hoffler Properties, Inc.",34.663828,2.30075,0.457249,64,15.59,11.86390625,9.08,6930542.906,2309295.844,5
SSBI,Summit State Bank,20.044718,1.527174,0.773271,146,15.6,8.301765068,3.648,128835.3151,128654.1096,12
MUA,黑岩多资产投资,21.494522,0.951459,0.620158,252,15.6,12.99690873,8.67,1224228.405,563018.254,21
CEV,Eaton Vance California Municipal,0,0.840704,-0.033775,236,15.6,13.19028136,7.655,360181.4915,247412.7119,19
AT,Atlantic Power Corp,0,10.496569,-1.02,98,15.61,6.42755102,1.72,12019431.8,13897697.96,8
FPH,Five Point Holdings LLC,7.023972,2.643421,1.563218,16,15.61,13.33875,10.94,4994585.5,3377618.875,1
QUOT,Quotient Technology Inc,0,3.508571,-0.245439,35,15.65,11.67542857,5.54,10041504.61,10306278.53,2
MUFG,三菱日联金融,6.731823,0.601518,0.89426,209,15.66,7.145789474,3.52,36258757.23,27819500,17
BOCH,Bank of Commerce Holdings (CA),21.595017,1.59945,0.590414,238,15.6667,7.232122689,3.25,426151.084,62911.59664,19
JPC,Nuveen Preferred Income Opport,9.05897,0.896167,1.034334,186,15.67,10.35102151,3.63,5905714.538,4886490.323,15
XD,Elkhorn S&P MidCap Consumer Discretionary Portfolio,0,0,0,20,15.67,15.155585,15.0094,0,5287.5,1
ABE,Aberdeen Emerging Markets Smaller Company Opportunities Fund,10.35282,0.95396,1.41942,37,15.684,12.95231081,10.39,191329.8947,175858.8889,3
RLH,Red Lion Hotels,73.597249,2.067509,0.192942,245,15.69,7.460612245,2.23,1038282.407,495209.8361,20
HBK,Hamilton Bancorp,0,0.935032,-1.895025,71,15.7,13.91677183,11.25,53931.22222,148302.8571,5
AQ,Aquantia Corp,141.731006,4.474029,0.086643,10,15.7,12.661,11.33,7987558,8674147.8,0
MQT,黑岩综合产业,31.799061,0.900984,0.378942,252,15.71,12.60003929,8.12,1004808.611,713304.7619,21
ANH,安沃思抵押,14.817672,0.87937,0.326637,246,15.71,7.204512195,4,23253172.62,6393016.26,20
SRET,Global X SuperDividend REIT ETF,0,0,0,42,15.7299,14.58736429,11.84,779420,238424.2857,3
EIA,Eaton Vance California Municip,64.361086,0.869522,0.168114,190,15.74,12.90015842,8.145,221594.2,167768.4211,15
AFIN,American Financial TRS Inc,0,1.060264,-0.482183,2,15.75,15.18,14.61,5317844,3954786,0
NXN,Nuveen New York Select Tax-Free,30.099893,0.916643,0.424254,252,15.77,13.77444444,11.52,150574.9127,90433.33333,21
CYRX,"CryoPort, Inc.",0,16.389557,-0.35377,38,15.78,5.243268421,1.62,4717977.789,605854.3684,3
ALTY,Global X SuperDividend Alternatives ETF,0,0,0,38,15.78,14.95937368,12.94,130628.8947,45527.63158,3
NRK,Nuveen New York AMT-Free Munic,28.982048,0.866649,0.41888,190,15.78,13.54455263,10.22,2196058.074,114306.3158,15
JAG,Jagged Peak Energy Inc.,852.868514,3.477283,0.014973,20,15.78,13.5245,11.14,27907736.3,16894089.2,1
NSSC,NAPCO Security Technologies,39.971798,4.780571,0.381519,252,15.8,3.952700397,0.4875,559567.9048,1697240.794,21
TAST,Carrols Restaurant Group,70.67645,3.28491,0.229921,141,15.8,6.320425532,0.525,4349843.183,6644857.143,11
VBLT,Vascular Biogenics Ltd,0,0.939516,-0.377232,47,15.8,5.13,1.675,4211274.917,8644678.348,3
MCN,麦迪逊基金,13.497909,0.945424,0.579349,170,15.8,9.700846471,5.09,1266816.682,1237948.235,14
BHK,黑岩核心债券信托,21.604029,0.900345,0.596648,202,15.81,13.22584158,9.38,2002730.406,1508877.228,16
SOIL,Global X Fertilizers/Potash ETF,0,0,0,88,15.82,11.283775,8.039,132089.1136,502118.1818,7
KSM,DWS市政债务基金,11.55079,0.884954,0.935001,252,15.82,12.40356587,7.79,500934.9524,262081.746,21
XF,Elkhorn S&P MidCap Financials Portfolio,0,0,0,20,15.82,15.27398,14.85,0,4181.2,1
WHF,WhiteHorse Finance,5.752888,0.949632,2.452681,69,15.85,13.20753623,9.46,1076031.857,839248.9118,5
MCC,Medley Capital Corp,0,0.603607,-1.827308,92,15.85,9.787173913,3.45,7738376.717,6573117.391,7
NXR,Nuveen Select Tax-Free Income Po,22.823944,0.943501,0.636174,252,15.87,13.92595238,12.38,479411.0794,291597.619,21
EVLO,Evelo Biosciences,0,2.642441,-9.350357,4,15.89,13.45,11.8,1523196,3146998,0
PHYS,Sprott Physical Gold Trust,0,0,-0.83,103,15.91,11.39626214,8.73,12756168.29,24419670.59,8
NEA,Nuveen AMT-Free Municipal Inco,23.966903,0.88878,0.539494,190,15.91,13.91968421,10.4,4618781.105,601642.1053,15
CAAP,Corporacion America Airports S.A.,64.376858,2.52095,0.130171,7,15.91,11.60142857,8.44,4024702.75,9786309.333,0
SNDE,Sundance Energy Australia Limited,0,0.190417,-3.0376,24,15.92,7.585975,4.08,246692.6667,155352.8333,2
RCUS,Arcus Biosciences Inc.,0,2.354034,-20.119253,6,15.93,14.155,11.7,2651545,5223793.333,0
ITCB,Itau Corpbanca,37.836477,0.001591,0.3975,29,15.9368,13.72954483,11.9,706609.7333,1041030.786,2
EIM,Eaton Vance Municipal Bond Fun,32.972866,0.890553,0.35787,193,15.95,13.21554404,8.85,3164025.948,2187229.167,16
NCZ,Allianzgi Convertible & Income F,14.585944,1.052399,0.42301,181,15.96,9.903066851,3.2,5959658.385,3758411.111,15
PML,太平洋投资管理市政收益基金2,11.930681,1.08139,1.100524,195,15.96,12.87199487,6.76,3022555.5,2454018.557,16
PBHC,Pathfinder Bancorp,17.160312,1.031507,0.903247,252,15.97,8.198946032,2.885,46372.92857,52124.60317,21
FMNB,Farmers National Banc Corp,16.407598,1.786816,0.975158,84,15.975,9.15625,4.3,954258.1429,359957.1429,7
ERII,Energy Recovery,18.975253,4.810415,0.484315,122,15.98,5.780204918,2.1,9064154.311,5321527.869,10
CUBA,CUBA基金,0,0.81286,-0.208028,252,15.98,6.593615476,3.09,1042272.794,165198.4127,21
TOCA,Tocagen Inc,16.509247,3.89595,0.545149,17,15.99,11.48117647,9.25,2838617.222,3130286.875,1
LITB,兰亭集势,0,2.514516,-0.221,63,15.99,4.54208254,1.65,992287.5,7649332.419,5
ZIOP,ZIOPHARM Oncology Inc,0,-2.889831,-0.528016,155,16,4.82698129,0.58,34819222.46,3831483.117,12
RORE,Lattice Real Estate Strategy ETF,0,0,0,23,16,15.05918696,13.5167,215513.75,113613.3636,1
XU,Elkhorn S&P MidCap Utilities Portfolio,0,0,0,20,16,15.77731,15.2012,0,2845.3,1
HFRO,Highland Floating Rate Opportunities Fund,0,0,0,10,16.03,15.786,15.37,2664692.2,4482829.6,0
ADOM,Adomani Inc.,0,5.155862,-0.298701,15,16.05,4.352613333,0.6001,20442137.88,3599789.429,1
CTIB,CTI工业,0,1.277622,-0.380274,250,16.0775,4.1563244,0.7392,142975.504,768866.392,20
MRCC,Monroe Capital Corporation,19.073933,1.035414,0.718782,71,16.08,14.26697183,11.46,1923519.167,827222.8571,5
MPW,Medical Properties Trust,15.597181,1.419159,0.955942,158,16.09,11.76468354,3.49,41878572.85,13260908.86,13
MUE,BlackRock MuniHoldings Quality F,21.24045,0.882328,0.573905,234,16.09,12.93713675,8.86,1317025.966,840088.8889,19
PNI,PNI市政收益基金,10.497371,1.01136,1.07646,194,16.09,12.79356753,7.07,451088.7526,376042.268,16
FPT,FPT基金,22.966103,0,0.59,189,16.09,13.36329524,9.37,307437.8632,311075.5319,15
SIFI,SI Financial Group,27.22566,0.962507,0.507793,167,16.1,11.29592814,3.87,346205.5238,156296.3855,13
OOMA,Ooma Inc,0,8.62638,-0.710203,38,16.1,9.556842105,5.9,2309713.789,1706459.789,3
BCTF,"Bancorp 34, Inc.",54.274445,1.137081,0.298483,23,16.1013,14.09195217,12.35,87946.33333,129161.4545,1
AMRC,阿梅雷斯克,13.932381,1.917517,1.055096,98,16.11,9.124489796,4.37,1603511.612,2633193.878,8
RMTI,Rockwell Medical,0,13.854578,-0.641017,248,16.12,5.611895161,0.59,6898972.782,611989.5161,20
SBS,Companhia de Saneamento Basico d,5.712308,0.228171,1.057366,196,16.12,6.677984694,0.855,39571402.32,29594957.14,16
IQI,IQI市政收入基金,23.90624,0.906264,0.501961,252,16.13,13.31945079,8.42,1858572.817,705542.0635,21
MAV,先锋市政信托,33.349441,0.970182,0.337337,179,16.14,13.59026927,7.64,1495904.989,1127900,14
UMC,联电,15.966579,0.03353,0.17474,216,16.14,4.228803241,1.62,41528105.04,70505554.19,18
TACO,Del Taco Restaurants Inc,10.874156,1.222184,1.235958,41,16.15,12.51609756,9.05,7054538,6917904.5,3
EAD,Wells Fargo Advantage Income,21.974177,0.892907,0.365884,187,16.15,10.73368984,4.81,4528791.021,4603036.559,15
PMX,PMX市政收益基金,10.867583,1.045044,1.063714,191,16.16,12.48574241,6.44,1732204.323,1381496.842,15
ESSA,萨万通金控,31.975556,0.936592,0.503666,137,16.17,12.54635036,9.62,337792.5942,780022.0588,11
EYES,Second Sight Medical Products,0,15.989652,-0.530845,46,16.17,4.810434783,1.07,10180474.78,12293619.91,3
BSMX,桑坦德银行墨西,19.281932,8.40961,0.40971,72,16.18,10.61513889,6.47,31234321.56,39241833.33,6
BFO,BFO基金,122.148439,0.960351,0.116252,180,16.2,14.30577111,9.76,196610.3444,210201.1111,15
NZF,Nuveen Dividend Advantage Munici,18.026553,0.950043,0.814909,202,16.2,14.1660396,10.03,3457129.634,1231247.525,16
CVU,CPI Aerostructures,12.319351,1.00704,0.706206,252,16.2,8.048655159,1.25,476755.746,381898.9286,21
UCIB,UBS AG (London Branch),0,0,0,34,16.2055,13.90414412,11.07,1605.705882,11036.41176,2
IRIX,艾里德克斯,0,4.019661,-1.304904,252,16.21,6.323730159,0.7,440965.1667,573831.746,21
PRT,Permrock Royalty Trust,14.219578,1.756468,0.945879,4,16.22,15.48,13.72,1347156.5,4105723.5,0
NBO,Neuberger Berman New York Interm,227.981101,0.859902,0.051013,192,16.22,13.56359219,9.79,244064.5208,208081.25,16
BILI,哔哩哔哩,0,-10.052305,-2.138214,6,16.23,12.78,10.92,154912293.3,44323968.67,0
SESN,Eleven Biotherapeutics Inc.,0,2.127708,-0.839213,55,16.23,4.674770909,0.295,34051485.82,7307655.259,4
CCB,Coastal Financial Corp,23.622766,2.746412,0.680276,2,16.24,16.23,16.22,452492,1757908,0
MHE,Massachusetts Health & Education,29.111202,0.931931,0.430075,252,16.24,13.5305877,8.19,71522.51587,50031.74603,21
