,fz_2007-12-31,fz_2008-12-31,fz_2009-12-31,fz_2010-12-31,fz_2011-12-31,fz_2012-12-31,fz_2013-12-31,fz_2014-12-31,fz_2015-12-31,fz_2016-12-31,fz_2017-12-31,lrl_2007-12-31,lrl_2008-12-31,lrl_2009-12-31,lrl_2010-12-31,lrl_2011-12-31,lrl_2012-12-31,lrl_2013-12-31,lrl_2014-12-31,lrl_2015-12-31,lrl_2016-12-31,lrl_2017-12-31,roe_2007-12-31,roe_2008-12-31,roe_2009-12-31,roe_2010-12-31,roe_2011-12-31,roe_2012-12-31,roe_2013-12-31,roe_2014-12-31,roe_2015-12-31,roe_2016-12-31,roe_2017-12-31,zz_2007-12-31,zz_2008-12-31,zz_2009-12-31,zz_2010-12-31,zz_2011-12-31,zz_2012-12-31,zz_2013-12-31,zz_2014-12-31,zz_2015-12-31,zz_2016-12-31,zz_2017-12-31
sz300693,,,,,,40.74%,48.76%,41.81%,51.00%,45.38%,27.06%,,,,,,20.87%,17.32%,19.94%,14.04%,14.30%,10.20%,,,,,,44.30%,42.68%,38.45%,32.95%,29.50%,12.61%,,,,,,2.06次,1.30次,1.06次,1.13次,1.07次,0.71次
sz002694,,,54.42%,53.25%,58.06%,41.48%,47.39%,55.18%,56.54%,54.45%,55.96%,,,5.83%,3.77%,7.38%,7.56%,5.13%,1.02%,1.07%,3.18%,5.69%,,,22.09%,13.83%,24.32%,16.91%,9.06%,2.76%,2.56%,4.14%,11.01%,,,2.87次,1.48次,1.36次,1.01次,0.93次,0.83次,0.76次,0.67次,0.81次
sz300156,,,42.54%,12.65%,18.71%,35.67%,46.06%,37.18%,42.12%,48.72%,60.98%,,,32.05%,28.44%,23.73%,12.47%,-70.35%,6.87%,14.45%,22.66%,12.62%,,,41.21%,36.77%,5.22%,6.26%,-10.18%,2.13%,10.80%,34.07%,13.36%,,,0.75次,0.34次,0.19次,0.33次,0.10次,0.12次,0.44次,0.76次,0.46次
sz300520,,,,,45.83%,27.38%,28.56%,41.59%,42.87%,49.04%,55.15%,,,,,18.50%,16.12%,15.78%,9.02%,10.57%,9.12%,3.15%,,,,,38.34%,29.27%,23.50%,16.15%,18.31%,15.11%,3.44%,,,,,1.91次,1.19次,1.05次,1.13次,0.96次,0.79次,0.53次
sz002254,,,12.59%,17.20%,21.93%,21.00%,18.69%,21.53%,17.62%,16.88%,16.41%,,,10.58%,18.31%,9.27%,2.94%,5.33%,9.45%,6.83%,4.04%,6.87%,,,6.95%,15.70%,8.49%,2.76%,5.15%,8.42%,4.99%,2.99%,4.89%,,,0.59次,0.71次,0.67次,0.68次,0.79次,0.73次,0.62次,0.61次,0.60次
sz300183,,,17.41%,15.17%,4.87%,4.34%,4.59%,8.92%,8.10%,9.30%,11.75%,,,47.57%,44.59%,54.13%,58.69%,46.93%,38.15%,33.10%,35.70%,25.84%,,,62.62%,74.58%,18.56%,18.04%,14.82%,13.69%,13.47%,14.62%,9.21%,,,1.20次,1.25次,0.46次,0.29次,0.30次,0.33次,0.36次,0.37次,0.31次
sh600369,,,68.75%,51.17%,44.28%,39.71%,63.59%,70.41%,72.70%,72.30%,68.52%,,,49.06%,41.59%,25.25%,27.00%,32.40%,36.65%,41.72%,25.13%,22.57%,,,25.20%,11.64%,2.38%,3.37%,5.88%,8.83%,19.83%,4.84%,3.49%,,,0.27次,0.10次,0.05次,0.07次,0.08次,0.08次,0.13次,0.05次,0.05次
sh600505,,,73.14%,62.51%,45.50%,51.07%,48.31%,44.01%,50.66%,49.12%,48.48%,,,38.76%,34.03%,33.00%,11.42%,10.16%,7.88%,7.29%,6.20%,4.85%,,,47.89%,35.47%,27.36%,8.99%,7.85%,6.83%,6.81%,5.56%,3.94%,,,0.24次,0.30次,0.34次,0.36次,0.35次,0.41次,0.41次,0.38次,0.38次
sh600025,,76.48%,77.69%,77.96%,78.56%,80.26%,79.83%,,77.94%,78.23%,75.59%,,16.80%,14.53%,22.61%,21.47%,24.72%,26.30%,,19.48%,6.34%,18.45%,,--,--,--,--,--,14.76%,,7.53%,1.49%,6.31%,,0.06次,0.08次,0.12次,0.11次,0.10次,0.11次,,0.08次,0.07次,0.08次
sh600272,,,73.47%,69.57%,64.73%,63.82%,61.76%,55.16%,49.77%,51.82%,51.80%,,,4.63%,3.15%,4.91%,7.46%,2.99%,4.15%,2.22%,2.28%,4.03%,,,20.79%,10.38%,11.63%,16.22%,7.20%,9.27%,4.80%,4.10%,7.69%,,,0.87次,0.83次,0.77次,0.84次,0.86次,0.91次,0.90次,0.88次,0.93次
sh601798,,,55.09%,56.54%,33.43%,41.40%,39.67%,31.26%,30.63%,40.83%,43.91%,,,18.43%,17.51%,16.29%,12.50%,9.21%,6.55%,6.19%,-24.89%,-12.09%,,,27.18%,19.69%,11.06%,6.33%,4.93%,2.93%,2.29%,-7.26%,-4.90%,,,0.63次,0.49次,0.39次,0.33次,0.32次,0.30次,0.26次,0.19次,0.24次
sz000519,,,31.61%,24.56%,25.62%,25.22%,26.67%,18.77%,19.02%,28.21%,22.63%,,,1.02%,3.26%,-3.24%,1.16%,18.25%,19.48%,16.08%,3.63%,2.40%,,,1.09%,3.33%,-3.21%,1.66%,17.81%,10.47%,6.05%,2.47%,1.62%,,,0.59次,0.70次,0.73次,0.64次,0.77次,0.41次,0.31次,0.49次,0.48次
sh600803,,,68.23%,57.95%,48.52%,54.47%,51.19%,46.52%,56.73%,71.37%,72.62%,,,-5.91%,0.80%,2.72%,3.45%,16.75%,18.91%,15.63%,8.92%,6.90%,,,-10.89%,1.27%,3.40%,5.29%,21.33%,18.98%,17.82%,11.65%,12.86%,,,0.59次,0.72次,1.40次,0.97次,0.89次,0.54次,0.54次,0.43次,0.50次
sh601966,,,,,74.87%,71.04%,72.34%,72.84%,73.66%,55.38%,55.09%,,,,,3.51%,5.55%,8.49%,8.12%,7.76%,9.60%,7.53%,,,,,15.95%,21.09%,28.89%,19.99%,15.25%,16.34%,12.57%,,,,,2.16次,1.03次,0.95次,0.67次,0.52次,0.61次,0.75次
sh603828,,,,,76.17%,74.74%,73.63%,74.63%,57.01%,64.71%,69.60%,,,,,5.93%,5.68%,5.68%,4.99%,3.39%,3.19%,3.10%,,,,,29.86%,25.37%,28.94%,21.44%,5.91%,5.19%,5.49%,,,,,2.09次,1.10次,1.32次,1.10次,0.78次,0.63次,0.63次
sh600139,,,27.92%,20.18%,16.71%,13.17%,39.90%,66.18%,76.26%,73.58%,81.63%,,,59.50%,63.79%,79.13%,34.57%,-14.10%,2.74%,-18.31%,-16.82%,-222.08%,,,53.50%,33.64%,32.82%,12.32%,--,1.24%,-23.17%,1.12%,-83.81%,,,0.47次,0.41次,0.25次,0.30次,0.19次,0.10次,0.20次,0.12次,0.05次
sz000590,,,55.22%,50.96%,41.77%,32.02%,51.23%,68.63%,64.97%,58.15%,33.24%,,,-32.17%,15.13%,21.00%,37.86%,-64.24%,-42.23%,7.59%,15.79%,2.88%,,,-32.05%,18.47%,22.91%,32.38%,-44.41%,-37.82%,11.48%,23.64%,4.42%,,,0.50次,0.57次,0.59次,0.56次,0.41次,0.36次,0.50次,0.52次,0.46次
sz002324,,,14.53%,11.40%,14.35%,17.62%,28.60%,29.58%,36.96%,38.26%,41.20%,,,19.62%,12.45%,9.50%,13.09%,11.54%,9.68%,9.34%,8.80%,5.13%,,,38.29%,9.80%,8.07%,13.27%,14.61%,12.97%,15.31%,14.16%,7.92%,,,0.69次,0.69次,0.74次,0.85次,0.96次,0.95次,1.08次,0.99次,0.93次
sz300033,,,7.43%,13.73%,10.44%,9.67%,13.62%,24.64%,40.22%,27.60%,24.74%,,,39.17%,42.56%,28.68%,15.08%,11.92%,22.76%,66.38%,69.89%,51.48%,,,55.96%,8.74%,5.63%,2.32%,1.94%,5.19%,57.81%,49.61%,24.68%,,,0.31次,0.18次,0.17次,0.14次,0.14次,0.18次,0.56次,0.45次,0.34次
sz002078,,,60.36%,63.60%,70.19%,70.63%,65.25%,64.25%,62.50%,58.70%,58.46%,,,9.92%,9.36%,6.42%,2.11%,2.92%,5.23%,6.98%,8.01%,11.91%,,,17.11%,19.47%,13.39%,4.50%,6.06%,8.94%,10.34%,14.12%,22.65%,,,0.68次,0.77次,0.65次,0.69次,0.70次,0.65次,0.60次,0.72次,0.82次
sh600859,,,60.28%,55.15%,50.58%,57.81%,55.35%,49.89%,47.06%,40.01%,46.56%,,,3.78%,3.14%,3.71%,3.68%,3.52%,3.48%,3.82%,3.18%,3.57%,,,16.08%,12.77%,14.74%,11.88%,11.34%,9.65%,9.25%,7.10%,9.33%,,,1.63次,1.77次,1.75次,1.44次,1.39次,1.32次,1.25次,1.12次,1.37次
sz002846,,,,,,48.19%,34.86%,27.46%,21.59%,26.68%,23.05%,,,,,,16.58%,18.61%,16.47%,15.34%,16.32%,9.92%,,,,,,30.34%,27.21%,22.53%,19.98%,21.09%,9.03%,,,,,,1.56次,0.85次,0.95次,0.97次,0.97次,0.84次
sz300025,,,15.12%,21.93%,43.54%,49.81%,45.64%,55.27%,61.65%,68.01%,73.41%,,,16.99%,18.46%,9.90%,7.50%,9.13%,8.62%,8.44%,5.82%,-10.62%,,,26.77%,14.61%,12.48%,8.51%,13.66%,12.75%,13.77%,8.69%,-16.35%,,,0.80次,0.67次,0.88次,0.75次,0.66次,0.71次,0.65次,0.50次,0.47次
sh603903,,,,,,55.09%,38.56%,44.30%,43.09%,45.58%,45.95%,,,,,,6.47%,10.88%,11.67%,14.15%,11.82%,11.89%,,,,,,10.09%,15.70%,16.07%,12.92%,11.40%,9.88%,,,,,,1.36次,0.80次,0.78次,0.55次,0.54次,0.49次
sh603707,,,,,,,12.00%,33.00%,15.78%,13.67%,23.84%,,,,,,,14.07%,12.13%,18.68%,44.21%,28.24%,,,,,,,7.05%,4.93%,8.24%,21.37%,19.07%,,,,,,,0.86次,0.31次,0.33次,0.41次,0.53次
sh600593,,,54.95%,51.37%,52.65%,56.85%,52.79%,42.71%,36.22%,40.82%,44.88%,,,4.48%,2.78%,-1.81%,3.88%,16.91%,13.44%,15.22%,10.28%,15.22%,,,1.35%,1.91%,1.68%,4.44%,10.71%,11.40%,11.71%,8.62%,13.30%,,,0.19次,0.20次,0.26次,0.32次,0.35次,0.41次,0.46次,0.38次,0.32次
sh600301,,,65.40%,65.01%,77.02%,87.82%,100.87%,115.25%,74.27%,76.09%,75.74%,,,-22.99%,-1.35%,-20.48%,-41.35%,0.34%,-49.44%,-95.63%,-27.26%,-31.85%,,,-50.32%,2.57%,-60.44%,-279.04%,--,--,--,2.33%,-12.85%,,,0.55次,0.44次,0.44次,0.32次,0.30次,0.36次,0.06次,0.08次,0.25次
sh601018,,,41.83%,31.55%,22.46%,22.27%,26.95%,27.58%,28.84%,36.96%,36.51%,,,37.57%,36.84%,36.02%,35.01%,26.25%,22.48%,16.82%,15.25%,15.72%,,,12.87%,13.05%,10.33%,10.30%,10.17%,9.50%,8.19%,6.82%,7.51%,,,0.21次,0.20次,0.21次,0.22次,0.29次,0.31次,0.36次,0.31次,0.30次
sh600110,,,48.47%,56.81%,53.49%,61.04%,67.82%,73.96%,66.97%,62.28%,62.03%,,,2.64%,3.11%,-4.65%,0.40%,0.07%,-15.10%,6.32%,2.44%,8.50%,,,0.47%,1.69%,-3.39%,0.27%,0.28%,-14.03%,7.95%,1.37%,9.65%,,,0.26次,0.28次,0.26次,0.31次,0.34次,0.28次,0.27次,0.35次,0.43次
sh603600,,,,,61.25%,50.20%,45.13%,48.16%,30.91%,33.15%,39.18%,,,,,9.32%,7.97%,6.60%,5.66%,8.03%,8.58%,5.48%,,,,,49.90%,34.85%,27.89%,22.46%,18.34%,20.61%,15.82%,,,,,3.87次,1.95次,2.20次,2.07次,1.75次,1.61次,1.80次
sz000429,,,54.98%,54.40%,59.71%,61.14%,60.20%,53.08%,49.38%,44.98%,42.78%,,,40.22%,43.74%,20.77%,18.20%,7.54%,24.66%,34.90%,41.50%,55.36%,,,9.50%,9.21%,5.18%,4.20%,3.01%,6.90%,9.22%,14.18%,17.69%,,,0.12次,0.10次,0.10次,0.09次,0.10次,0.12次,0.13次,0.20次,0.19次
sz000688,,,"5,808.22%","2,969.76%",376.83%,"1,008.22%",15.07%,26.57%,22.25%,9.47%,7.79%,,,--,--,13.41%,-105.48%,42.15%,32.69%,26.40%,20.89%,33.09%,,,0.00%,--,--,--,33.81%,27.86%,21.40%,14.47%,21.04%,,,0.00次,0.00次,0.99次,1.00次,1.16次,0.71次,0.61次,0.57次,0.57次
sh603069,,,,,74.24%,67.63%,63.19%,53.76%,51.49%,40.50%,41.78%,,,,,4.37%,4.74%,4.43%,5.00%,5.62%,5.83%,4.73%,,,,,11.37%,13.56%,11.31%,11.16%,10.41%,7.44%,4.75%,,,,,1.38次,0.80次,0.87次,0.92次,0.88次,0.68次,0.61次
sh600425,,,47.66%,40.70%,49.27%,49.76%,48.60%,51.31%,56.45%,58.69%,58.33%,,,17.64%,18.16%,22.25%,4.79%,3.53%,-4.33%,-53.08%,-41.33%,-2.89%,,,14.54%,16.63%,18.56%,2.41%,1.62%,0.12%,-13.78%,-13.43%,1.26%,,,0.47次,0.47次,0.43次,0.27次,0.21次,0.23次,0.15次,0.17次,0.21次
sz000999,,,29.83%,26.72%,36.17%,35.26%,37.90%,34.42%,36.15%,35.64%,37.48%,,,15.69%,19.68%,14.75%,15.69%,15.57%,14.73%,16.14%,13.45%,11.93%,,,21.30%,21.09%,17.36%,23.06%,20.86%,15.93%,17.33%,14.78%,14.06%,,,0.91次,0.74次,0.81次,0.85次,0.83次,0.70次,0.70次,0.70次,0.75次
sh601901,,,73.62%,68.01%,44.24%,47.05%,56.49%,64.56%,77.00%,76.24%,74.25%,,,42.01%,41.21%,14.70%,23.99%,31.94%,36.74%,37.55%,33.28%,24.40%,,,20.67%,15.61%,2.42%,3.93%,7.38%,8.65%,12.41%,7.31%,3.99%,,,0.14次,0.11次,0.06次,0.09次,0.11次,0.08次,0.09次,0.05次,0.04次
sz300470,,,,,47.65%,38.62%,28.57%,29.71%,11.61%,21.88%,18.07%,,,,,20.43%,23.57%,24.12%,24.91%,25.37%,29.23%,24.28%,,,,,42.05%,43.85%,34.13%,29.17%,14.32%,11.51%,12.79%,,,,,1.90次,1.07次,0.95次,0.83次,0.46次,0.32次,0.42次
sh603223,,,58.21%,51.85%,56.99%,58.47%,54.91%,49.21%,27.00%,23.92%,40.55%,,,6.64%,7.34%,6.05%,5.63%,4.31%,4.03%,2.39%,3.20%,2.05%,,,48.13%,48.23%,31.57%,24.29%,19.49%,14.78%,9.01%,9.56%,9.41%,,,4.60次,2.88次,2.29次,1.81次,1.96次,1.76次,2.60次,2.48次,3.79次
sh603706,,,,,,,,46.32%,32.28%,36.27%,32.48%,,,,,,,,32.31%,27.21%,43.95%,21.69%,,,,,,,,35.44%,32.13%,34.31%,18.83%,,,,,,,,1.49次,0.72次,0.52次,0.59次
sz300072,,,56.79%,26.82%,39.98%,44.51%,53.07%,60.40%,52.46%,64.73%,58.64%,,,16.75%,13.37%,15.83%,22.27%,17.05%,13.66%,14.29%,9.32%,11.81%,,,24.88%,7.42%,8.64%,14.77%,14.68%,23.88%,29.28%,29.73%,33.70%,,,0.62次,0.43次,0.36次,0.37次,0.42次,0.70次,0.73次,1.22次,1.02次
sh600086,,,68.02%,78.45%,81.80%,85.09%,82.75%,83.43%,70.96%,67.62%,74.20%,,,1.65%,4.72%,2.51%,3.32%,2.65%,2.16%,3.46%,3.80%,2.49%,,,3.25%,14.25%,13.13%,24.46%,19.30%,10.43%,16.41%,8.71%,7.44%,,,0.81次,0.77次,1.08次,1.19次,1.17次,0.80次,1.10次,0.70次,0.85次
sh600883,,,3.51%,3.18%,5.35%,7.36%,7.15%,9.77%,10.77%,8.27%,6.58%,,,26.06%,167.49%,167.94%,12.62%,18.96%,-322.06%,556.63%,98.57%,96.56%,,,4.82%,14.97%,26.12%,1.40%,0.96%,-7.23%,11.25%,2.16%,4.20%,,,0.16次,0.09次,0.15次,0.10次,0.05次,0.02次,0.02次,0.02次,0.04次
sh600285,,,36.96%,40.81%,43.38%,46.15%,40.24%,36.93%,36.35%,29.16%,33.36%,,,6.37%,12.68%,6.61%,7.42%,15.34%,9.22%,12.49%,24.16%,12.17%,,,5.19%,7.48%,4.92%,6.26%,11.67%,6.79%,8.21%,16.74%,10.18%,,,0.47次,0.34次,0.37次,0.45次,0.47次,0.40次,0.41次,0.51次,0.59次
sz000022,,,38.12%,38.62%,37.22%,34.16%,35.64%,29.70%,24.36%,14.86%,17.66%,,,41.23%,47.50%,39.09%,34.52%,36.08%,29.36%,34.86%,35.16%,29.06%,,,14.68%,18.42%,15.19%,13.15%,13.26%,10.36%,12.34%,11.64%,10.45%,,,0.27次,0.30次,0.27次,0.27次,0.25次,0.25次,0.27次,0.28次,0.34次
sh603011,,,,,62.29%,58.52%,57.38%,39.98%,37.86%,16.75%,22.84%,,,,,10.71%,10.34%,8.19%,6.36%,5.61%,7.90%,5.78%,,,,,21.43%,14.89%,10.53%,6.78%,4.69%,4.52%,2.50%,,,,,1.36次,0.57次,0.54次,0.49次,0.51次,0.44次,0.35次
sz002722,,,52.54%,50.84%,51.85%,49.04%,45.49%,24.64%,43.98%,28.88%,31.99%,,,6.80%,11.96%,13.85%,12.26%,11.70%,8.53%,11.63%,7.18%,3.96%,,,10.74%,20.12%,23.96%,17.86%,14.66%,6.45%,10.61%,8.26%,5.07%,,,1.48次,0.81次,0.82次,0.71次,0.66次,0.58次,0.37次,0.78次,0.86次
sz000019,,,41.39%,43.36%,16.20%,17.73%,24.31%,13.94%,9.74%,10.93%,10.02%,,,-5.36%,3.91%,3.03%,23.83%,10.32%,3.84%,-12.70%,32.97%,-19.40%,,,-3.95%,1.76%,1.15%,8.04%,4.52%,1.38%,-3.70%,9.82%,-5.46%,,,0.32次,0.36次,0.37次,0.27次,0.34次,0.30次,0.31次,0.24次,0.28次
sh600180,,,0.17%,3.66%,3.03%,38.54%,73.66%,72.98%,63.97%,71.73%,75.26%,,,--,--,--,7.23%,7.26%,6.01%,4.53%,2.48%,1.91%,,,-0.17%,0.55%,-2.10%,35.89%,31.24%,25.71%,13.60%,12.09%,14.35%,,,0.00次,0.00次,0.00次,4.81次,1.50次,1.14次,0.97次,1.53次,2.00次
sz002765,,,,,55.03%,51.24%,48.21%,48.92%,35.39%,51.36%,49.44%,,,,,13.81%,10.77%,8.43%,10.72%,9.33%,10.88%,10.30%,,,,,29.39%,17.73%,11.19%,16.36%,9.37%,12.54%,11.18%,,,,,1.83次,0.75次,0.66次,0.72次,0.57次,0.61次,0.52次
sz300346,,,28.03%,39.62%,23.86%,3.81%,5.32%,7.33%,5.93%,5.73%,8.01%,,,23.94%,47.59%,55.05%,50.87%,44.85%,33.99%,37.34%,5.17%,20.20%,,,17.06%,78.20%,94.20%,15.69%,5.41%,4.41%,3.76%,0.63%,2.82%,,,0.51次,1.04次,1.22次,0.24次,0.12次,0.12次,0.09次,0.08次,0.13次
sz002413,,,60.59%,35.04%,28.29%,19.19%,33.27%,24.95%,9.27%,6.34%,10.15%,,,6.68%,5.24%,5.52%,3.55%,1.38%,1.54%,6.93%,20.60%,17.23%,,,20.34%,11.03%,8.50%,4.12%,2.14%,2.78%,8.43%,3.89%,3.47%,,,1.27次,1.27次,1.06次,0.88次,1.14次,1.27次,1.03次,0.17次,0.20次
sh600390,,,50.39%,54.64%,58.61%,58.90%,40.43%,54.87%,45.27%,52.53%,70.75%,,,-14.93%,3.07%,-7.43%,0.53%,0.36%,-1.83%,-27.60%,16.78%,20.89%,,,-24.41%,4.55%,-14.93%,0.42%,1.23%,-3.07%,-37.84%,10.52%,8.54%,,,0.76次,0.95次,0.89次,0.64次,0.68次,0.68次,0.62次,0.64次,0.18次
sz002921,,,,,,,58.82%,54.70%,51.23%,51.17%,43.14%,,,,,,,6.47%,8.98%,8.45%,8.77%,7.40%,,,,,,,--,15.44%,11.99%,11.76%,10.88%,,,,,,,1.43次,0.75次,0.66次,0.62次,0.61次
sh600237,,,50.87%,48.73%,45.70%,46.09%,23.74%,29.51%,40.81%,41.75%,36.89%,,,-20.46%,3.85%,6.23%,4.31%,2.30%,-12.76%,1.55%,-36.97%,1.78%,,,-13.71%,4.45%,6.38%,3.20%,0.88%,-5.88%,0.98%,-15.36%,1.12%,,,0.34次,0.52次,0.56次,0.43次,0.36次,0.32次,0.26次,0.25次,0.39次
sz300445,,,12.10%,24.68%,33.20%,29.66%,29.58%,28.85%,7.49%,13.61%,13.96%,,,32.05%,27.00%,23.10%,23.46%,26.41%,24.73%,26.25%,25.03%,26.13%,,,--,30.02%,27.62%,22.69%,22.46%,21.77%,14.27%,11.32%,12.11%,,,0.92次,0.88次,0.84次,0.66次,0.62次,0.62次,0.50次,0.40次,0.40次
sz002769,,86.57%,91.50%,,91.76%,94.91%,97.64%,98.20%,96.52%,92.20%,90.98%,,1.80%,2.50%,,1.84%,0.93%,1.14%,3.45%,4.61%,5.31%,1.27%,,32.40%,24.50%,,26.16%,17.80%,16.82%,29.10%,24.32%,17.37%,5.56%,,1.89次,1.28次,,1.97次,1.26次,0.49次,0.18次,0.14次,0.16次,0.37次
sz300240,,,48.02%,51.68%,29.82%,25.90%,22.19%,27.09%,29.44%,37.81%,44.93%,,,7.41%,8.84%,7.81%,6.14%,2.79%,1.70%,2.65%,3.33%,2.74%,,,23.01%,37.02%,16.09%,11.55%,5.61%,3.69%,4.48%,6.55%,6.89%,,,1.65次,2.15次,1.37次,1.52次,1.63次,1.78次,1.36次,1.28次,1.43次
sz300647,,,,,,40.50%,37.36%,28.20%,32.91%,36.55%,49.38%,,,,,,9.06%,10.94%,13.43%,14.67%,15.88%,9.66%,,,,,,29.75%,33.76%,30.84%,24.89%,21.82%,7.82%,,,,,,3.23次,1.83次,1.55次,1.16次,0.89次,0.54次
sh601226,,,,,69.59%,67.53%,67.68%,59.24%,55.56%,55.50%,54.92%,,,,,6.67%,6.78%,7.53%,5.85%,5.11%,-2.24%,0.80%,,,,,28.78%,24.57%,23.07%,19.02%,7.21%,-2.55%,1.08%,,,,,1.91次,1.12次,0.98次,0.88次,0.60次,0.50次,0.61次
sh603059,,,,,,,59.42%,54.05%,45.71%,48.53%,40.92%,,,,,,,8.38%,10.94%,11.30%,10.84%,12.94%,,,,,,,27.75%,33.90%,28.18%,30.89%,28.84%,,,,,,,2.16次,1.24次,1.18次,1.37次,1.24次
sh600355,,,26.94%,29.39%,17.23%,13.50%,28.47%,24.19%,32.34%,29.29%,32.98%,,,-95.44%,4.56%,23.39%,1.23%,-18.08%,1.59%,-22.03%,3.36%,-17.39%,,,-34.63%,3.14%,13.63%,0.73%,-12.96%,1.47%,-18.52%,2.79%,-15.63%,,,0.29次,0.49次,0.45次,0.50次,0.56次,0.68次,0.72次,0.58次,0.62次
sz002774,,,,,,53.47%,58.17%,52.92%,52.93%,48.94%,30.57%,,,,,,10.68%,10.63%,12.21%,8.79%,12.56%,10.00%,,,,,,29.47%,27.68%,28.40%,17.06%,23.44%,8.87%,,,,,,2.22次,1.13次,1.03次,0.89次,0.89次,0.64次
sz000528,,,57.05%,54.48%,58.94%,58.69%,57.76%,56.13%,56.31%,57.02%,57.90%,,,8.52%,10.08%,7.42%,2.21%,2.64%,1.88%,0.31%,0.68%,2.86%,,,26.01%,32.36%,14.93%,3.01%,3.60%,2.16%,0.24%,0.56%,3.60%,,,1.29次,1.09次,0.86次,0.56次,0.56次,0.48次,0.32次,0.34次,0.53次
sz300278,,,72.50%,53.46%,37.84%,28.37%,35.34%,30.30%,54.54%,64.01%,64.14%,,,16.44%,16.95%,14.20%,12.53%,8.11%,11.25%,5.76%,5.13%,2.20%,,,30.98%,38.43%,25.00%,5.87%,3.18%,5.91%,7.05%,7.67%,3.83%,,,0.76次,0.71次,0.56次,0.31次,0.27次,0.31次,0.67次,0.59次,0.66次
sh600757,,,215.96%,100.00%,33.18%,32.81%,28.64%,32.47%,45.65%,42.02%,38.04%,,,-99.80%,114.06%,10.91%,9.35%,8.83%,4.35%,2.78%,4.37%,5.64%,,,0.00%,0.00%,11.26%,11.76%,11.08%,4.59%,6.64%,11.22%,10.50%,,,0.42次,1.09次,1.28次,0.82次,0.77次,0.69次,1.43次,1.44次,1.14次
sh600848,,,87.10%,87.27%,88.67%,89.18%,89.11%,92.16%,49.65%,51.03%,43.01%,,,0.48%,0.60%,0.68%,1.01%,1.12%,-5.79%,26.90%,21.60%,19.83%,,,3.63%,3.60%,3.72%,5.69%,6.39%,-36.44%,10.38%,9.13%,6.63%,,,0.96次,0.76次,0.73次,0.65次,0.62次,0.59次,0.21次,0.20次,0.17次
sz002090,,,36.19%,44.02%,44.36%,49.82%,57.24%,51.50%,54.15%,64.46%,67.78%,,,11.32%,7.89%,5.73%,5.67%,5.89%,9.80%,11.20%,7.63%,6.28%,,,11.27%,10.01%,8.00%,7.82%,10.28%,16.45%,16.81%,9.72%,12.62%,,,0.68次,0.78次,0.77次,0.74次,0.77次,0.74次,0.58次,0.58次,0.59次
sh600022,,,75.39%,77.99%,75.85%,75.74%,74.67%,75.16%,56.62%,58.41%,54.70%,,,0.27%,0.28%,0.18%,-5.23%,0.23%,-2.69%,0.23%,-1.07%,4.09%,,,0.95%,1.18%,0.73%,-29.10%,1.22%,-11.36%,0.46%,-3.64%,11.32%,,,0.89次,1.00次,1.02次,1.76次,1.35次,1.05次,0.78次,0.93次,0.86次
sz002137,,,34.58%,61.73%,0.00%,37.68%,43.16%,23.28%,31.63%,14.14%,16.75%,,,1.08%,1.97%,2.10%,2.71%,-30.84%,2.33%,4.58%,19.12%,8.37%,,,1.23%,5.24%,7.09%,6.08%,-38.59%,2.91%,3.37%,10.10%,4.55%,,,0.62次,1.30次,1.40次,1.11次,0.71次,0.71次,0.42次,0.49次,0.47次
sz002490,,,59.66%,40.19%,39.16%,44.13%,52.77%,54.50%,56.62%,67.33%,68.96%,,,13.19%,10.24%,6.17%,4.75%,-7.82%,0.57%,-17.75%,-42.50%,1.18%,,,23.42%,17.70%,6.14%,4.73%,-6.31%,0.75%,-10.12%,-28.80%,2.07%,,,0.63次,0.69次,0.59次,0.59次,0.41次,0.43次,0.27次,0.26次,0.49次
sh600396,,,77.71%,82.88%,86.70%,86.66%,85.01%,80.23%,78.12%,78.52%,83.29%,,,2.54%,2.47%,6.46%,5.48%,8.62%,9.96%,6.91%,1.54%,-14.17%,,,4.04%,0.59%,10.20%,10.13%,17.53%,14.23%,8.98%,0.59%,-28.43%,,,0.31次,0.20次,0.29次,0.25次,0.30次,0.31次,0.41次,0.32次,0.34次
sh600735,,,75.68%,68.63%,52.39%,34.96%,30.11%,25.08%,20.54%,20.73%,20.98%,,,0.90%,-2.19%,1.12%,4.49%,4.73%,5.68%,4.47%,6.46%,8.20%,,,9.31%,-5.76%,4.87%,10.32%,8.07%,9.37%,5.85%,7.64%,9.30%,,,1.93次,1.49次,1.57次,2.28次,1.48次,1.49次,1.44次,1.35次,1.28次
sz300003,,,5.35%,7.21%,4.15%,4.79%,7.47%,14.03%,30.94%,36.70%,45.06%,,,51.73%,53.32%,51.44%,39.70%,28.13%,27.10%,21.53%,21.53%,21.90%,,,35.00%,21.66%,21.81%,16.42%,13.24%,14.21%,15.62%,14.70%,15.17%,,,0.46次,0.38次,0.39次,0.39次,0.44次,0.48次,0.48次,0.40次,0.41次
sh600639,,,49.96%,51.81%,49.23%,49.15%,51.65%,49.53%,48.60%,51.68%,55.21%,,,48.33%,37.69%,24.08%,32.99%,31.51%,27.06%,31.44%,41.91%,43.88%,,,11.14%,15.00%,11.73%,8.01%,9.59%,8.24%,6.35%,6.95%,8.39%,,,0.13次,0.19次,0.24次,0.12次,0.15次,0.17次,0.10次,0.08次,0.09次
